special_id,product_fit_verdict
451,KEEP
452,KEEP
453,KEEP
454,KEEP
455,KEEP
456,KEEP
457,KEEP
458,KEEP_REFERENCE_ONLY
459,KEEP
460,KEEP_REFERENCE_ONLY
461,KEEP_REFERENCE_ONLY
462,KEEP_REFERENCE_ONLY
463,KEEP_REFERENCE_ONLY
464,KEEP
465,KEEP_REFERENCE_ONLY
466,KEEP_REFERENCE_ONLY
467,KEEP_REFERENCE_ONLY
468,KEEP_REFERENCE_ONLY
469,KEEP
470,KEEP
471,KEEP_REFERENCE_ONLY
472,KEEP_REFERENCE_ONLY
473,KEEP_REFERENCE_ONLY
474,KEEP_REFERENCE_ONLY
475,KEEP_REFERENCE_ONLY
476,KEEP_REFERENCE_ONLY
477,KEEP_REFERENCE_ONLY
478,KEEP
479,KEEP
480,KEEP
481,KEEP_REFERENCE_ONLY
482,KEEP
483,KEEP_REFERENCE_ONLY
484,KEEP_REFERENCE_ONLY
485,KEEP_REFERENCE_ONLY
486,KEEP_REFERENCE_ONLY
487,KEEP_REFERENCE_ONLY
488,KEEP
489,KEEP_REFERENCE_ONLY
490,KEEP
491,KEEP
492,KEEP
493,KEEP
494,KEEP
495,KEEP
496,KEEP
497,KEEP_REFERENCE_ONLY
498,KEEP_REFERENCE_ONLY
499,KEEP
500,KEEP
501,KEEP
502,KEEP
503,KEEP
504,KEEP
505,KEEP_REFERENCE_ONLY
506,KEEP_REFERENCE_ONLY
507,KEEP_REFERENCE_ONLY
508,KEEP
509,KEEP
510,KEEP
511,KEEP
512,KEEP
513,KEEP
514,KEEP
515,KEEP
516,KEEP
517,KEEP
518,KEEP
519,KEEP_REFERENCE_ONLY
520,KEEP
521,KEEP
522,KEEP
523,KEEP
524,KEEP
525,KEEP
526,KEEP_REFERENCE_ONLY
527,KEEP
528,KEEP
529,KEEP
530,KEEP
531,KEEP
532,KEEP
533,KEEP
534,KEEP
535,KEEP
536,KEEP
537,KEEP_REFERENCE_ONLY
538,KEEP_REFERENCE_ONLY
539,KEEP
540,KEEP
541,KEEP
542,KEEP_REFERENCE_ONLY
543,KEEP_REFERENCE_ONLY
544,KEEP_REFERENCE_ONLY
545,KEEP
546,KEEP_REFERENCE_ONLY
547,KEEP
548,KEEP
549,KEEP
550,KEEP_REFERENCE_ONLY
551,KEEP_REFERENCE_ONLY
552,KEEP
553,KEEP
554,KEEP
555,KEEP
556,KEEP
557,KEEP
558,KEEP
559,KEEP
560,KEEP
561,KEEP
562,KEEP
563,KEEP
564,KEEP
565,KEEP
566,KEEP
567,KEEP
568,KEEP
569,KEEP
570,KEEP
571,KEEP
572,KEEP
573,KEEP
574,KEEP_REFERENCE_ONLY
575,KEEP_REFERENCE_ONLY
576,KEEP
577,KEEP
578,KEEP
579,KEEP
580,KEEP
581,KEEP
582,KEEP
583,KEEP
584,KEEP
585,KEEP
586,KEEP
587,KEEP
588,KEEP
589,KEEP
590,KEEP
591,KEEP
592,KEEP
593,KEEP
594,KEEP
595,KEEP_REFERENCE_ONLY
596,KEEP_REFERENCE_ONLY
597,KEEP
598,KEEP
599,KEEP
600,KEEP
601,KEEP
602,KEEP
603,KEEP
604,KEEP
605,KEEP
606,KEEP
607,KEEP_REFERENCE_ONLY
608,KEEP_REFERENCE_ONLY
609,KEEP_REFERENCE_ONLY
610,KEEP
611,KEEP
612,KEEP
613,KEEP
614,KEEP
615,KEEP
616,KEEP
617,KEEP
618,KEEP_REFERENCE_ONLY
619,KEEP
620,KEEP
621,KEEP
622,KEEP
623,KEEP_REFERENCE_ONLY
624,KEEP_REFERENCE_ONLY
625,KEEP
626,KEEP
627,KEEP
628,KEEP
629,KEEP
630,KEEP
631,KEEP
632,KEEP
633,KEEP
634,KEEP
635,KEEP_REFERENCE_ONLY
636,KEEP_REFERENCE_ONLY
637,KEEP_REFERENCE_ONLY
638,KEEP_REFERENCE_ONLY
639,KEEP_REFERENCE_ONLY
640,KEEP_REFERENCE_ONLY
641,KEEP_REFERENCE_ONLY
642,KEEP_REFERENCE_ONLY
643,KEEP_REFERENCE_ONLY
644,KEEP
645,KEEP
646,KEEP
647,KEEP
648,KEEP
649,KEEP
650,KEEP
651,KEEP_REFERENCE_ONLY
652,KEEP_REFERENCE_ONLY
653,KEEP_REFERENCE_ONLY
654,KEEP_REFERENCE_ONLY
655,KEEP_REFERENCE_ONLY
656,KEEP_REFERENCE_ONLY
657,KEEP
658,KEEP
659,KEEP
660,KEEP
661,KEEP_REFERENCE_ONLY
662,KEEP_REFERENCE_ONLY
663,KEEP
664,KEEP
665,KEEP_REFERENCE_ONLY
666,KEEP_REFERENCE_ONLY
667,KEEP
668,KEEP
669,KEEP
670,KEEP
671,KEEP_REFERENCE_ONLY
672,KEEP_REFERENCE_ONLY
673,KEEP_REFERENCE_ONLY
674,KEEP_REFERENCE_ONLY
675,KEEP_REFERENCE_ONLY
676,KEEP_REFERENCE_ONLY
677,KEEP
678,KEEP
679,KEEP
680,KEEP
681,KEEP
682,KEEP
683,KEEP
684,KEEP
685,KEEP
686,KEEP
687,KEEP
688,KEEP
689,KEEP
690,KEEP
691,KEEP
692,KEEP
693,KEEP
694,KEEP
695,KEEP_REFERENCE_ONLY
696,KEEP
697,KEEP
698,KEEP
699,KEEP
700,KEEP
701,KEEP
702,KEEP
703,KEEP
704,KEEP
705,KEEP
706,KEEP
707,KEEP
708,KEEP
709,KEEP
710,KEEP
711,KEEP
712,KEEP
713,KEEP_REFERENCE_ONLY
714,KEEP
715,KEEP
716,KEEP
717,KEEP
718,KEEP
719,KEEP
720,KEEP
721,KEEP_REFERENCE_ONLY
722,KEEP
723,KEEP
724,KEEP
725,KEEP
726,KEEP
727,KEEP
728,KEEP
729,KEEP
730,KEEP
731,KEEP
732,KEEP
733,KEEP
734,KEEP
735,KEEP
736,KEEP
737,KEEP
738,KEEP
739,KEEP
740,KEEP
741,KEEP
742,KEEP
743,KEEP
744,KEEP
745,KEEP
746,KEEP
747,KEEP
748,KEEP
749,KEEP
750,KEEP
751,KEEP
752,KEEP
753,KEEP
754,KEEP
755,KEEP
756,KEEP
757,KEEP
758,KEEP_REFERENCE_ONLY
759,KEEP
760,KEEP
761,KEEP
762,KEEP
763,KEEP
764,KEEP
765,KEEP
766,KEEP
767,KEEP
768,KEEP
769,KEEP
770,KEEP
771,KEEP
772,KEEP
773,KEEP
774,KEEP
775,KEEP
776,KEEP
777,KEEP
778,KEEP
779,KEEP
780,KEEP
781,KEEP
782,KEEP
783,KEEP
784,KEEP_REFERENCE_ONLY
785,KEEP
786,KEEP
787,KEEP
788,KEEP
789,KEEP
790,KEEP
791,KEEP
792,KEEP
793,KEEP
794,KEEP
795,KEEP
796,KEEP
797,KEEP
798,KEEP
799,KEEP
800,KEEP
801,KEEP
802,KEEP
803,KEEP
804,KEEP
805,KEEP
806,KEEP
807,KEEP
808,KEEP
809,KEEP
810,KEEP
811,KEEP
812,KEEP
813,KEEP
814,KEEP
815,KEEP
816,KEEP
817,KEEP
818,KEEP
819,KEEP
820,KEEP
821,KEEP
822,KEEP
823,KEEP
824,KEEP
825,KEEP
826,KEEP
827,KEEP
828,KEEP
829,KEEP
830,KEEP
831,KEEP
832,KEEP
833,KEEP
834,KEEP
835,KEEP_REFERENCE_ONLY
836,KEEP
837,KEEP
838,KEEP
839,KEEP
840,KEEP
841,KEEP
842,KEEP
843,KEEP
844,KEEP
845,KEEP
846,KEEP
847,KEEP
848,KEEP
849,KEEP
850,KEEP
851,KEEP
852,KEEP
853,KEEP
854,KEEP
855,KEEP
856,KEEP
857,KEEP
858,KEEP
859,KEEP
860,KEEP
861,KEEP
862,KEEP
863,KEEP
864,KEEP
865,KEEP
866,KEEP
867,KEEP
868,KEEP
869,KEEP
870,KEEP
871,KEEP
872,KEEP
873,KEEP
874,KEEP
875,KEEP_REFERENCE_ONLY
876,OUT_OF_SCOPE_PRODUCT
877,KEEP_REFERENCE_ONLY
878,KEEP
879,KEEP
880,KEEP
881,KEEP
882,KEEP
883,KEEP
884,KEEP
885,KEEP
886,KEEP
887,KEEP
888,KEEP
889,KEEP
890,KEEP
891,KEEP
892,KEEP
893,KEEP
894,KEEP
895,KEEP
896,KEEP
897,KEEP
898,KEEP
899,KEEP
900,KEEP
901,KEEP
902,KEEP
903,KEEP
904,KEEP
905,KEEP
906,KEEP
907,KEEP
908,KEEP
909,KEEP
910,KEEP
911,KEEP
912,KEEP
913,KEEP
914,KEEP_REFERENCE_ONLY
915,KEEP
916,KEEP
917,KEEP
918,KEEP
919,KEEP
920,KEEP
921,KEEP
922,KEEP
923,KEEP
924,KEEP
925,KEEP
926,KEEP
927,KEEP
928,KEEP
929,KEEP
930,KEEP
931,KEEP
932,KEEP
933,KEEP
934,KEEP
935,KEEP
936,KEEP
937,KEEP
938,KEEP
939,OUT_OF_SCOPE_PRODUCT
940,KEEP
941,KEEP
942,KEEP
943,KEEP
944,KEEP
945,KEEP
946,KEEP
947,KEEP
948,KEEP
949,KEEP
950,OUT_OF_SCOPE_PRODUCT
951,KEEP
952,KEEP
953,OUT_OF_SCOPE_PRODUCT
954,KEEP_REFERENCE_ONLY
955,KEEP
956,KEEP
957,KEEP
958,KEEP
959,KEEP
960,KEEP
961,KEEP
962,KEEP
963,KEEP
964,KEEP
965,KEEP
966,KEEP
967,KEEP
968,KEEP
969,KEEP
970,KEEP
971,KEEP
972,KEEP
973,KEEP
974,KEEP
975,KEEP
976,KEEP
977,KEEP
978,KEEP
979,KEEP
980,KEEP
981,KEEP
982,KEEP
983,KEEP
984,KEEP
985,KEEP
986,KEEP
987,KEEP
988,KEEP
989,KEEP
990,KEEP
991,KEEP
992,KEEP
993,KEEP
994,KEEP
995,KEEP
996,KEEP
997,KEEP
998,KEEP
999,KEEP
1000,KEEP
1001,KEEP
1002,KEEP
1003,KEEP
1004,KEEP
1005,REVIEW
1006,KEEP
1007,KEEP
1008,KEEP
1009,KEEP
1010,KEEP
1011,KEEP
1012,OUT_OF_SCOPE_PRODUCT
1013,KEEP
1014,KEEP
1015,KEEP
1016,KEEP
1017,KEEP
1018,KEEP
1019,KEEP
1020,KEEP
1021,KEEP_REFERENCE_ONLY
1022,KEEP
1023,KEEP
1024,KEEP
1025,KEEP
1026,KEEP
1027,REVIEW
1028,REVIEW
1029,KEEP
1030,KEEP
1031,KEEP
1032,KEEP
1033,KEEP
1034,KEEP
1035,KEEP
1036,KEEP
1037,KEEP_REFERENCE_ONLY
1038,KEEP
1039,KEEP
1040,OUT_OF_SCOPE_PRODUCT
1041,KEEP
1042,KEEP
1043,KEEP
1044,KEEP
1045,KEEP
1046,KEEP
1047,KEEP
1048,KEEP
1049,KEEP
1050,KEEP
1051,KEEP
1052,KEEP_REFERENCE_ONLY
1053,KEEP
1054,KEEP
1055,OUT_OF_SCOPE_PRODUCT
1056,KEEP
1057,KEEP
1058,KEEP
1059,KEEP
1060,KEEP
1061,KEEP_REFERENCE_ONLY
1062,KEEP
1063,KEEP
1064,KEEP
1065,KEEP
1066,KEEP
1067,KEEP
1068,KEEP
1069,KEEP
1070,KEEP
1071,KEEP
1072,KEEP
1073,KEEP
1074,KEEP
1075,KEEP
1076,KEEP
1077,KEEP
1078,KEEP
1079,KEEP
1080,KEEP
1081,KEEP_REFERENCE_ONLY
1082,KEEP_REFERENCE_ONLY
1083,KEEP
1084,OUT_OF_SCOPE_PRODUCT
1085,KEEP
1086,KEEP
1087,KEEP
1088,KEEP
1089,KEEP
1090,KEEP
1091,KEEP
1092,KEEP
1093,KEEP
1094,KEEP
1095,KEEP
1096,KEEP
1097,KEEP
1098,KEEP
1099,KEEP
1100,KEEP
1101,KEEP
1102,KEEP
1103,KEEP
1104,KEEP
1105,KEEP
1106,KEEP
1107,KEEP
1108,KEEP
1109,KEEP
1110,KEEP
1111,KEEP
1112,KEEP
1113,KEEP
1114,KEEP
1115,KEEP
1116,KEEP
1117,REVIEW
1118,KEEP
1119,KEEP
1120,KEEP
1121,KEEP
1122,REVIEW
1123,KEEP
1124,KEEP
1125,KEEP
1126,KEEP
1127,KEEP
1128,KEEP
1129,KEEP
1130,KEEP
1131,KEEP
1132,KEEP
1133,KEEP
1134,KEEP
1135,KEEP
1136,KEEP
1137,KEEP
1138,KEEP_REFERENCE_ONLY
1139,REVIEW
1140,KEEP
1141,KEEP
1142,KEEP
1143,KEEP
1144,KEEP
1145,KEEP
1146,KEEP
1147,KEEP
1148,KEEP
1149,KEEP
1150,KEEP
1151,KEEP
1152,KEEP
1153,KEEP
1154,KEEP
1155,KEEP
1156,KEEP
1157,KEEP
1158,KEEP
1159,KEEP
1160,KEEP
1161,KEEP
1162,KEEP
1163,KEEP
1164,KEEP
1165,KEEP
1166,OUT_OF_SCOPE_PRODUCT
1167,KEEP
1168,KEEP_REFERENCE_ONLY
1169,KEEP
1170,KEEP_REFERENCE_ONLY
1171,OUT_OF_SCOPE_PRODUCT
1172,KEEP_REFERENCE_ONLY
1173,REVIEW
1174,KEEP
1175,KEEP
1176,KEEP
1177,KEEP
1178,KEEP
1179,KEEP
1180,KEEP
1181,KEEP
1182,KEEP
1183,KEEP
1184,KEEP
1185,KEEP
1186,REVIEW
1187,KEEP
1188,KEEP
1189,KEEP
1190,KEEP
1191,KEEP
1192,KEEP
1193,KEEP
1194,KEEP
1195,KEEP
1196,KEEP
1197,KEEP
1198,KEEP
1199,KEEP
1200,KEEP
1201,KEEP
1202,KEEP
1203,KEEP
1204,REVIEW
1205,KEEP
1206,KEEP
1207,KEEP
1208,KEEP
1209,KEEP
1210,KEEP
1211,KEEP
1212,KEEP
1213,KEEP
1214,KEEP
1215,KEEP
1216,KEEP
1217,KEEP
1218,REVIEW
1219,KEEP
1220,KEEP
1221,KEEP
1222,KEEP
1223,KEEP
1224,KEEP
1225,KEEP
1226,KEEP
1227,KEEP
1228,REVIEW
1229,KEEP
1230,KEEP
1231,REVIEW
1232,KEEP
1233,KEEP
1234,KEEP
1235,REVIEW
1236,KEEP
1237,KEEP
1238,KEEP
1239,KEEP
1240,KEEP
1241,KEEP
1242,KEEP_REFERENCE_ONLY
1243,KEEP_REFERENCE_ONLY
1244,KEEP
1245,KEEP_REFERENCE_ONLY
1246,KEEP_REFERENCE_ONLY
1247,KEEP_REFERENCE_ONLY
1248,KEEP_REFERENCE_ONLY
1249,KEEP_REFERENCE_ONLY
1250,KEEP_REFERENCE_ONLY
1251,KEEP_REFERENCE_ONLY
1252,KEEP_REFERENCE_ONLY
1253,KEEP_REFERENCE_ONLY
1254,KEEP_REFERENCE_ONLY
1255,KEEP_REFERENCE_ONLY
1256,KEEP_REFERENCE_ONLY
1257,KEEP_REFERENCE_ONLY
1258,KEEP_REFERENCE_ONLY
1259,KEEP_REFERENCE_ONLY
1260,KEEP_REFERENCE_ONLY
1261,KEEP_REFERENCE_ONLY
1262,KEEP_REFERENCE_ONLY
1263,KEEP_REFERENCE_ONLY
1264,KEEP_REFERENCE_ONLY
1265,KEEP_REFERENCE_ONLY
1266,KEEP_REFERENCE_ONLY
1267,KEEP_REFERENCE_ONLY
1268,KEEP_REFERENCE_ONLY
1269,KEEP_REFERENCE_ONLY
1270,KEEP_REFERENCE_ONLY
1271,KEEP_REFERENCE_ONLY
1272,KEEP_REFERENCE_ONLY
1273,KEEP_REFERENCE_ONLY
1274,KEEP_REFERENCE_ONLY
1275,KEEP_REFERENCE_ONLY
1276,KEEP_REFERENCE_ONLY
1277,KEEP_REFERENCE_ONLY
1278,KEEP_REFERENCE_ONLY
1279,KEEP_REFERENCE_ONLY
1280,KEEP_REFERENCE_ONLY
1281,KEEP_REFERENCE_ONLY
1282,KEEP_REFERENCE_ONLY
1283,KEEP_REFERENCE_ONLY
1284,KEEP_REFERENCE_ONLY
1285,KEEP_REFERENCE_ONLY
1286,KEEP_REFERENCE_ONLY
1287,KEEP_REFERENCE_ONLY
1288,KEEP_REFERENCE_ONLY
1289,KEEP_REFERENCE_ONLY
1290,KEEP_REFERENCE_ONLY
1291,KEEP_REFERENCE_ONLY
1292,KEEP_REFERENCE_ONLY
1293,KEEP_REFERENCE_ONLY
1294,KEEP_REFERENCE_ONLY
1295,KEEP_REFERENCE_ONLY
1296,KEEP_REFERENCE_ONLY
1297,KEEP_REFERENCE_ONLY
1298,KEEP_REFERENCE_ONLY
1299,KEEP_REFERENCE_ONLY
1300,KEEP_REFERENCE_ONLY
1301,KEEP_REFERENCE_ONLY
1302,KEEP_REFERENCE_ONLY
1303,KEEP_REFERENCE_ONLY
1304,KEEP_REFERENCE_ONLY
1305,KEEP_REFERENCE_ONLY
1306,KEEP_REFERENCE_ONLY
1307,KEEP_REFERENCE_ONLY
1308,REVIEW
1309,KEEP_REFERENCE_ONLY
1310,KEEP_REFERENCE_ONLY
1311,KEEP_REFERENCE_ONLY
1312,KEEP_REFERENCE_ONLY
1313,KEEP_REFERENCE_ONLY
1314,KEEP_REFERENCE_ONLY
1315,KEEP_REFERENCE_ONLY
1316,KEEP_REFERENCE_ONLY
1317,KEEP_REFERENCE_ONLY
1318,KEEP_REFERENCE_ONLY
1319,KEEP_REFERENCE_ONLY
1320,KEEP_REFERENCE_ONLY
1321,KEEP_REFERENCE_ONLY
1322,KEEP_REFERENCE_ONLY
1323,KEEP_REFERENCE_ONLY
1324,KEEP_REFERENCE_ONLY
1325,KEEP_REFERENCE_ONLY
1326,KEEP_REFERENCE_ONLY
1327,KEEP_REFERENCE_ONLY
1328,KEEP_REFERENCE_ONLY
1329,KEEP_REFERENCE_ONLY
1330,KEEP_REFERENCE_ONLY
1331,KEEP_REFERENCE_ONLY
1332,KEEP_REFERENCE_ONLY
1333,KEEP_REFERENCE_ONLY
1334,KEEP_REFERENCE_ONLY
1335,KEEP_REFERENCE_ONLY
1336,KEEP_REFERENCE_ONLY
1337,KEEP_REFERENCE_ONLY
1338,KEEP_REFERENCE_ONLY
1339,KEEP_REFERENCE_ONLY
1340,KEEP_REFERENCE_ONLY
1341,KEEP_REFERENCE_ONLY
1342,KEEP_REFERENCE_ONLY
1343,KEEP_REFERENCE_ONLY
1344,KEEP_REFERENCE_ONLY
1345,KEEP_REFERENCE_ONLY
1346,KEEP_REFERENCE_ONLY
1347,KEEP_REFERENCE_ONLY
1348,KEEP_REFERENCE_ONLY
1349,KEEP_REFERENCE_ONLY
1350,KEEP_REFERENCE_ONLY
1351,KEEP_REFERENCE_ONLY
1352,KEEP_REFERENCE_ONLY
1353,KEEP_REFERENCE_ONLY
1354,KEEP_REFERENCE_ONLY
1355,KEEP_REFERENCE_ONLY
1356,KEEP_REFERENCE_ONLY
1357,KEEP_REFERENCE_ONLY
1358,KEEP_REFERENCE_ONLY
1359,KEEP_REFERENCE_ONLY
1360,KEEP_REFERENCE_ONLY
1361,KEEP_REFERENCE_ONLY
1362,KEEP_REFERENCE_ONLY
1363,KEEP_REFERENCE_ONLY
1364,KEEP_REFERENCE_ONLY
1365,KEEP_REFERENCE_ONLY
1366,KEEP_REFERENCE_ONLY
1367,KEEP_REFERENCE_ONLY
1368,KEEP_REFERENCE_ONLY
1369,KEEP_REFERENCE_ONLY
1370,KEEP_REFERENCE_ONLY
1371,KEEP_REFERENCE_ONLY
1372,KEEP_REFERENCE_ONLY
