identity_key,boundary_reason,candidate_state
baggy_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
balaclava,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
ballet_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
ballet_class_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
ballet_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
ballet_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
banbi,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
band_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
barber_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
baseball_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
basketball_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bat_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bath_yukata,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bathrobe,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
beanie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bear_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bear_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bear_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bear_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bearskin_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
beer_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
beizi_(clothing),,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bell-bottoms,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bell_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
belt_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
belt_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
belted_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
belted_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
belted_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
beoseon,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
beret,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bib,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bijia,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bike_jersey,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bike_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
biker_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bikesuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bird_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bird_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bird_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
biretta,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_bodice,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_changpao,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_chaps,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_coat_(kingdom_hearts),,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_coif,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_culottes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_gorget,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_hanbok,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_romper,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_scapular,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_singlet,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_swim_trunks,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_tailcoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_track_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_turban,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_unitard,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
black_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blanket_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blazer,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
block_heels,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blouse,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_bike_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_hanbok,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_happi,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_jingasa,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_raincoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_romper,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_surcoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_swim_trunks,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_track_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_unitard,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
blue_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boar_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boar_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bobby_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bodice,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bolo_tie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bomber_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
book_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boonie_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
borrowed_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bow_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bow_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bow_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bowl_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bowler_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boxer_briefs,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boxers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boxing_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boxing_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boyfriend's_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
boyfriend's_shirt_(tokimeki_no_mirai_chizu),,CLEAN_FOR_FRESH_HOLDOUT_V12_6
braided_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
breeches,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bridal_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
briefs,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
broken_helmet,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
broken_high_heel,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
broken_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brooklyn_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_bandana,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_bonnet,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_headscarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_veil,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
brown_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bruce_lee's_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bucket_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
business_casual,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
business_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
buster_shirt_(fate),,CLEAN_FOR_FRESH_HOLDOUT_V12_6
butterfly_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
butterfly_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
butterfly_print_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
butterfly_print_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
butterfly_print_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
button_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
button_up_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
bycocket,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
c-string,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
cake-shaped_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
camouflage_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
camouflage_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_6
