canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
futatsuiwa_mamizou,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names futatsuiwa mamizou in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
glasses_kappa,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names glasses kappa in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
goliath_doll,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names goliath doll in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hata_no_kokoro,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hata no kokoro in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hecatia_lapislazuli,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hecatia lapislazuli in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hieda_no_akyuu,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hieda no akyuu in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hijiri_byakuren,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hijiri byakuren in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
himemushi_momoyo,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names himemushi momoyo in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hinanawi_tenshi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hinanawi tenshi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
horikawa_raiko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names horikawa raiko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hoshiguma_yuugi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hoshiguma yuugi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
houjuu_nue,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names houjuu nue in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hourai_doll,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hourai doll in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
houraisan_kaguya,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names houraisan kaguya in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
ibaraki_douji's_arm,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names ibaraki douji's arm in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
ibaraki_kasen,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names ibaraki kasen in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
ibuki_suika,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names ibuki suika in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
iizunamaru_megumu,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names iizunamaru megumu in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
imaizumi_kagerou,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names imaizumi kagerou in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
inaba_tewi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names inaba tewi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
inubashiri_momiji,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names inubashiri momiji in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
joutouguu_mayumi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names joutouguu mayumi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kaenbyou_rin,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kaenbyou rin in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kagiyama_hina,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kagiyama hina in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kaku_seiga,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kaku seiga in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kamishirasawa_keine,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kamishirasawa keine in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kana_anaberal,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kana anaberal in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kasodani_kyouko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kasodani kyouko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kawashiro_nitori,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kawashiro nitori in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kazami_yuuka,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kazami yuuka in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kicchou_yachie,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kicchou yachie in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kijin_seija,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kijin seija in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kishin_sagume,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kishin sagume in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kisume,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kisume in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kitashirakawa_chiyuri,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kitashirakawa chiyuri in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
komakusa_sannyo,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names komakusa sannyo in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
komano_aunn,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names komano aunn in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
komeiji_satori,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names komeiji satori in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
konpaku_youki,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names konpaku youki in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kudamaki_tsukasa,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kudamaki tsukasa in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kumoi_ichirin,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kumoi ichirin in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kurodani_yamame,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kurodani yamame in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
kurokoma_saki,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names kurokoma saki in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
layla_prismriver,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names layla prismriver in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
letty_whiterock,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names letty whiterock in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
lily_black,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names lily black in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
lily_white,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names lily white in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
luna_child,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names luna child in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
lunasa_prismriver,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names lunasa prismriver in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
lyrica_prismriver,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names lyrica prismriver in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
mannosuke,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names mannosuke in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
maribel_hearn,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names maribel hearn in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
matara_okina,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names matara okina in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
medicine_melancholy,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names medicine melancholy in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
merlin_prismriver,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names merlin prismriver in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
mitsugashira_enoko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names mitsugashira enoko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
miyadeguchi_mizuchi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names miyadeguchi mizuchi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
miyako_yoshika,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names miyako yoshika in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
mizuhashi_parsee,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names mizuhashi parsee in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
mononobe_no_futo,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names mononobe no futo in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
morichika_rinnosuke,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names morichika rinnosuke in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
moriya_suwako,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names moriya suwako in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
motoori_kosuzu,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names motoori kosuzu in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
murasa_minamitsu,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names murasa minamitsu in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
mystia_lorelei,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names mystia lorelei in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
nagae_iku,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names nagae iku in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
nazrin,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names nazrin in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
nippaku_zanmu,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names nippaku zanmu in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
nishida_satono,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names nishida satono in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
