canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
yami_bakura,yu-gi-oh!_duel_monsters,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Yami Bakura in its Yu-Gi-Oh! Duel Monsters section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
yami_marik,yu-gi-oh!_duel_monsters,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Yami Marik in its Yu-Gi-Oh! Duel Monsters section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
edo_phoenix,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Edo Phoenix in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
fujiwara_yuusuke,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Fujiwara Yuusuke in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
manjoume_jun,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Manjoume Jun in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
marufuji_ryo,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Marufuji Ryo in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
marufuji_sho,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Marufuji Sho in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
misawa_daichi,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Misawa Daichi in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
saotome_rei,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Saotome Rei in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
tenjouin_fubuki,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Tenjouin Fubuki in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
yubel,yu-gi-oh!_gx,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Yubel in its Yu-Gi-Oh! GX section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
carly_nagisa,yu-gi-oh!_5d's,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Carly Nagisa in its Yu-Gi-Oh! 5D's section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
crow_hogan,yu-gi-oh!_5d's,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Crow Hogan in its Yu-Gi-Oh! 5D's section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
jack_atlas,yu-gi-oh!_5d's,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Jack Atlas in its Yu-Gi-Oh! 5D's section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
kiryu_kyosuke,yu-gi-oh!_5d's,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Kiryu Kyosuke in its Yu-Gi-Oh! 5D's section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
sherry_leblanc,yu-gi-oh!_5d's,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Sherry Leblanc in its Yu-Gi-Oh! 5D's section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
z-one,yu-gi-oh!_5d's,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Z-one in its Yu-Gi-Oh! 5D's section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
kamishiro_rio,yu-gi-oh!_zexal,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Kamishiro Rio in its Yu-Gi-Oh! ZEXAL section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
kamishiro_ryouga,yu-gi-oh!_zexal,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Kamishiro Ryouga in its Yu-Gi-Oh! ZEXAL section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
kouzuki_anna,yu-gi-oh!_zexal,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Kouzuki Anna in its Yu-Gi-Oh! ZEXAL section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
tenjou_kaito,yu-gi-oh!_zexal,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Tenjou Kaito in its Yu-Gi-Oh! ZEXAL section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
tsukumo_yuma,yu-gi-oh!_zexal,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Tsukumo Yuma in its Yu-Gi-Oh! ZEXAL section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
hiiragi_yuzu,yu-gi-oh!_arc-v,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Hiiragi Yuzu in its Yu-Gi-Oh! ARC-V section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
kurosaki_ruri,yu-gi-oh!_arc-v,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Kurosaki Ruri in its Yu-Gi-Oh! ARC-V section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
sakaki_yuya,yu-gi-oh!_arc-v,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Sakaki Yuya in its Yu-Gi-Oh! ARC-V section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
sawatari_shingo,yu-gi-oh!_arc-v,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Sawatari Shingo in its Yu-Gi-Oh! ARC-V section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
shiun'in_sora,yu-gi-oh!_arc-v,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Shiun'in Sora in its Yu-Gi-Oh! ARC-V section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
zarc,yu-gi-oh!_arc-v,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Z-ARC in its Yu-Gi-Oh! ARC-V section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
fujiki_yusaku,yu-gi-oh!_vrains,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Fujiki Yusaku in its Yu-Gi-Oh! VRAINS section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
homura_takeru,yu-gi-oh!_vrains,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Homura Takeru in its Yu-Gi-Oh! VRAINS section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
zaizen_aoi,yu-gi-oh!_vrains,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Zaizen Aoi in its Yu-Gi-Oh! VRAINS section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
kirishima_romin,yu-gi-oh!_sevens,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Kirishima Romin in its Yu-Gi-Oh! SEVENS section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
ohdo_yuga,yu-gi-oh!_sevens,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Ohdo Yuga in its Yu-Gi-Oh! SEVENS section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
ohdo_yuamu,yu-gi-oh!_go_rush!!,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Ohdo Yuamu in its Yu-Gi-Oh! GO RUSH!! section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
yudias_velgear,yu-gi-oh!_go_rush!!,https://safebooru.donmai.us/wiki_pages/list_of_yu-gi-oh!_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated Yu-Gi-Oh! character list explicitly names Yudias Velgear in its Yu-Gi-Oh! GO RUSH!! section; that section identifies the exact work-specific Copyright root used here.",Exact named character entry in the series section; card-monster entries and all unlisted franchise members excluded.
