canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
dukemon,digimon,https://digimon.net/reference/detail.php?directory_name=dukemon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled デュークモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only; no Crimson Mode inference.
lilimon,digimon,https://digimon.net/reference/detail.php?directory_name=lilimon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled リリモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
mochimon,digimon,https://digimon.net/reference/detail.php?directory_name=mochimon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled モチモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
ofanimon,digimon,https://digimon.net/reference/detail.php?directory_name=ofanimon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled オファニモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
omegamon,digimon,https://digimon.net/reference/detail.php?directory_name=omegamon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled オメガモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only; no X-Antibody inheritance inferred.
plotmon,digimon,https://digimon.net/reference/detail.php?directory_name=plotmon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled プロットモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
ranamon,digimon,https://digimon.net/reference/detail.php?directory_name=ranamon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled RANAMON / ラーナモン and describes it as a Digimon bearing the power of a Legendary Warrior.",Exact encyclopedia entity; direct HOME only.
shakomon,digimon,https://digimon.net/reference/detail.php?directory_name=shakomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled シャコモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
shutumon,digimon,https://digimon.net/reference/detail.php?directory_name=shutumon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled シューツモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
susanoomon,digimon,https://digimon.net/reference/detail.php?directory_name=susanoomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled スサノオモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
tyranomon,digimon,https://digimon.net/reference/detail.php?directory_name=tyranomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ティラノモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
wizarmon,digimon,https://digimon.net/reference/detail.php?directory_name=wizarmon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ウィザーモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
xv-mon,digimon,https://digimon.net/reference/detail.php?directory_name=xv-mon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled エクスブイモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
pyocomon,digimon,https://digimon.net/reference/detail.php?directory_name=pyocomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Web Encyclopedia entry is titled ピョコモン and provides its named Digimon profile.",Exact encyclopedia entity; direct HOME only.
algomon,digimon,https://digimon.net/reference/detail.php?directory_name=algomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Encyclopedia entry at directory_name=algomon identifies Algomon (アルゴモン) as an Ultimate-level Digimon and describes its profile.",Exact official encyclopedia entry for the named Digimon identity.
diablomon,digimon,https://digimon.net/reference_zh-CHT/detail.php?directory_name=diablomon,OFFICIAL_DIGIMON_ENCYCLOPEDIA,"The official Digimon Encyclopedia entry at directory_name=diablomon is titled DIABLOMON and its profile explicitly describes Diablomon as a Digimon.",Exact official encyclopedia entry for the named Digimon identity.
