canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
inoue_miyako,digimon_adventure_02,https://lineup.toei-anim.co.jp/ja/tv/digimon02/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Adventure 02 character/cast roster explicitly names Inoue Miyako (井ノ上京) as a character in Digimon Adventure 02.",Exact named person in the work-specific first-party cast roster.
hida_iori,digimon_adventure_02,https://lineup.toei-anim.co.jp/ja/tv/digimon02/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Adventure 02 character/cast roster explicitly names Hida Iori (火田伊織) as a character in Digimon Adventure 02.",Exact named person in the work-specific first-party cast roster.
ichijouji_ken,digimon_adventure_02,https://lineup.toei-anim.co.jp/ja/tv/digimon02/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Adventure 02 character/cast roster explicitly names Ichijoji Ken (一乗寺賢) as a character in Digimon Adventure 02.",Exact named person in the work-specific first-party cast roster.
v-mon,digimon_adventure_02,https://lineup.toei-anim.co.jp/ja/tv/digimon02/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Adventure 02 character/cast roster explicitly lists V-mon (ブイモン) as a named character and Daisuke's partner Digimon.",Exact named partner Digimon in the work-specific first-party roster.
armadimon,digimon_adventure_02,https://lineup.toei-anim.co.jp/ja/tv/digimon02/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Adventure 02 character/cast roster explicitly lists Armadimon (アルマジモン) as a named character and Iori's partner Digimon.",Exact named partner Digimon in the work-specific first-party roster.
matsuda_takato,digimon_tamers,https://lineup.toei-anim.co.jp/ja/tv/digimon_t/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Tamers character/cast roster explicitly names Matsuda Takato (松田啓人) as a character in Digimon Tamers.",Exact named person in the work-specific first-party cast roster.
makino_ruki,digimon_tamers,https://lineup.toei-anim.co.jp/ja/tv/digimon_t/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Tamers character/cast roster explicitly names Makino Ruki (牧野留姫) as a character in Digimon Tamers.",Exact named person in the work-specific first-party cast roster.
lee_jianliang,digimon_tamers,https://lineup.toei-anim.co.jp/ja/tv/digimon_t/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Tamers character/cast roster explicitly names Lee Jianliang (李健良) as a character in Digimon Tamers.",Exact named person in the work-specific first-party cast roster.
kanbara_takuya,digimon_frontier,https://lineup.toei-anim.co.jp/ja/tv/digimon_4th/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Frontier character/cast roster explicitly names Kanbara Takuya (神原拓也) as a character in Digimon Frontier.",Exact named person in the work-specific first-party cast roster.
minamoto_kouji,digimon_frontier,https://lineup.toei-anim.co.jp/ja/tv/digimon_4th/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Frontier character/cast roster explicitly names Minamoto Kouji (源輝二) as a character in Digimon Frontier.",Exact named person in the work-specific first-party cast roster.
kimura_kouichi,digimon_frontier,https://lineup.toei-anim.co.jp/ja/tv/digimon_4th/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Frontier character/cast roster explicitly names Kimura Kouichi (木村輝一) as a character in Digimon Frontier.",Exact named person in the work-specific first-party cast roster.
orimoto_izumi,digimon_frontier,https://lineup.toei-anim.co.jp/ja/tv/digimon_4th/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Frontier character/cast roster explicitly names Orimoto Izumi (織本泉) as a character in Digimon Frontier.",Exact named person in the work-specific first-party cast roster.
fujieda_yoshino,digimon_savers,https://lineup.toei-anim.co.jp/ja/tv/digimon_s/character/,TOEI_OFFICIAL_CHARACTER_ROSTER,"Toei Animation's official Digimon Savers character/cast roster explicitly names Fujieda Yoshino (藤枝淑乃) as a character in Digimon Savers.",Exact named person in the work-specific first-party cast roster.
