special_id,tag,mechanical_triage,triage_reason,exact_general_overlap,product_fit_verdict,promotion_status,meaning_status,generation_family,generation_role,prompt_use_mode,special_flags,general_canonical,general_display_ja,general_search_ja,general_post_count,general_status,general_confidence,general_primary_path,general_secondary_paths,human_final,human_reason
11,armpit sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,armpit_sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
12,buttjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,buttjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
13,cloth glansjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,cloth_glansjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
14,clothed after sex,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,clothed_after_sex,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
15,clothed sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,clothed_sex,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
16,cooperative footjob,KEEP_SPECIAL,DEEP_FAMILY:MULTI_ACTOR_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,MULTI_ACTOR_INTERACTION,compound_action,STRUCTURED,ACTOR_SEPARATION_REQUIRED,cooperative_footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
17,cooperative handjob,KEEP_SPECIAL,DEEP_FAMILY:MULTI_ACTOR_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,MULTI_ACTOR_INTERACTION,compound_action,STRUCTURED,ACTOR_SEPARATION_REQUIRED,cooperative_handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
18,crotch grab,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,crotch_grab,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
19,cuddling handjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,cuddling_handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
20,double footjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,double_footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
21,double handjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,double_handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
22,ear sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,ear_sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
23,foot worship,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,foot_worship,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
24,footjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
25,footjob from behind,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_from_behind,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
26,footjob under table,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_under_table,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
27,footjob with boots,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_with_boots,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
28,footjob with footwear,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_with_footwear,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
29,footjob with legwear,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_with_legwear,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
30,footjob with sandals,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_with_sandals,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
31,footjob with shoes,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,footjob_with_shoes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
32,frottage,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,frottage,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
33,glansjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,glansjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
34,grabbing another's ass,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,grabbing_another's_ass,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
35,groping,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,groping,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
36,guided crotch grab,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,guided_crotch_grab,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
37,hairjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,hairjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
38,handjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
39,happy sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,happy_sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
40,hug and suck,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,hug_and_suck,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
41,implied footjob,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,implied_footjob,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
42,implied sex,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,implied_sex,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
43,kneepit sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,kneepit_sex,,,,PROPOSED,HIGH,BODY_PART,[],,
44,legjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,legjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
45,licking armpit,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,licking_armpit,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
46,licking foot,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,licking_foot,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
47,nipple tweak,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,nipple_tweak,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
48,nursing handjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,nursing_handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
49,presenting own body,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,pose,STRUCTURED,COMPOSITION_OWNER_CANDIDATE,presenting_own_body,,,,PROPOSED,HIGH,POSE_MOVEMENT,[],,
50,reach-around,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,reach-around,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
51,reverse footjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,reverse_footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
52,reverse nursing handjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,reverse_nursing_handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
53,rough sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,rough_sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
54,sex,NEEDS_REVIEW,B1_HUMAN_REVIEW; very broad adult umbrella; broadness alone is not a demotion reason,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
55,simulated footjob,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,simulated_footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
56,tailjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,tailjob,,,,PROPOSED,HIGH,BODY_PART,[],,
57,take your pick,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,pose,STRUCTURED,COMPOSITION_OWNER_CANDIDATE,take_your_pick,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTERACTION,[],,
58,teamwork (sexual),KEEP_SPECIAL,DEEP_FAMILY:MULTI_ACTOR_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,MULTI_ACTOR_INTERACTION,compound_action,STRUCTURED,ACTOR_SEPARATION_REQUIRED,teamwork_(sexual),,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
59,teddy bear sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,teddy_bear_sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
60,thigh sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,thigh_sex,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
61,torso grab,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP_REFERENCE_ONLY,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,torso_grab,,,,PROPOSED,HIGH,BODY_PART,[],,
62,two-footed footjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,two-footed_footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
63,two-handed handjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,two-handed_handjob,,,,PROPOSED,HIGH,BODY_PART,[],,
64,underwater sex,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,underwater_sex,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTERACTION,[],,
65,upright 69,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,pose,STRUCTURED,COMPOSITION_OWNER_CANDIDATE,upright_69,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTERACTION,[],,
66,fuck,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
67,fucking,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
68,after buttjob,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
69,after frottage,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
70,automatic sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,REVIEW,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
71,backjob,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
72,building sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
73,navel sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
74,nosejob,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
75,stealth paizuri,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
76,coitus,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
77,intercourse,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
78,jerk off,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
79,jerking off,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
80,penetrative sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
81,sexual activity,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
82,sexual intercourse,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
83,sexual stimulation,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
84,after masturbation,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,after_masturbation,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
85,crotch rub,KEEP_SPECIAL,DEEP_FAMILY:SELF_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SELF_ACTION,action,STRUCTURED,SELF_ACTOR_ROLE,crotch_rub,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
86,futanari masturbation,KEEP_SPECIAL,DEEP_FAMILY:SELF_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SELF_ACTION,action,STRUCTURED,SELF_ACTOR_ROLE,futanari_masturbation,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
87,implied masturbation,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,implied_masturbation,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
88,masturbation,KEEP_SPECIAL,DEEP_FAMILY:SELF_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SELF_ACTION,action,STRUCTURED,SELF_ACTOR_ROLE,masturbation,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
89,masturbation through clothes,KEEP_SPECIAL,DEEP_FAMILY:SELF_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SELF_ACTION,action,STRUCTURED,SELF_ACTOR_ROLE,masturbation_through_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
90,masturbation under clothes,KEEP_SPECIAL,DEEP_FAMILY:SELF_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SELF_ACTION,action,STRUCTURED,SELF_ACTOR_ROLE,masturbation_under_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
91,mutual masturbation,KEEP_SPECIAL,DEEP_FAMILY:MULTI_ACTOR_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,MULTI_ACTOR_INTERACTION,compound_action,STRUCTURED,ACTOR_SEPARATION_REQUIRED,mutual_masturbation,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
