special_id,canonical_or_tag,general_overlap,previous_product_fit_verdict,reverse_audit_verdict,reason,general_discoverability_note,provenance_note
814,precum through clothes,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=precum_through_clothes; 日本語表示=服越しの先走り汁; 日本語search=服越しの先走り汁; #64 browse path=CLOTHING_STATE_EXPOSURE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
815,penis on head,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=penis_on_head; 日本語表示=頭に乗ったペニス; 日本語search=頭のペニス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
816,fingering from behind,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=fingering_from_behind; 日本語表示=背後から手マン; 日本語search=背後から手マン; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
817,mutual orgasm,YES,KEEP,KEEP_SPECIAL,MULTI_ACTOR_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=mutual_orgasm; 日本語表示=相互オーガズム; 日本語search=共同高潮; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
818,sucking male nipple,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=sucking_male_nipple; 日本語表示=男性の乳首を吸う; 日本語search=吸吮男性乳頭; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
819,colored pussy,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=colored_pussy; 日本語表示=色付きの女性器; 日本語search=色付きの女性器; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
820,implied paizuri,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。,General exact canonical=implied_paizuri; 日本語表示=暗黙のパイズリ; 日本語search=暗黙のパイズリ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
821,small nipples,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=small_nipples; 日本語表示=小さな乳首; 日本語search=小さな乳首; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
822,onahole handjob,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=onahole_handjob; 日本語表示=オナホコキ; 日本語search=オナホコキ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
823,penis over one eye,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=penis_over_one_eye; 日本語表示=片目にペニス; 日本語search=片目にペニス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
824,onahole job,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=onahole_job; 日本語表示=オナホコキ; 日本語search=オナホコキ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
825,penetration gesture,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。,General exact canonical=penetration_gesture; 日本語表示=挿入ジェスチャー; 日本語search=挿入ジェスチャー; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
826,milking handjob,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=milking_handjob; 日本語表示=乳搾り手コキ; 日本語search=乳搾り手コキ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
827,bouncing penis,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=bouncing_penis; 日本語表示=揺れるペニス; 日本語search=揺れるペニス; #64 browse path=POSE_MOVEMENT.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
828,ofuda on pussy,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=ofuda_on_pussy; 日本語表示=陰部にお札; 日本語search=陰部にお札; #64 browse path=POSE_MOVEMENT.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
829,chocolate on nipples,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=chocolate_on_nipples; 日本語表示=乳首にチョコレート; 日本語search=chocolateの上のnipples; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
830,spiked penis,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=spiked_penis; 日本語表示=スパイク付き陰茎; 日本語search=スパイクされたペニス; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
831,ofuda on nipples,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=ofuda_on_nipples; 日本語表示=札ブラ; 日本語search=札ブラ; #64 browse path=POSE_MOVEMENT.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
832,foot pussy,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=foot_pussy; 日本語表示=足穴; 日本語search=足穴; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
833,imminent gangbang,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。,General exact canonical=imminent_gangbang; 日本語表示=差し迫った輪姦; 日本語search=差し迫った輪姦; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
834,precum string,YES,KEEP,KEEP_SPECIAL,FLUID_STATE_ACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=precum_string; 日本語表示=糸を引く先走り汁; 日本語search=先走汁拉丝; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
835,brown egyptian cat-eared loli (trend),YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,trend/style-onlyの文脈タグで、独立した成人向けdeep-discovery対象ではない。GeneralのSTYLE_QUALITY_METAと日本語overlay/searchで理解・到達できるため候補化する。,General exact canonical=brown_egyptian_cat-eared_loli_(trend); 日本語表示=褐色エジプト風猫耳ロリ（トレンド）; 日本語search=タグ「brown egyptian cat-eared loli (trend)」; #64 browse path=STYLE_QUALITY_META.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP_REFERENCE_ONLY。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
836,standing cunnilingus,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=standing_cunnilingus; 日本語表示=立った状態でクンニ; 日本語search=立っているクンニリングス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
837,clitoris ring,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=clitoris_ring; 日本語表示=クリトリスリング; 日本語search=クリトリスリング; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
838,sexual harassment,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=sexual_harassment; 日本語表示=セクハラ; 日本語search=セクハラ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
839,presenting own anus,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=presenting_own_anus; 日本語表示=自分の肛門を見せる; 日本語search=自分の肛門を見せる; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
840,reverse nursing fingering,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=reverse_nursing_fingering; 日本語表示=逆授乳フィンガリング; 日本語search=reverse nursing fingの指輪; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
841,reverse grip handjob,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=reverse_grip_handjob; 日本語表示=逆手手コキ; 日本語search=反握手交; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
842,sex toy pull,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=sex_toy_pull; 日本語表示=大人のおもちゃの引っ張り; 日本語search=大人のおもちゃの引っ張り; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
843,cunnilingus through clothes,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=cunnilingus_through_clothes; 日本語表示=衣服を通してクンニリンガス; 日本語search=衣服を通してクンニリンガス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
844,panties on penis,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=panties_on_penis; 日本語表示=陰茎にかけたパンティー; 日本語search=パンコキ; #64 browse path=CLOTHING_STATE_EXPOSURE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
845,bouncing testicles,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=bouncing_testicles; 日本語表示=揺れる睾丸; 日本語search=睾丸摇晃; #64 browse path=POSE_MOVEMENT.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
846,purple nipples,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=purple_nipples; 日本語表示=紫色の乳首; 日本語search=紫色の乳首; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
847,penis ribbon,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=penis_ribbon; 日本語表示=ちんちんリボン; 日本語search=ちんちんリボン; #64 browse path=CLOTHING/ACCESSORY.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
848,between labia,YES,KEEP,KEEP_SPECIAL,General overlapは確認できるが、タグ固有のニッチなvisual/semantic targetがあり、Specialの深い発見導線を維持する。,General exact canonical=between_labia; 日本語表示=陰唇の間; 日本語search=陰唇の間; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
849,orgasm denial,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=orgasm_denial; 日本語表示=寸止め; 日本語search=寸止め; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
850,cum in panties,YES,KEEP,KEEP_SPECIAL,FLUID_STATE_ACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=cum_in_panties; 日本語表示=パンツ内射精; 日本語search=パンツ内射精; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
851,foreskin pull,YES,KEEP,KEEP_SPECIAL,ACTION_INTERACTIONとして行為・挿入・関係・器具・体液・非人間等の明示的なdeep-discovery意味を持つ。General exact overlapがあってもSpecial独立価値を維持する。,General exact canonical=foreskin_pull; 日本語表示=皮剥き; 日本語search=皮剥き; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
852,nipple tweak through clothes,YES,KEEP,NEEDS_REVIEW,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。,General exact canonical=nipple_tweak_through_clothes; 日本語表示=服越しに乳首をひねる; 日本語search=乳首・tweak・越しの服; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。
