row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note
I70-038594,sengoku_taisen,Copyright,322,戦国大戦,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.sega.jp/arcade/detail/sengoku-taisen-1477-1615/,SEGA official product page repeatedly uses 戦国大戦 as the base property identity; existing display is exact.
I70-038620,shiritsu_justice_gakuen,Copyright,315,私立ジャスティス学園,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.capcom.co.jp/arcade/news/operator/20140930.html,Capcom official arcade archive uses 私立ジャスティス学園; existing display is exact.
I70-038629,hopeless_masquerade,Copyright,313,東方心綺楼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://tasofro.net/product.html,Twilight Frontier official product archive lists 東方心綺楼; current display is exact.
I70-038643,gensou_suikoden_iii,Copyright,311,幻想水滸伝iii,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_DISPLAY,幻想水滸伝III,,https://www.konami.com/games/jp/ja/products/dl_ps3_genso3_arch/,KONAMI official product page uses 幻想水滸伝III; normalize current lowercase roman numeral.
I70-038682,specialite_(company),Copyright,305,すぺしゃりて,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://specialite.games/?lang=ja,Official agency site uses すぺしゃりて as its Japanese brand identity; existing display is exact.
I70-038696,detective_pikachu_(series),Copyright,301,名探偵ピカチュウ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.pokemon.co.jp/ex/meitantei_pikachu/,Pokemon official first-game site uses 名探偵ピカチュウ and the sequel continues the same property identity; existing series display is safe.
I70-038702,eshi_100_nin_ten,Copyright,300,絵師100人展,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.eshi100.com/,Official exhibition site uses 絵師100人展 exactly.
I70-038713,digimon_world_re:digitize,Copyright,298,デジモンワールド,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_DISPLAY,デジモンワールド リ：デジタイズ,,https://digimon-gameportal.bn-ent.net/product/world_re_digitize/top.html,Bandai Namco official product site uses デジモンワールド リ：デジタイズ; current デジモンワールド is too broad.
I70-038722,alien_(1979),Copyright,297,エイリアン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.20thcenturystudios.jp/movies/alien,20th Century Studios Japan official page uses エイリアン for the 1979 first film; existing display is exact.
I70-038752,akatsuki_records,Copyright,292,暁Records,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.youtube.com/channel/UCZaFfDBBCqmYdfp6DJl0cRw,暁Records Official Artist Channel self-identifies as 暁Records; current display is exact.
I70-038761,kemono_jihen,Copyright,291,怪物事変,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://kemonojihen-anime.com/,Official anime site identifies the source work as 怪物事変; existing display is exact.
I70-038769,wild_and_horned_hermit,Copyright,291,東方茨歌仙,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.kadokawa.co.jp/product/322004000448/,KADOKAWA official page explicitly identifies 東方茨歌仙 as an official Touhou manga; current display is exact.
I70-038780,busou_renkin,Copyright,289,武装錬金,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.shueisha.co.jp/books/items/contents.html?jdcn=08873557873557315501,Shueisha official publication page uses 武装錬金; current display is exact.
I70-038796,gimai_seikatsu,Copyright,287,義妹生活,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://gimaiseikatsu-anime.com/,Official anime site uses 義妹生活 and credits the KADOKAWA source work; existing display is exact.
I70-038797,legend_of_mana,Copyright,287,聖剣LOM,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,聖剣伝説 Legend of Mana,聖剣LOM | レジェンド オブ マナ,https://www.jp.square-enix.com/seiken_lom/,Square Enix official product site uses 聖剣伝説 Legend of Mana; keep established abbreviations and reading as search aliases.
I70-038805,kaitou_tenshi_twin_angel,Copyright,286,ツインエンジェル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_DISPLAY,快盗天使ツインエンジェル,,https://twin-angel.com/news/6893/,Twin Angel official site explicitly identifies the original anime as 快盗天使ツインエンジェル; current display is too broad.
I70-038813,artery_gear,Copyright,284,アーテリーギア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,アーテリーギア-機動戦姫-,アーテリーギア,https://www.youtube.com/channel/UCiGYDPF-cYJaqIqmaQE3eMg,Official game channel uses アーテリーギア-機動戦姫-; retain short アーテリーギア for search.
I70-038833,pokemon_ranger_(series),Copyright,281,ポケモンレンジャー,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.pokemon.co.jp/game/ds/ranger/,Pokemon official site uses ポケモンレンジャー and later entries continue the same series identity.
I70-038835,shiki_(novel),Copyright,281,屍鬼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.shinchosha.co.jp/book/124023/,Shinchosha official publication page uses 屍鬼 for Ono Fuyumi's novel; existing display is exact.
I70-038849,himouto!_umaru-chan_himouto_ikusei_keikaku,Copyright,279,干物妹!育成計画,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,干物妹！うまるちゃん ～干物妹！育成計画～,干物妹！育成計画,https://www.cs.furyu.jp/umaru/,FuRyu official product site uses 干物妹！うまるちゃん ～干物妹！育成計画～; retain shortened game title for search.
I70-038886,yozakura_quartet,Copyright,275,夜桜四重奏,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,夜桜四重奏～ヨザクラカルテット～,夜桜四重奏,https://shonen-sirius.com/c/yozakuraquartette,Kodansha official Shonen Sirius page uses 夜桜四重奏～ヨザクラカルテット～; retain short title for search.
I70-038887,counter-strike_(series),Copyright,274,カウンターストライク,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,Counter-Strike,カウンターストライク,https://store.steampowered.com/app/730/CounterStrike2/?l=japanese,Valve official distribution uses Counter-Strike as the franchise identity; preserve Japanese transliteration for search.
I70-038921,touhou_hisoutensoku,Copyright,270,東方非想天則,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://tasofro.net/product.html,Twilight Frontier official product archive lists 東方非想天則; current display is exact.
I70-038924,pepoyo_(copyright),Copyright,269,ぺぽよ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.youtube.com/watch?v=Sv8oCf2ER2I,PEPOYO Official Artist Channel self-identifies as ぺぽよ; current display is identity-safe and exact.
I70-038937,kizuato,Copyright,268,痕,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,痕 -きずあと-,痕,https://aquaplus.jp/piece/soft.html,AQUAPLUS official product listing uses 痕 -きずあと-; retain short title 痕 for search.
I70-038940,touhou_lost_branch_of_legend,Copyright,268,东方光耀夜,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,東方光耀夜 〜 Lost Branch of Legend,東方光耀夜,https://store.steampowered.com/app/1140150/__Lost_Branch_of_Legend/?l=japanese,Developer and publisher Alioth Studio official distribution uses 東方光耀夜 〜 Lost Branch of Legend; retain short Japanese title for search.
I70-038957,tengoku_daimakyou,Copyright,265,天国大魔境,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://tdm-anime.com/,Official anime site uses 天国大魔境 and credits the Kodansha source work; existing display is exact.
I70-038974,garo_(tokusatsu_series),Copyright,263,牙狼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,KEEP,,,https://garo-project.jp/,GARO PROJECT official site explicitly labels the property 牙狼シリーズ; existing 牙狼 display is identity-safe for the series umbrella.
I70-038989,ghostly_field_club,Copyright,261,蓮台野夜行,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,蓮台野夜行 ～ Ghostly Field Club,蓮台野夜行,https://shop.hakurei-sukeikai.com/detail/id/00000119996,Officially licensed Touhou shop lists Shanghai Alice music album as 蓮台野夜行 ～ Ghostly Field Club; retain short Japanese title for search.
I70-038990,koumajou_densetsu_2,Copyright,261,紅魔城伝説II,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_DISPLAY,紅魔城レミリアⅡ 妖幻の鎮魂歌,,https://www.youtube.com/watch?v=0n6cU_anlkM,CFK Official Channel uses 紅魔城レミリアⅡ 妖幻の鎮魂歌; current 紅魔城伝説II is not the official remaster title.
I70-038992,ryuu_ga_gotoku_1,Copyright,261,龍が如く,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,KEEP,,,https://www.sega.jp/game/detail/ryu-ga-gotoku-one/,SEGA official original PS2 product page uses 龍が如く exactly.
I70-039016,seiken_densetsu_2,Copyright,258,聖剣伝説2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,KEEP,,,https://www.jp.square-enix.com/game/detail/seiken2/,Square Enix official product page uses 聖剣伝説２ and body copy also identifies 聖剣伝説2; current display preserves the exact work identity.
I70-039027,the_exit_8,Copyright,257,8番出口,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,FIX_DISPLAY,８番出口,,https://playism.com/game/the-exit-8/,PLAYISM official Japanese product page uses full-width ８番出口; normalize current half-width numeral to official title typography.
I70-039038,toeto_(vocaloid),Copyright,256,トエト,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://karent.jp/album/18,KARENT official creator distribution lists トエト by トラボルタ; current display is exact.
I70-039074,supernatural_(tv_series),Copyright,252,邪恶力量,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,FIX_BOTH,SUPERNATURAL,スーパーナチュラル,https://www.warnerbros.co.jp/home_entertainment/pu1hri8o8j/,Warner Bros. Japan official product surface uses SUPERNATURAL and Japanese reading スーパーナチュラル; replace unrelated Chinese display.
I70-039091,artery_gear:_fusion,Copyright,249,アーテリーギア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,アーテリーギア-機動戦姫-,アーテリーギア,https://company.kotobukiya.co.jp/news/news-4893/,Kotobukiya official collaboration notice identifies bilibili's game as アーテリーギア-機動戦姫- and links the official game site; retain short name for search.
I70-039102,gal_gun_(series),Copyright,248,ぎゃる☆がん,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://galgun.com/,Official ぎゃる☆がん portal explicitly describes the ぎゃる☆がん series; existing display is exact.
I70-039113,riot_music,Copyright,247,暴動音楽,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,FIX_DISPLAY,RIOT MUSIC,,https://riot-music.com/,Official RIOT MUSIC site uses RIOT MUSIC exactly; current 暴動音楽 is an unsupported literal translation.
I70-039126,hakuouki_shinsengumi_kitan,Copyright,245,薄桜鬼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,薄桜鬼 ～新選組奇譚～,薄桜鬼,https://www.otomate.jp/portal/hakuoki/about/,Otomate official portal lists the 2008 first work as 薄桜鬼 ～新選組奇譚～; retain short 薄桜鬼 for search.
I70-039130,monster_(manga),Copyright,245,MONSTER(漫画),,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,FIX_DISPLAY,MONSTER,,https://e-comi.shogakukan.co.jp/books/091836510000d0000000,Shogakukan official comic store uses MONSTER as the manga title; manga is only a Danbooru disambiguator and should not be in display.
I70-039135,sousai_shoujo_teien,Copyright,245,創彩少女庭園,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,KEEP,,,https://www.kotobukiya.co.jp/title/sousaishojoteien/,Kotobukiya official product portal uses 創彩少女庭園 exactly.
I70-039152,real_drive,Copyright,243,RD潜脳調査室,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_A.csv,FIX_DISPLAY,RD 潜脳調査室,,https://www.production-ig.co.jp/works/rd/,Production I.G official work page uses RD 潜脳調査室 with a space; normalize current compact form.
