identity_key,is_general,is_special,sexual_intent,review_status,rule_id,evidence
2003,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2004,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2005,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2006,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2007,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2008,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2009,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2010,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2011,YES,NO,,UNCLASSIFIED,,
2011_tohoku_earthquake_and_tsunami,YES,NO,,UNCLASSIFIED,,
2012,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2013,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2014,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2015,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2016,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2017,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2018,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2019,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2020,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2021,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2022,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2023,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2024,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2024_attempted_assassination_of_donald_trump,YES,NO,,UNCLASSIFIED,,
2024_niconico_cyberattack,YES,NO,,UNCLASSIFIED,,
2024_pokemon_teraleak,YES,NO,,UNCLASSIFIED,,
2025,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
2026,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
25-ji_nightcord_de._(project_sekai),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
2_fuel_4_ammo_11_steel,YES,NO,,UNCLASSIFIED,,
2b_(nier:automata)_(cosplay),YES,NO,,UNCLASSIFIED,,
2boys,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
2d_dating,YES,NO,,UNCLASSIFIED,,
2girls,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
2koma,YES,NO,,UNCLASSIFIED,,
2nd_generation_(hololive),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
2nd_live_tour_~blooming_with_ooo~,YES,NO,,UNCLASSIFIED,,
2others,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
39,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
3:,YES,NO,,UNCLASSIFIED,,
3;,YES,NO,,UNCLASSIFIED,,
3_3,YES,NO,,UNCLASSIFIED,,
3boys,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
3d,YES,NO,,UNCLASSIFIED,,
3d_background,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
3d_glasses,YES,NO,,UNCLASSIFIED,,
3dio,YES,NO,,UNCLASSIFIED,,
3girls,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
3koma,YES,NO,,UNCLASSIFIED,,
3others,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
3p,NO,YES,,UNCLASSIFIED,,
3rd_live_tour_try_tri_unity!!!,YES,NO,,UNCLASSIFIED,,
404_(girls'_frontline),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
404_logo_(girls'_frontline),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
40mm_grenade,YES,NO,,UNCLASSIFIED,,
416_day,YES,NO,,UNCLASSIFIED,,
4boys,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
4girls,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
4koma,YES,NO,,UNCLASSIFIED,,
4others,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
4th_live_dream_~bloom_the_dream_believers~,YES,NO,,UNCLASSIFIED,,
4th_match_flame_(e.g.o),YES,NO,,UNCLASSIFIED,,
5-string_bass_guitar,YES,NO,,UNCLASSIFIED,,
500_dollar_four_foot_tall_mareep_(meme),YES,NO,,UNCLASSIFIED,,
501st_joint_fighter_wing,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
501st_joint_fighter_wing_(emblem),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
502nd_joint_fighter_wing,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
5boys,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
5girls,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
5koma,YES,NO,,UNCLASSIFIED,,
5others,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
5th_live_tour_~4pair_power_spread!!!!~,YES,NO,,UNCLASSIFIED,,
6+boys,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
6+girls,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
6+others,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
666,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
67_(meme),YES,NO,,UNCLASSIFIED,,
69,YES,YES,,UNCLASSIFIED,,
69_(meme),YES,NO,,UNCLASSIFIED,,
6_9,YES,NO,,UNCLASSIFIED,,
6koma,YES,NO,,UNCLASSIFIED,,
6th_live_dream_~bloom_garden_party~,YES,NO,,UNCLASSIFIED,,
7-string_guitar,YES,NO,,UNCLASSIFIED,,
777,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
777_(nikke),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
7_colored_flowers_(deltarune),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
8-ball,YES,NO,,UNCLASSIFIED,,
8-bit,YES,NO,,UNCLASSIFIED,,
9/11,YES,NO,,UNCLASSIFIED,,
9a-91,YES,NO,,UNCLASSIFIED,,
9s_(nier:automata)_(cosplay),YES,NO,,UNCLASSIFIED,,
:/,YES,NO,,UNCLASSIFIED,,
:3,YES,NO,,UNCLASSIFIED,,
:<,YES,NO,,UNCLASSIFIED,,
:>,YES,NO,,UNCLASSIFIED,,
:>=,YES,NO,,UNCLASSIFIED,,
:c,YES,NO,,UNCLASSIFIED,,
:d,YES,NO,,UNCLASSIFIED,,
:i,YES,NO,,UNCLASSIFIED,,
:o,YES,NO,,UNCLASSIFIED,,
:p,YES,NO,,UNCLASSIFIED,,
:q,YES,NO,,UNCLASSIFIED,,
:s,YES,NO,,UNCLASSIFIED,,
:t,YES,NO,,UNCLASSIFIED,,
:v,YES,NO,,UNCLASSIFIED,,
:|,YES,NO,,UNCLASSIFIED,,
;(,YES,NO,,UNCLASSIFIED,,
;),YES,NO,,UNCLASSIFIED,,
;/,YES,NO,,UNCLASSIFIED,,
;3,YES,NO,,UNCLASSIFIED,,
;<,YES,NO,,UNCLASSIFIED,,
;>,YES,NO,,UNCLASSIFIED,,
;d,YES,NO,,UNCLASSIFIED,,
;i,YES,NO,NON_SEXUAL,HUMAN_REVIEWED,,PILOT_700:chunk_006_review_v1.csv
;o,YES,NO,,UNCLASSIFIED,,
;p,YES,NO,,UNCLASSIFIED,,
;q,YES,NO,,UNCLASSIFIED,,
;t,YES,NO,,UNCLASSIFIED,,
;|,YES,NO,,UNCLASSIFIED,,
<o>_<o>,YES,NO,,UNCLASSIFIED,,
<|>_<|>,YES,NO,,UNCLASSIFIED,,
=_=,YES,NO,,UNCLASSIFIED,,
>3<,YES,NO,,UNCLASSIFIED,,
>:(,YES,NO,,UNCLASSIFIED,,
>:),YES,NO,,UNCLASSIFIED,,
>:p,YES,NO,,UNCLASSIFIED,,
>_<,YES,NO,,UNCLASSIFIED,,
>_o,YES,NO,NON_SEXUAL,HUMAN_REVIEWED,,PILOT_700:chunk_005_review_v1.csv
?,YES,NO,,UNCLASSIFIED,,
??,YES,NO,,UNCLASSIFIED,,
?_block,YES,NO,,UNCLASSIFIED,,
@_(symbol),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
@_@,YES,NO,,UNCLASSIFIED,,
\(^o^)/,YES,NO,,UNCLASSIFIED,,
\\//,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
\m/,YES,NO,,UNCLASSIFIED,,
\n/,YES,NO,,UNCLASSIFIED,,
\o/,YES,NO,,UNCLASSIFIED,,
\||/,YES,NO,,UNCLASSIFIED,,
^3^,YES,NO,,UNCLASSIFIED,,
^^^,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
^_^,YES,NO,,UNCLASSIFIED,,
^q^,YES,NO,,UNCLASSIFIED,,
^v^,YES,NO,,UNCLASSIFIED,,
a-10_thunderbolt_ii,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a-line_dress,YES,NO,,UNCLASSIFIED,,
a-pose,YES,NO,,UNCLASSIFIED,,
a-rise,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a2_(nier:automata)_(cosplay),YES,NO,,UNCLASSIFIED,,
a5m,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a6m_zero,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a7m_reppuu,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a_(phrase),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
a_baoa_qu,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
a_certain_high_school_gym_uniform,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a_certain_high_school_uniform,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
a_flat_chest_is_a_status_symbol,YES,NO,,UNCLASSIFIED,,
a_grim_reminder,YES,NO,,UNCLASSIFIED,,
a_katakana_sign_(sarazanmai),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
a_world_underneath,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
aa-12,YES,NO,,UNCLASSIFIED,,
aac_honey_badger,YES,NO,,UNCLASSIFIED,,
abacus,YES,NO,,UNCLASSIFIED,,
abandoned,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
abbreviated_karakusa,YES,NO,,UNCLASSIFIED,,
abdomen_tail,YES,NO,,UNCLASSIFIED,,
abduction,YES,NO,,UNCLASSIFIED,,
abhaya_mudra,YES,NO,,UNCLASSIFIED,,
abigail_williams_(fate)_(cosplay),YES,NO,,UNCLASSIFIED,,
ability_card_(touhou),YES,NO,,UNCLASSIFIED,,
abortion_mark,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
about_to_be_raped,NO,YES,SEXUAL,AUTO_HIGH_CONF,AUTO_SEXUAL_EXPLICIT_LEXEMES_V3,FULL_MATCH_REVIEW_50_50
above-cleavage_cutout,YES,YES,,UNCLASSIFIED,,
above_cleavage_cutout,NO,YES,,UNCLASSIFIED,,
above_clouds,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
abs,YES,NO,,UNCLASSIFIED,,
abs_cutout,YES,NO,,UNCLASSIFIED,,
abs_peek,YES,NO,,UNCLASSIFIED,,
absolut_vodka,YES,NO,,UNCLASSIFIED,,
absolute_(nikke),YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
absolute_cinema_(meme),YES,NO,,UNCLASSIFIED,,
absolute_cleavage,NO,YES,,UNCLASSIFIED,,
absolutely_everyone,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
absolution_(genshin_impact),YES,NO,,UNCLASSIFIED,,
absorbing,YES,NO,,UNCLASSIFIED,,
abstract,YES,NO,,UNCLASSIFIED,,
abstract_background,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
absurdly_detailed_composition,YES,NO,,UNCLASSIFIED,,
absurdly_long_hair,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
absurdly_long_tail,YES,NO,,UNCLASSIFIED,,
aburaage,YES,NO,,UNCLASSIFIED,,
abuse,YES,NO,,UNCLASSIFIED,,
abydos_high_school_logo,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
abydos_high_school_swimsuit,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
abyssal_ship,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
abyssal_ship_transformation,YES,NO,,UNCLASSIFIED,,
academic_test,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
academy_city,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_SAFE_GENERAL_ROOTS_V2,PILOT_61_61+HOLDOUT_120_120
acceptor,YES,NO,,UNCLASSIFIED,,
accessory_tan,YES,NO,,UNCLASSIFIED,,
accident,YES,NO,,UNCLASSIFIED,,
accidental_exposure,YES,NO,,UNCLASSIFIED,,
accidental_kiss,YES,NO,,UNCLASSIFIED,,
accidental_pervert,YES,NO,,UNCLASSIFIED,,
accidental_touch,YES,NO,,UNCLASSIFIED,,
accordion,YES,NO,,UNCLASSIFIED,,
accurate_ballet,YES,NO,,UNCLASSIFIED,,
accurate_lolita_coord,YES,NO,,UNCLASSIFIED,,
ace_(playing_card),YES,NO,,UNCLASSIFIED,,
ace_of_clubs,YES,NO,,UNCLASSIFIED,,
ace_of_diamonds,YES,NO,,UNCLASSIFIED,,
ace_of_hearts,YES,NO,,UNCLASSIFIED,,
ace_of_spades,YES,NO,,UNCLASSIFIED,,
achievement_unlocked,YES,NO,,UNCLASSIFIED,,
achiga_school_uniform,YES,NO,NON_SEXUAL,AUTO_HIGH_CONF,AUTO_NONSEX_VALIDATED_GENERAL_SUBPATHS_V3,PILOT_PURE+FRESH_HOLDOUT_30_30
achilles_tendon,YES,NO,,UNCLASSIFIED,,
acid,YES,NO,,UNCLASSIFIED,,
acid_graphics,YES,NO,,UNCLASSIFIED,,
