identity_key,bucket,reason
armband_grab,ORDINARY_INTERACTION,no_boundary_cue
armbar,ORDINARY_INTERACTION,no_boundary_cue
armlock,ORDINARY_INTERACTION,no_boundary_cue
armpit_carry,ORDINARY_INTERACTION,no_boundary_cue
armpit_hold,ORDINARY_INTERACTION,no_boundary_cue
armpit_onigiri,ORDINARY_INTERACTION,no_boundary_cue
arms_around_another's_back,ORDINARY_INTERACTION,no_boundary_cue
arms_around_another's_waist,ORDINARY_INTERACTION,no_boundary_cue
arms_around_neck,ORDINARY_INTERACTION,no_boundary_cue
arms_on_another's_shoulder,ORDINARY_INTERACTION,no_boundary_cue
arrest,ORDINARY_INTERACTION,no_boundary_cue
arrow_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
arrow_through_apple,ORDINARY_INTERACTION,no_boundary_cue
arson,ORDINARY_INTERACTION,no_boundary_cue
ass-to-ass,ORDINARY_INTERACTION,no_boundary_cue
ass_clap,ORDINARY_INTERACTION,no_boundary_cue
ass_on_glass,ORDINARY_INTERACTION,no_boundary_cue
ass_shake,ORDINARY_INTERACTION,no_boundary_cue
ass_smack,ORDINARY_INTERACTION,no_boundary_cue
ass_support,ORDINARY_INTERACTION,no_boundary_cue
assassination,ORDINARY_INTERACTION,no_boundary_cue
assembling,ORDINARY_INTERACTION,no_boundary_cue
assisted_carrying,ORDINARY_INTERACTION,no_boundary_cue
assisted_stretching,ORDINARY_INTERACTION,no_boundary_cue
at_gunpoint,ORDINARY_INTERACTION,no_boundary_cue
at_knifepoint,ORDINARY_INTERACTION,no_boundary_cue
atmospheric_reentry,ORDINARY_INTERACTION,no_boundary_cue
attempted_suicide,ORDINARY_INTERACTION,no_boundary_cue
auction,ORDINARY_INTERACTION,no_boundary_cue
aura_sphere_(pokemon),ORDINARY_INTERACTION,no_boundary_cue
autodefenestration,ORDINARY_INTERACTION,no_boundary_cue
awooo,ORDINARY_INTERACTION,no_boundary_cue
babydoll_hold,ORDINARY_INTERACTION,no_boundary_cue
babydoll_lift,ORDINARY_INTERACTION,no_boundary_cue
babydoll_pull,ORDINARY_INTERACTION,no_boundary_cue
babydoll_tug,ORDINARY_INTERACTION,no_boundary_cue
babywearing,ORDINARY_INTERACTION,no_boundary_cue
backbreaker,ORDINARY_INTERACTION,no_boundary_cue
backstab,ORDINARY_INTERACTION,no_boundary_cue
bad_singing,ORDINARY_INTERACTION,no_boundary_cue
badminton,ORDINARY_INTERACTION,no_boundary_cue
baking,ORDINARY_INTERACTION,no_boundary_cue
bakunetsu_god_finger,ORDINARY_INTERACTION,no_boundary_cue
balancing_on_finger,ORDINARY_INTERACTION,no_boundary_cue
balancing_on_head,ORDINARY_INTERACTION,no_boundary_cue
ballet,ORDINARY_INTERACTION,no_boundary_cue
ballroom_dancing,ORDINARY_INTERACTION,no_boundary_cue
banana_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
bandage_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
bang_(gesture),ORDINARY_INTERACTION,no_boundary_cue
banging,ORDINARY_INTERACTION,no_boundary_cue
banquet,ORDINARY_INTERACTION,no_boundary_cue
barking,ORDINARY_INTERACTION,no_boundary_cue
baseball_(sport),ORDINARY_INTERACTION,no_boundary_cue
basketball_(sport),ORDINARY_INTERACTION,no_boundary_cue
bathing,ORDINARY_INTERACTION,no_boundary_cue
battle,ORDINARY_INTERACTION,no_boundary_cue
beach_volleyball,ORDINARY_INTERACTION,no_boundary_cue
beak_hold,ORDINARY_INTERACTION,no_boundary_cue
bearhug,ORDINARY_INTERACTION,no_boundary_cue
beckoning,ORDINARY_INTERACTION,no_boundary_cue
bed_invitation,ORDINARY_INTERACTION,no_boundary_cue
bedtime_story,ORDINARY_INTERACTION,no_boundary_cue
begging,ORDINARY_INTERACTION,no_boundary_cue
being_late,ORDINARY_INTERACTION,no_boundary_cue
bell_ringing,ORDINARY_INTERACTION,no_boundary_cue
belly-to-belly,ORDINARY_INTERACTION,no_boundary_cue
belly_press,ORDINARY_INTERACTION,no_boundary_cue
belly_riding,ORDINARY_INTERACTION,no_boundary_cue
betrayal,ORDINARY_INTERACTION,no_boundary_cue
billiards,ORDINARY_INTERACTION,no_boundary_cue
bird_on_arm,ORDINARY_INTERACTION,no_boundary_cue
bird_on_hand,ORDINARY_INTERACTION,no_boundary_cue
bird_on_head,ORDINARY_INTERACTION,no_boundary_cue
bird_on_lap,ORDINARY_INTERACTION,no_boundary_cue
bird_on_leg,ORDINARY_INTERACTION,no_boundary_cue
bird_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
birthday_party,ORDINARY_INTERACTION,no_boundary_cue
biting,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_arm,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_clothes,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_finger,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_hand,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_lip,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_tail,ORDINARY_INTERACTION,no_boundary_cue
biting_another's_tongue,ORDINARY_INTERACTION,no_boundary_cue
biting_cheek,ORDINARY_INTERACTION,no_boundary_cue
biting_clothes,ORDINARY_INTERACTION,no_boundary_cue
biting_ear,ORDINARY_INTERACTION,no_boundary_cue
biting_hair,ORDINARY_INTERACTION,no_boundary_cue
biting_head,ORDINARY_INTERACTION,no_boundary_cue
biting_neck,ORDINARY_INTERACTION,no_boundary_cue
biting_own_finger,ORDINARY_INTERACTION,no_boundary_cue
biting_own_hand,ORDINARY_INTERACTION,no_boundary_cue
biting_own_lip,ORDINARY_INTERACTION,no_boundary_cue
biting_own_tail,ORDINARY_INTERACTION,no_boundary_cue
biting_own_thumb,ORDINARY_INTERACTION,no_boundary_cue
biting_own_tongue,ORDINARY_INTERACTION,no_boundary_cue
biting_shoulder,ORDINARY_INTERACTION,no_boundary_cue
bitten,ORDINARY_INTERACTION,no_boundary_cue
blackmail,ORDINARY_INTERACTION,no_boundary_cue
blade_catching,ORDINARY_INTERACTION,no_boundary_cue
blade_to_throat,ORDINARY_INTERACTION,no_boundary_cue
blocking,ORDINARY_INTERACTION,no_boundary_cue
blowing,ORDINARY_INTERACTION,no_boundary_cue
blowing_bubble_gum,ORDINARY_INTERACTION,no_boundary_cue
blowing_bubbles,ORDINARY_INTERACTION,no_boundary_cue
blowing_candle,ORDINARY_INTERACTION,no_boundary_cue
blowing_in_ear,ORDINARY_INTERACTION,no_boundary_cue
blowing_nose,ORDINARY_INTERACTION,no_boundary_cue
blowing_on_food,ORDINARY_INTERACTION,no_boundary_cue
blowing_whistle,ORDINARY_INTERACTION,no_boundary_cue
blown_away,ORDINARY_INTERACTION,no_boundary_cue
body_control,ORDINARY_INTERACTION,no_boundary_cue
body_soaping,ORDINARY_INTERACTION,no_boundary_cue
boiling,ORDINARY_INTERACTION,no_boundary_cue
bone_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
bonk,ORDINARY_INTERACTION,no_boundary_cue
book_on_head,ORDINARY_INTERACTION,no_boundary_cue
book_on_lap,ORDINARY_INTERACTION,no_boundary_cue
book_to_mouth,ORDINARY_INTERACTION,no_boundary_cue
borrowing_race,ORDINARY_INTERACTION,no_boundary_cue
boston_crab,ORDINARY_INTERACTION,no_boundary_cue
bottle_between_thighs,ORDINARY_INTERACTION,no_boundary_cue
bottle_to_cheek,ORDINARY_INTERACTION,no_boundary_cue
bouquet_toss,ORDINARY_INTERACTION,no_boundary_cue
boy_and_girl_sandwich,ORDINARY_INTERACTION,no_boundary_cue
boy_sandwich,ORDINARY_INTERACTION,no_boundary_cue
braiding_another's_hair,ORDINARY_INTERACTION,no_boundary_cue
braiding_hair,ORDINARY_INTERACTION,no_boundary_cue
braiding_own_hair,ORDINARY_INTERACTION,no_boundary_cue
brain_injection,ORDINARY_INTERACTION,no_boundary_cue
bras_d'honneur,ORDINARY_INTERACTION,no_boundary_cue
bread_eating_race,ORDINARY_INTERACTION,no_boundary_cue
breaking,ORDINARY_INTERACTION,no_boundary_cue
breaking_through_wall,ORDINARY_INTERACTION,no_boundary_cue
breaking_through_window,ORDINARY_INTERACTION,no_boundary_cue
breath_weapon,ORDINARY_INTERACTION,no_boundary_cue
breathing_fire,ORDINARY_INTERACTION,no_boundary_cue
breathing_ice,ORDINARY_INTERACTION,no_boundary_cue
breathing_on_hands,ORDINARY_INTERACTION,no_boundary_cue
bribery,ORDINARY_INTERACTION,no_boundary_cue
broken_hypnosis,ORDINARY_INTERACTION,no_boundary_cue
broom_guitar,ORDINARY_INTERACTION,no_boundary_cue
brushing,ORDINARY_INTERACTION,no_boundary_cue
brushing_another's_hair,ORDINARY_INTERACTION,no_boundary_cue
brushing_hair,ORDINARY_INTERACTION,no_boundary_cue
brushing_own_hair,ORDINARY_INTERACTION,no_boundary_cue
brushing_tail,ORDINARY_INTERACTION,no_boundary_cue
brushing_teeth,ORDINARY_INTERACTION,no_boundary_cue
bubble_tea_challenge,ORDINARY_INTERACTION,no_boundary_cue
bucket_on_head,ORDINARY_INTERACTION,no_boundary_cue
bucket_spill,ORDINARY_INTERACTION,no_boundary_cue
bug_hunting,ORDINARY_INTERACTION,no_boundary_cue
bugles_on_fingers,ORDINARY_INTERACTION,no_boundary_cue
building_sand_sculpture,ORDINARY_INTERACTION,no_boundary_cue
building_snowman,ORDINARY_INTERACTION,no_boundary_cue
bulge_lift,ORDINARY_INTERACTION,no_boundary_cue
bulge_press,ORDINARY_INTERACTION,no_boundary_cue
bullet_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
bumping,ORDINARY_INTERACTION,no_boundary_cue
bunching_hair,ORDINARY_INTERACTION,no_boundary_cue
bunny_ears_prank,ORDINARY_INTERACTION,no_boundary_cue
buried,ORDINARY_INTERACTION,no_boundary_cue
buried_in_sculpted_sand,ORDINARY_INTERACTION,no_boundary_cue
burning_at_the_stake,ORDINARY_INTERACTION,no_boundary_cue
burp,ORDINARY_INTERACTION,no_boundary_cue
bursting,ORDINARY_INTERACTION,no_boundary_cue
burying,ORDINARY_INTERACTION,no_boundary_cue
bust_measuring,ORDINARY_INTERACTION,no_boundary_cue
butt_bump,ORDINARY_INTERACTION,no_boundary_cue
butt_crush,ORDINARY_INTERACTION,no_boundary_cue
butterfly_in_eye,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_face,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_hair,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_hand,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_head,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_mouth,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_nose,ORDINARY_INTERACTION,no_boundary_cue
butterfly_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
butterfly_over_eye,ORDINARY_INTERACTION,no_boundary_cue
buttoning,ORDINARY_INTERACTION,no_boundary_cue
cake_on_head,ORDINARY_INTERACTION,no_boundary_cue
calling,ORDINARY_INTERACTION,no_boundary_cue
can_to_cheek,ORDINARY_INTERACTION,no_boundary_cue
candle_on_head,ORDINARY_INTERACTION,no_boundary_cue
candle_on_headwear,ORDINARY_INTERACTION,no_boundary_cue
cannibalism,ORDINARY_INTERACTION,no_boundary_cue
captured,ORDINARY_INTERACTION,no_boundary_cue
car_crash,ORDINARY_INTERACTION,no_boundary_cue
card_between_fingers,ORDINARY_INTERACTION,no_boundary_cue
card_in_hat,ORDINARY_INTERACTION,no_boundary_cue
card_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
caress,ORDINARY_INTERACTION,no_boundary_cue
caressing_cheek,ORDINARY_INTERACTION,no_boundary_cue
carrot_in_pocket,ORDINARY_INTERACTION,no_boundary_cue
carrot_on_stick,ORDINARY_INTERACTION,no_boundary_cue
carry_me,ORDINARY_INTERACTION,no_boundary_cue
carrying,ORDINARY_INTERACTION,no_boundary_cue
carrying_baby,ORDINARY_INTERACTION,no_boundary_cue
carrying_multiple_people,ORDINARY_INTERACTION,no_boundary_cue
carrying_over_shoulder,ORDINARY_INTERACTION,no_boundary_cue
carrying_overhead,ORDINARY_INTERACTION,no_boundary_cue
carrying_person,ORDINARY_INTERACTION,no_boundary_cue
carrying_under_arm,ORDINARY_INTERACTION,no_boundary_cue
casing_ejection,ORDINARY_INTERACTION,no_boundary_cue
casting_spell,ORDINARY_INTERACTION,no_boundary_cue
cat_on_chest,ORDINARY_INTERACTION,no_boundary_cue
cat_on_head,ORDINARY_INTERACTION,no_boundary_cue
cat_on_keyboard,ORDINARY_INTERACTION,no_boundary_cue
cat_on_lap,ORDINARY_INTERACTION,no_boundary_cue
cat_on_person,ORDINARY_INTERACTION,no_boundary_cue
cat_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
catching,ORDINARY_INTERACTION,no_boundary_cue
catfight,ORDINARY_INTERACTION,no_boundary_cue
celebration,ORDINARY_INTERACTION,no_boundary_cue
chained,ORDINARY_INTERACTION,no_boundary_cue
chained_legs,ORDINARY_INTERACTION,no_boundary_cue
chained_wrists,ORDINARY_INTERACTION,no_boundary_cue
character_transformation,ORDINARY_INTERACTION,no_boundary_cue
chasing,ORDINARY_INTERACTION,no_boundary_cue
cheating_(competitive),ORDINARY_INTERACTION,no_boundary_cue
checking_pulse,ORDINARY_INTERACTION,no_boundary_cue
checkout_(shopping),ORDINARY_INTERACTION,no_boundary_cue
cheek-to-cheek,ORDINARY_INTERACTION,no_boundary_cue
cheek_on_glass,ORDINARY_INTERACTION,no_boundary_cue
cheek_pinching,ORDINARY_INTERACTION,no_boundary_cue
cheek_poking,ORDINARY_INTERACTION,no_boundary_cue
cheek_press,ORDINARY_INTERACTION,no_boundary_cue
cheek_pull,ORDINARY_INTERACTION,no_boundary_cue
cheek_squash,ORDINARY_INTERACTION,no_boundary_cue
cheering,ORDINARY_INTERACTION,no_boundary_cue
cherry_stem_knot,ORDINARY_INTERACTION,no_boundary_cue
chest_on_pillow,ORDINARY_INTERACTION,no_boundary_cue
chewing,ORDINARY_INTERACTION,no_boundary_cue
chibi_on_head,ORDINARY_INTERACTION,no_boundary_cue
chibi_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
chidori_(naruto),ORDINARY_INTERACTION,no_boundary_cue
child_carry,ORDINARY_INTERACTION,no_boundary_cue
chin_rub,ORDINARY_INTERACTION,no_boundary_cue
chisato_carrying_takina_(lycoris_recoil),ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_ass,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_body,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_clothes,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_face,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_foot,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_hand,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_legs,ORDINARY_INTERACTION,no_boundary_cue
chocolate_on_pectorals,ORDINARY_INTERACTION,no_boundary_cue
choker_pull,ORDINARY_INTERACTION,no_boundary_cue
chopsticks_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
choso_giving_toudou_a_haircut_(meme),ORDINARY_INTERACTION,no_boundary_cue
chugging,ORDINARY_INTERACTION,no_boundary_cue
cicada_block_(meme),ORDINARY_INTERACTION,no_boundary_cue
clapping,ORDINARY_INTERACTION,no_boundary_cue
clash,ORDINARY_INTERACTION,no_boundary_cue
climbing,ORDINARY_INTERACTION,no_boundary_cue
climbing_ladder,ORDINARY_INTERACTION,no_boundary_cue
climbing_set_(zelda),ORDINARY_INTERACTION,no_boundary_cue
climbing_tree,ORDINARY_INTERACTION,no_boundary_cue
climbing_wall,ORDINARY_INTERACTION,no_boundary_cue
clinging,ORDINARY_INTERACTION,no_boundary_cue
clipping_another's_nails,ORDINARY_INTERACTION,no_boundary_cue
clipping_fingernails,ORDINARY_INTERACTION,no_boundary_cue
clipping_toenails,ORDINARY_INTERACTION,no_boundary_cue
close-quarters_combat,ORDINARY_INTERACTION,no_boundary_cue
clothes_blanket,ORDINARY_INTERACTION,no_boundary_cue
clothes_in_mouth,ORDINARY_INTERACTION,no_boundary_cue
clothes_theft,ORDINARY_INTERACTION,no_boundary_cue
clutching_chest,ORDINARY_INTERACTION,no_boundary_cue
clutching_clothes,ORDINARY_INTERACTION,no_boundary_cue
clutching_head,ORDINARY_INTERACTION,no_boundary_cue
coat_grab,ORDINARY_INTERACTION,no_boundary_cue
coat_hold,ORDINARY_INTERACTION,no_boundary_cue
coin_flip,ORDINARY_INTERACTION,no_boundary_cue
collateral_damage,ORDINARY_INTERACTION,no_boundary_cue
collision,ORDINARY_INTERACTION,no_boundary_cue
come_hither,ORDINARY_INTERACTION,no_boundary_cue
comforting,ORDINARY_INTERACTION,no_boundary_cue
competition,ORDINARY_INTERACTION,no_boundary_cue
confession,ORDINARY_INTERACTION,no_boundary_cue
confrontation,ORDINARY_INTERACTION,no_boundary_cue
constriction,ORDINARY_INTERACTION,no_boundary_cue
construction,ORDINARY_INTERACTION,no_boundary_cue
convention_greeting,ORDINARY_INTERACTION,no_boundary_cue
cooking,ORDINARY_INTERACTION,no_boundary_cue
cooking_together,ORDINARY_INTERACTION,no_boundary_cue
cord_pull,ORDINARY_INTERACTION,no_boundary_cue
coronation,ORDINARY_INTERACTION,no_boundary_cue
counting,ORDINARY_INTERACTION,no_boundary_cue
counting_sheep,ORDINARY_INTERACTION,no_boundary_cue
country_connection,ORDINARY_INTERACTION,no_boundary_cue
cover_them_up_slut_(meme),ORDINARY_INTERACTION,no_boundary_cue
cpr,ORDINARY_INTERACTION,no_boundary_cue
crab_on_head,ORDINARY_INTERACTION,no_boundary_cue
crab_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
cracking_egg,ORDINARY_INTERACTION,no_boundary_cue
cracking_ground,ORDINARY_INTERACTION,no_boundary_cue
cracking_knuckles,ORDINARY_INTERACTION,no_boundary_cue
cradling,ORDINARY_INTERACTION,no_boundary_cue
cradling_head,ORDINARY_INTERACTION,no_boundary_cue
cradling_phone,ORDINARY_INTERACTION,no_boundary_cue
crafting,ORDINARY_INTERACTION,no_boundary_cue
crash,ORDINARY_INTERACTION,no_boundary_cue
cream_on_body,ORDINARY_INTERACTION,no_boundary_cue
cream_on_face,ORDINARY_INTERACTION,no_boundary_cue
cream_on_hands,ORDINARY_INTERACTION,no_boundary_cue
creator_and_creation,ORDINARY_INTERACTION,no_boundary_cue
creator_connection,ORDINARY_INTERACTION,no_boundary_cue
creature_on_arm,ORDINARY_INTERACTION,no_boundary_cue
creature_on_hand,ORDINARY_INTERACTION,no_boundary_cue
creature_on_head,ORDINARY_INTERACTION,no_boundary_cue
creature_on_lap,ORDINARY_INTERACTION,no_boundary_cue
creature_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
crime_prevention_buzzer_threat,ORDINARY_INTERACTION,no_boundary_cue
crosscounter,ORDINARY_INTERACTION,no_boundary_cue
crucifixion,ORDINARY_INTERACTION,no_boundary_cue
crushing,ORDINARY_INTERACTION,no_boundary_cue
crushing_food,ORDINARY_INTERACTION,no_boundary_cue
cryokinesis,ORDINARY_INTERACTION,no_boundary_cue
cupping_ears,ORDINARY_INTERACTION,no_boundary_cue
cupping_glass,ORDINARY_INTERACTION,no_boundary_cue
cupping_hand,ORDINARY_INTERACTION,no_boundary_cue
cupping_hands,ORDINARY_INTERACTION,no_boundary_cue
curtain_grab,ORDINARY_INTERACTION,no_boundary_cue
cutting,ORDINARY_INTERACTION,no_boundary_cue
cutting_another's_hair,ORDINARY_INTERACTION,no_boundary_cue
cutting_clothes,ORDINARY_INTERACTION,no_boundary_cue
cutting_hair,ORDINARY_INTERACTION,no_boundary_cue
cutting_onions,ORDINARY_INTERACTION,no_boundary_cue
cutting_own_hair,ORDINARY_INTERACTION,no_boundary_cue
decorating,ORDINARY_INTERACTION,no_boundary_cue
decorating_baked_goods,ORDINARY_INTERACTION,no_boundary_cue
decorating_christmas_tree,ORDINARY_INTERACTION,no_boundary_cue
defeat,ORDINARY_INTERACTION,no_boundary_cue
defecating_self,ORDINARY_INTERACTION,no_boundary_cue
defenestration,ORDINARY_INTERACTION,no_boundary_cue
deflect,ORDINARY_INTERACTION,no_boundary_cue
delivery,ORDINARY_INTERACTION,no_boundary_cue
desk_slam,ORDINARY_INTERACTION,no_boundary_cue
destruction,ORDINARY_INTERACTION,no_boundary_cue
diaper_changing,ORDINARY_INTERACTION,no_boundary_cue
digging,ORDINARY_INTERACTION,no_boundary_cue
digging_your_own_grave,ORDINARY_INTERACTION,no_boundary_cue
digimon_on_head,ORDINARY_INTERACTION,no_boundary_cue
disassembly,ORDINARY_INTERACTION,no_boundary_cue
dishwashing,ORDINARY_INTERACTION,no_boundary_cue
dive,ORDINARY_INTERACTION,no_boundary_cue
diving,ORDINARY_INTERACTION,no_boundary_cue
diving_block,ORDINARY_INTERACTION,no_boundary_cue
diving_board,ORDINARY_INTERACTION,no_boundary_cue
diving_regulator,ORDINARY_INTERACTION,no_boundary_cue
dodgeball_(sport),ORDINARY_INTERACTION,no_boundary_cue
dog_on_head,ORDINARY_INTERACTION,no_boundary_cue
dog_on_lap,ORDINARY_INTERACTION,no_boundary_cue
dog_shadow_puppet,ORDINARY_INTERACTION,no_boundary_cue
dogfight,ORDINARY_INTERACTION,no_boundary_cue
dogpile,ORDINARY_INTERACTION,no_boundary_cue
doll_on_head,ORDINARY_INTERACTION,no_boundary_cue
doll_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
domestic_violence,ORDINARY_INTERACTION,no_boundary_cue
double_facepalm,ORDINARY_INTERACTION,no_boundary_cue
double_finger_gun,ORDINARY_INTERACTION,no_boundary_cue
double_finger_heart,ORDINARY_INTERACTION,no_boundary_cue
double_fox_shadow_puppet,ORDINARY_INTERACTION,no_boundary_cue
double_middle_finger,ORDINARY_INTERACTION,no_boundary_cue
double_ok_sign,ORDINARY_INTERACTION,no_boundary_cue
double_shaka_sign,ORDINARY_INTERACTION,no_boundary_cue
double_thumbs_down,ORDINARY_INTERACTION,no_boundary_cue
double_thumbs_up,ORDINARY_INTERACTION,no_boundary_cue
dragon_dance,ORDINARY_INTERACTION,no_boundary_cue
dragon_fist_(dragon_ball),ORDINARY_INTERACTION,no_boundary_cue
dragon_on_head,ORDINARY_INTERACTION,no_boundary_cue
dragon_on_shoulder,ORDINARY_INTERACTION,no_boundary_cue
drawing_(action),ORDINARY_INTERACTION,no_boundary_cue
drawing_gun,ORDINARY_INTERACTION,no_boundary_cue
drawing_on_air,ORDINARY_INTERACTION,no_boundary_cue
drawing_on_another,ORDINARY_INTERACTION,no_boundary_cue
