row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note
I70-003659,sayama_saho,Character,915,茶山沙穂,茶山沙穂,canonicalと日本語候補の姓表記差を追加確認,character_review_final_batch061.csv,,,,,,
I70-003672,phosphophyllite_(ll),Character,909,フォスフォフィライト,フォスフォフィライト | フォス,機械訳候補を退け作品文脈を確認,variant_lost_qualifier_batch003_03.csv,,,,,,
I70-003685,almond_eye_(the_changer)_(umamusume),Character,905,アーモンドアイ（The Changer）,アーモンドアイ（The Changer）,衣装名の日本語公式表記確認が必要,character_review_final_batch061.csv,,,,,,
I70-003715,mr._plantegg_(omori),Character,898,Mr. Plantegg,Mr. Plantegg,日本語定着表記を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,
I70-003723,sothis_(young)_(fire_emblem),Character,896,ソティス（幼少）,ソティス（幼少）,形態ラベルの日本語公式表記確認が必要,character_review_final_batch061.csv,,,,,,
I70-003736,evil_neuro-sama_(1st_costume),Character,891,Evil Neuro-sama（1st costume）,Evil Neuro-sama（1st costume）,日本語定着表記と衣装表記の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003754,angelina_the_mellow_wish_(arknights),Character,887,Angelina the Mellow Wish,Angelina the Mellow Wish,日本語公式名を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,
I70-003765,demon_king_of_salvation,Character,885,Demon King of Salvation,Demon King of Salvation,日本語公式訳名の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,
I70-003795,hinata_hideki,Character,876,日向秀樹,日向秀樹,既存候補が姓のみのためフルネーム表記を追加確認,character_review_final_batch061.csv,,,,,,
I70-003803,paxton_(pokemon),Character,874,キョウヤ,キョウヤ | キョウヤ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv,,,,,,
I70-003807,bubba_(watson_amelia),Character,873,Bubba（ワトソン・アメリア）,Bubba（ワトソン・アメリア）,日本語定着表記の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003816,alice_thymefield_(sea_of_thyme),Character,871,アリス・タイムフィールド（タイム香る海辺）,アリス・タイムフィールド（タイム香る海辺） | タイム香る海辺,衣装名と日本語キャラクター表記の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003819,liv_(pgr),Character,871,リーフ,リーフ,日本語版キャラクター名対応の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003826,lebanne_(pokemon),Character,868,ハルジオ,ハルジオ | ハルジオ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv,,,,,,
I70-003864,flower_(vocaloid4),Character,857,v flower,v flower | ブイフラワ,日本語表示名としての定着表記を追加確認,character_review_final_batch061.csv,,,,,,
I70-003872,zentreya_(dragon),Character,856,Zentreya（Dragon）,Zentreya（Dragon）,日本語定着表記と形態名の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003934,vedal987,Character,841,Vedal,Vedal,日本語定着表記の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,
I70-003943,march_7th_(hunt)_(honkai:_star_rail),Character,839,三月なのか（巡狩）,三月なのか（巡狩） | 三月なのか（仙舟）,形態名の日本語公式表記確認が必要,character_review_final_batch061.csv,,,,,,
I70-003953,angelica_(project_moon),Character,837,アンジェリカ,アンジェリカ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003962,big_bad_wolf,Character,835,大きな悪いオオカミ,大きな悪いオオカミ | 悪いオオカミ,日本語定着訳の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003968,yae_sakura_(gyakushinn_miko),Character,835,八重桜（逆神の巫女）,八重桜（逆神の巫女） | 逆神の巫女,形態名とキャラクター日本語名の対応確認が必要,character_review_final_batch061.csv,,,,,,
I70-003969,yao_guang_(honkai:_star_rail),Character,835,爻光,爻光,日本語版での読み・公式表記確認が必要,character_review_final_batch061.csv,,,,,,
I70-003977,protagonist_(metaphor:_refantazio),Character,834,主人公（メタファー：リファンタジオ）,主人公（メタファー：リファンタジオ） | 旅の少年,公式名と主人公ラベルの運用確認が必要,character_review_final_batch061.csv,,,,,,
I70-003983,ariane_yeong,Character,832,Ariane Yeong,Ariane Yeong,日本語公式表記を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,
I70-003986,arcane_caitlyn,Character,831,ケイトリン・キラマン（Arcane）,ケイトリン・キラマン（Arcane）,日本語版フルネーム表記の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003992,tsukumo_sana_(1st_costume),Character,831,Tsukumo Sana（1st costume）,Tsukumo Sana（1st costume）,日本語定着表記と衣装表記の追加確認が必要,character_review_final_batch061.csv,,,,,,
I70-003995,houlen_yabusame,Character,829,鳳聯藪雨,鳳聯藪雨,日本語表記と読みの追加確認が必要,character_review_final_batch061.csv,,,,,,
