identity_key,candidate_cluster,candidate_state,human_intent,review_note
pegging,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
self_fisting,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
sounding,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
tail_insertion,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
triple_vaginal,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
urethral_insertion,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
vaginal_object_insertion,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
anal_fluid,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
excessive_pussy_juice,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_drip,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_drip_through_clothes,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_in_mouth,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_on_face,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_on_fingers,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_puddle,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_stain,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pussy_juice_trail,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
saliva_on_penis,OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
chastity_belt,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
chastity_cage,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
chastity_key,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
colored_chastity_cage,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
flat_chastity_cage,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
flogger,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
pillory,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
shackles,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
small_chastity_cage,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
spreader_bar,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
stocks,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
tube_chastity_cage,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
wooden_horse,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
ball_gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
bit_gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
cleave_gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
dental_gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
handcuffs,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
knot_gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
leash,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
plug_gag,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
stationary_restraints,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
whip,OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
x-cross_(bdsm),OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
yoke_(bdsm),OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
assertive_female,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
chikan,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
cuntboy_with_male,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
dominatrix,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
futasub,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
human_dog,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
loli,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
lolidom,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
newhalf_with_female,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
newhalf_with_male,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
newhalf_with_newhalf,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
onee-loli,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
onee-shota,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
shota,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
shotadom,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
slave,OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,FULL_REVIEW_MIXED_SEVEN_CLUSTER_V61,,
