lane,surface_or_canonical,canonical_target,category,post_count,decision,reason
ALIAS_SURFACE,stocking,thighhighs,General,1526834,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bend_over,bent_over,General,84269,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bending_over,bent_over,General,84269,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bent-over,bent_over,General,84269,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,saliva_drip,drooling,General,80005,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,femboy,trap,General,77336,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,otoko_no_ko,trap,General,77336,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,otokonoko,trap,General,77336,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,areolae_slip,areola_slip,General,75437,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,crotch_veil,pelvic_curtain,General,74374,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,waist_veil,pelvic_curtain,General,74374,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pubic_hair_(male),male_pubic_hair,General,68986,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,crossgender,genderswap,General,63025,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,genderbend,genderswap,General,63025,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rule_63,genderswap,General,63025,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,nmcf,clothed_female_nude_male,General,59646,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,microbikini,micro_bikini,General,59624,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_face,blood_on_face,General,59531,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,leg_slit,side_slit,General,59452,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pantsu_pull,panty_pull,General,59131,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pantsupull,panty_pull,General,59131,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,folded_sleeves,sleeves_rolled_up,General,58530,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rolled-up_sleeves,sleeves_rolled_up,General,58530,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rolled_sleeves,sleeves_rolled_up,General,58530,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rolled_up_sleeves,sleeves_rolled_up,General,58530,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,sleeves_folded_up,sleeves_rolled_up,General,58530,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,sleeves_rolled,sleeves_rolled_up,General,58530,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,crossplay,crossdressing,General,56770,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,transvestite,crossdressing,General,56770,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,cowgirl_(position),cowgirl_position,General,55631,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,big_areola,large_areolae,General,47677,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,big_areolae,large_areolae,General,47677,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,large_areola,large_areolae,General,47677,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,cuff,cuffs,General,44563,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bikini_top,bikini_top_only,General,43620,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tan_line,tanlines,General,41367,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tan_lines,tanlines,General,41367,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tanline,tanlines,General,41367,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,breast_squeeze,breasts_squeezed_together,General,37542,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,breasts_squeeze,breasts_squeezed_together,General,37542,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,big_ass,huge_ass,General,36503,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,big_butt,huge_ass,General,36503,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,thick_ass,huge_ass,General,36503,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,arm_between_own_legs,hand_between_own_legs,General,36500,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hand_between_legs,hand_between_own_legs,General,36500,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hand_between_own_thighs,hand_between_own_legs,General,36500,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hand_between_thighs,hand_between_own_legs,General,36500,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,blood-stained_clothes,blood_on_clothes,General,35529,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_clothes,blood_on_clothes,General,35529,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,backless,backless_outfit,General,35419,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,open_back,backless_outfit,General,35419,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,belly_peek,midriff_peek,General,31330,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,stomach_peek,midriff_peek,General,31330,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ass_crack,butt_crack,General,28561,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,buttcrack,butt_crack,General,28561,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hanging_boob,hanging_breasts,General,27904,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hangingboob,hanging_breasts,General,27904,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lactating,lactation,General,27880,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,milking,lactation,General,27880,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,centre_opening,center_opening,General,27404,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,panties_around_leg,panties_around_one_leg,General,27261,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bodystocking_under_clothes,bodystocking,General,26096,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,self_fondle,grabbing_own_breast,General,25188,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,futa_on_female,futa_with_female,General,24680,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,heart_navel_cutout,navel_cutout,General,20846,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hip_cutout,hip_vent,General,20116,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,womb_tattoo,pubic_tattoo,General,19610,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,clothing_between_breasts,clothes_between_breasts,General,18555,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,crosssection,cross-section,General,18538,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,towel_wrap,naked_towel,General,18289,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,blood_on_fingers,blood_on_hand,General,18256,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,blood_on_hands,blood_on_hand,General,18256,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_fingers,blood_on_hand,General,18256,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_hands,blood_on_hand,General,18256,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,x_ray,x-ray,General,17349,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,gigantic_breast,gigantic_breasts,General,16189,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pants_down,pants_pull,General,16001,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,manacles,shackles,General,15527,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,text_on_body,body_writing,General,15439,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,writing_on_body,body_writing,General,15439,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ox_girl,cow_girl,General,14713,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hip_grab,torso_grab,General,13704,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,waist_grab,torso_grab,General,13704,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,night_dress,nightgown,General,12819,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,night_gown,nightgown,General,12819,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,nightdress,nightgown,General,12819,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,nightie,nightgown,General,12819,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,nighty,nightgown,General,12819,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_mouth,blood_from_mouth,General,12426,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,mouthbleed,blood_from_mouth,General,12426,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,womb,uterus,General,11836,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bikini_bottom,bikini_bottom_only,General,11780,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bra_through_clothes,bra_visible_through_clothes,General,11756,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,nfcm,clothed_male_nude_female,General,11562,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,missing_limb,amputee,General,10783,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hand_on_ass,hand_on_own_ass,General,10594,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,clothes_off,unworn_clothes,General,10359,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,undressed,unworn_clothes,General,10359,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,water_pistol,water_gun,General,10151,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,watergun,water_gun,General,10151,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,shorts_down,shorts_pull,General,10111,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,back_opening,back_cutout,General,9715,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,heart_back_cutout,back_cutout,General,9715,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,reverse_stand_and_carry,reverse_suspended_congress,General,9111,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tattooed_breast,breast_tattoo,General,8521,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,large_belly,big_belly,General,8309,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,midriff_cutout,stomach_cutout,General,8202,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,dead,death,General,8198,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tail_cutout,tail_through_clothes,General,7638,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tail_slit_clothes,tail_through_clothes,General,7638,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,knees-on-chest,knees_to_chest,General,7406,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,knees_on_chest,knees_to_chest,General,7406,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
