identity_key,candidate_state,human_intent,review_note
squirt_gun,FULL_REVIEW_SPECIAL_NONE_V37,,
stand_and_carry,FULL_REVIEW_SPECIAL_NONE_V37,,
strangle_mark,FULL_REVIEW_SPECIAL_NONE_V37,,
strip,FULL_REVIEW_SPECIAL_NONE_V37,,
stripping,FULL_REVIEW_SPECIAL_NONE_V37,,
suffocation,FULL_REVIEW_SPECIAL_NONE_V37,,
taking_off_clothes,FULL_REVIEW_SPECIAL_NONE_V37,,
tapegag,FULL_REVIEW_SPECIAL_NONE_V37,,
teabagging,FULL_REVIEW_SPECIAL_NONE_V37,,
teddy,FULL_REVIEW_SPECIAL_NONE_V37,,
teen,FULL_REVIEW_SPECIAL_NONE_V37,,
teenager,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_as_arm,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_as_hand,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_boy,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_censor,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_grab,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_monster,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacle_over_eye,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacles_as_arms,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacles_in_thighhighs,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacles_with_hands,FULL_REVIEW_SPECIAL_NONE_V37,,
tentacles_with_male,FULL_REVIEW_SPECIAL_NONE_V37,,
thighhigh,FULL_REVIEW_SPECIAL_NONE_V37,,
thighhighs_only,FULL_REVIEW_SPECIAL_NONE_V37,,
three_way,FULL_REVIEW_SPECIAL_NONE_V37,,
threeway,FULL_REVIEW_SPECIAL_NONE_V37,,
tied_arms,FULL_REVIEW_SPECIAL_NONE_V37,,
tied_hands,FULL_REVIEW_SPECIAL_NONE_V37,,
tied_together,FULL_REVIEW_SPECIAL_NONE_V37,,
tied_up,FULL_REVIEW_SPECIAL_NONE_V37,,
tied_wrists,FULL_REVIEW_SPECIAL_NONE_V37,,
too_many_tentacles,FULL_REVIEW_SPECIAL_NONE_V37,,
top-down-bottom-up,FULL_REVIEW_SPECIAL_NONE_V37,,
top_down_bottom_up,FULL_REVIEW_SPECIAL_NONE_V37,,
towel_open,FULL_REVIEW_SPECIAL_NONE_V37,,
trampling_table,FULL_REVIEW_SPECIAL_NONE_V37,,
unbirth,FULL_REVIEW_SPECIAL_NONE_V37,,
uncensored_nudity,FULL_REVIEW_SPECIAL_NONE_V37,,
uncensoring,FULL_REVIEW_SPECIAL_NONE_V37,,
uncircumcised,FULL_REVIEW_SPECIAL_NONE_V37,,
underage,FULL_REVIEW_SPECIAL_NONE_V37,,
underbreast,FULL_REVIEW_SPECIAL_NONE_V37,,
undress,FULL_REVIEW_SPECIAL_NONE_V37,,
urination,FULL_REVIEW_SPECIAL_NONE_V37,,
urine,FULL_REVIEW_SPECIAL_NONE_V37,,
uterine_prolapse,FULL_REVIEW_SPECIAL_NONE_V37,,
uterus_view,FULL_REVIEW_SPECIAL_NONE_V37,,
vibe,FULL_REVIEW_SPECIAL_NONE_V37,,
vibro,FULL_REVIEW_SPECIAL_NONE_V37,,
vivisection,FULL_REVIEW_SPECIAL_NONE_V37,,
vomiting_flowers,FULL_REVIEW_SPECIAL_NONE_V37,,
voyeur,FULL_REVIEW_SPECIAL_NONE_V37,,
voyeuristic,FULL_REVIEW_SPECIAL_NONE_V37,,
wartenberg_wheel,FULL_REVIEW_SPECIAL_NONE_V37,,
watersport,FULL_REVIEW_SPECIAL_NONE_V37,,
watersports,FULL_REVIEW_SPECIAL_NONE_V37,,
wetting,FULL_REVIEW_SPECIAL_NONE_V37,,
whips,FULL_REVIEW_SPECIAL_NONE_V37,,
womb_view,FULL_REVIEW_SPECIAL_NONE_V37,,
wrists_bound,FULL_REVIEW_SPECIAL_NONE_V37,,
x-ray_view,FULL_REVIEW_SPECIAL_NONE_V37,,
xray,FULL_REVIEW_SPECIAL_NONE_V37,,
young_boy,FULL_REVIEW_SPECIAL_NONE_V37,,
young_girl,FULL_REVIEW_SPECIAL_NONE_V37,,
