queue_id,campaign_id,owner_slot,owner_branch,campaign_key,campaign_fingerprint,research_state,work_buckets,member_count,member_ids/tags,source_units,priority,source_hint_urls,source_hint_review_ids,prior_checked_routes
q2-4d369d689e0b14590eab,pc2-10d9b93c8203fa4265115970,2,research/issue180-forward-2,authority:dark_souls_(series),f02590e53b19574fff814a20c0751624375409d14ea6acfa9cc5bbeeb0ad14af,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",31,"[""abyss_watcher"",""aldrich_devourer_of_gods"",""artorias_the_abysswalker"",""bearer_of_the_curse"",""chaos_witch_quelaag"",""chosen_undead"",""company_captain_yorshka"",""creighton_of_mirrah"",""dark_sun_gwyndolin"",""desert_sorceress"",""dragon_slayer_ornstein"",""dusk_of_oolacile"",""emerald_herald"",""executioner_smough"",""fire_keeper"",""great_grey_wolf_sif"",""knight_lautrec_of_carim"",""lord's_blade_ciaran"",""lucatiel_of_mirrah"",""mild_mannered_pate"",""nameless_king"",""pontiff_sulyvahn"",""priscilla_the_crossbreed"",""queen_of_sunlight_gwynevere"",""quelaag's_sister"",""siegmeyer_of_catarina"",""sister_friede"",""slave_knight_gael"",""solaire_of_astora"",""soul_of_cinder"",""yuria_of_londor""]","[{""unit_id"":""ru3-0a242feec307a3eacacc"",""member_ids_sha256"":""0fdbb4990872d036b42527f88841bb150be6a71de618d4565686d56cad86240b""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-ba66c68402c4994e89fad510,2,research/issue180-forward-2,authority:meitantei_conan,c9c686242b5cdce59af134328d8aa2a269f5afd88eb0ed657023cc88dbb1c1c3,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",31,"[""agasa_hiroshi"",""akai_shuuichi"",""amuro_tooru"",""edogawa_conan"",""enomoto_azusa"",""hagiwara_chihaya"",""hagiwara_kenji"",""haibara_ai"",""hattori_heiji"",""kisaki_eri"",""kojima_genta"",""kudou_shin'ichi"",""kudou_yukiko"",""kyougoku_makoto"",""mary_sera"",""matsuda_jinpei"",""miyano_akemi"",""miyano_shiho"",""mizunashi_rena"",""morofushi_takaaki"",""mouri_kogoro"",""mouri_ran"",""okiya_subaru"",""satou_miwako"",""sera_masumi"",""suzuki_sonoko"",""tooyama_kazuha"",""tsuburaya_mitsuhiko"",""uehara_yui"",""yamato_kansuke"",""yoshida_ayumi""]","[{""unit_id"":""ru3-f145cc1f2974f8b49104"",""member_ids_sha256"":""b85e7cc8880718f7f52b95eab6ccba2ae025eb7a6c1c73bf8ded4df01c13c123""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-0ece86b8ab1a9c5e4392dd9d,2,research/issue180-forward-2,authority:project_moon,4ab7ef0f6cd96b8af6788210dfdce25c2a151ad2c73a05a7a362a106921b59e5,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",29,"[""all-around_helper"",""alriune"",""apocalypse_bird"",""bamboo-hatted_kim"",""big_and_will_be_bad_wolf"",""blue_star"",""fairy_festival"",""floor_of_art's_glowing_creature"",""funeral_of_the_dead_butterflies"",""hurting_teddy_bear"",""jae-heon"",""judgement_bird"",""king_of_greed"",""knight_of_despair"",""little_red_riding_hooded_mercenary"",""melting_love"",""mountain_of_smiling_bodies"",""nothing_there"",""opened_can_of_wellcheers"",""punishing_bird"",""queen_of_hatred"",""schna_jang"",""scorched_girl"",""singing_machine"",""spider_bud"",""the_burrowing_heaven"",""the_silent_orchestra"",""vespa_crabro"",""yan_vismok""]","[{""unit_id"":""ru3-f4ce50bcb93e0ade1455"",""member_ids_sha256"":""03ca8157d61250cd7109bde5c271b82c527d6bb9f3d3bfcac2e4506f85c77952""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-30c844ab31b8ef82f86e973c,2,research/issue180-forward-2,authority:tsukihime,eb13523b8e3a31233f9a6d9a05dd4d5b20755ace8b903ff1bd698dcadbfe109a,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",28,"[""archetype_earth"",""arcueid_brunestud"",""arima_miyako"",""dr._arach"",""eco-arc"",""inui_arihiko"",""kishima_kouma"",""magical_amber"",""mario_gallo_bestino"",""mecha_hisui"",""michael_roa_valdamjong"",""mr._chin"",""nanaya_shiki"",""neco-arc"",""neco-arc_chaos"",""night_of_wallachia"",""nrvnqsr_chaos"",""powered_ciel"",""red_arcueid"",""riesbyfe_stridberg"",""roa-ciel"",""seo_akira"",""sion_eltnam_atlasia"",""tohno_akiha"",""tohno_shiki"",""vermillion_akiha"",""vlov_arkhangel"",""yumizuka_satsuki""]","[{""unit_id"":""ru3-f6cf3dcff5aad47bbc47"",""member_ids_sha256"":""7d76741c9397aafb977ae5b3ca41db244d86a82fa1bce24b49065c34b6e02167""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-f915aefc6654964e4ed17386,2,research/issue180-forward-2,authority:queen's_blade,534d5b2bb1d9d925a9ac98d312ff5aded5d2a6d5e111fc9f319a14c030000eb0,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",26,"[""ancient_princess_menace"",""angel_of_light_nanael"",""captain_liliana"",""captain_of_the_royal_guard_elina"",""claudette_lord_of_thundercloud"",""exiled_warrior_leina"",""fang_assassin_irma"",""fighting_master_alleyne"",""flame_master_nyx"",""forest_keeper_nowa"",""funikura"",""gainos_priestess_melpha"",""iron_princess_ymir"",""keltan"",""knight_princess_annelotte"",""mirim"",""musha_miko_tomoe"",""protean_assassin_melona"",""queen_aldra"",""setra"",""summoner_aldra"",""vante"",""veteran_mercenary_echidna"",""weapon_merchant_cattleya"",""werbellia"",""wilderness_bandit_risty""]","[{""unit_id"":""ru3-6e88cc729f5a5491041f"",""member_ids_sha256"":""07115ee96fe0fc49ccb0ee7327fec8ef8d58f12fdbb6ead77d2e86837423f395""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-7eb5ca8e9747f1e64da2b471,2,research/issue180-forward-2,authority:saibou_shinkyoku,5f45f112f30cd6f7415db00c7eed491947f563ce97a601781cfa53a47a59d77b,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",26,"[""aiba_ibuki"",""atou_haruki"",""dita_iliner"",""dreyfus_zweig"",""enomoto_noa"",""harada_minoru"",""harada_mutei"",""haruno_shion"",""hatsutori_hajime"",""isoi_haruki"",""isoi_rai"",""isoi_reiji"",""jabuchi_you"",""kanou_aogu"",""kumazaki_karen"",""mutsushika_misumi"",""nanami_izu"",""nijou_ryuu"",""orie_rin"",""origin_alpha"",""rumeld_othmayer"",""shinano_eiji"",""theodore_riddle"",""utsugi_noriyuki"",""utsugi_rangiri"",""yanagi_nina""]","[{""unit_id"":""ru3-39a322d94d5ec8ad433a"",""member_ids_sha256"":""87e1e8365010ee5245afa7db7ab5f512eceb677de3e91718038acc855b7e06d3""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-1bfa4051e8a22486a81834d6,2,research/issue180-forward-2,authority:wild_arms,ef0098560dc65b81a0e33447b19a53742b5d9b640440b7ee25a080d0c760b4f7,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",25,"[""alexia_lynn_elesius"",""anastasia_valeria"",""ashley_winchester"",""avril_vent_fleur"",""carol_anderson"",""cecilia_lynne_adelhyde"",""clarissa_arwin"",""clive_winslett"",""dean_stark"",""gallows_carradine"",""hanpan"",""jack_van_burace"",""jane_maxwell"",""jet_enduro"",""jude_maverick"",""knight_blazer"",""lilka_eleniak"",""marivel_armitage"",""maya_schrodinger"",""raquel_applegate"",""rebecca_streisand"",""rody_roughnight"",""tim_rhymeless"",""virginia_maxwell"",""yulie_ahtreide""]","[{""unit_id"":""ru3-442153fce4d036947442"",""member_ids_sha256"":""d99ddfc8c0f8d0ae5ecf19aa6417786c754ffd0b527a7a12fdbfee088c518f70""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-611f23922159df2e396f22b6,2,research/issue180-forward-2,authority:yuri!!!_on_ice,b52a790118834c1ccfa31c2b165adecc1b6fcebc677f16ceded5fc4b4a924892,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",25,"[""christophe_giacometti"",""emil_nekola"",""georgi_popovich"",""jean-jacques_leroy"",""ji_guang-hong"",""katsuki_hiroko"",""katsuki_mari"",""katsuki_yuri"",""lee_seung-gil"",""leo_de_la_iglesia"",""makkachin"",""michele_crispino"",""mila_babicheva"",""minami_kenjirou"",""nishigoori_axel"",""nishigoori_loop"",""nishigoori_lutz"",""nishigoori_takeshi"",""nishigoori_yuuko"",""okukawa_minako"",""otabek_altin"",""phichit_chulanont"",""sara_crispino"",""viktor_nikiforov"",""yuri_plisetsky""]","[{""unit_id"":""ru3-f4218cdb790cd6fcea82"",""member_ids_sha256"":""45f9d4f800096c9bf2ce4707a8b4cc607daa55bb8f5c39e10722308f6131ec08""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-c7629adb9830d7f22809800c,2,research/issue180-forward-2,authority:transformers,3f5a2a4f902d7d35896a092381e377b7d2657c56ece99db98f11853bec3bf793,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",24,"[""arcee"",""blackarachnia"",""bulkhead"",""cliffjumper"",""elita_one"",""grimlock"",""ironhide"",""jetfire"",""laserbeak"",""megatron"",""optimus_primal"",""optimus_prime"",""orion_pax"",""rodimus"",""sari_sumdac"",""sideswipe"",""skywarp"",""starscream"",""tarn"",""thundercracker"",""ultra_magnus"",""unicron"",""wheeljack"",""windblade""]","[{""unit_id"":""ru3-654d49bbc31b90f9ce76"",""member_ids_sha256"":""a665e6cb066998124c7fb3d05d03944b872bdd3bfa1ba7fd78212891634eb5be""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-0e182e67ae075f32ee051b9a,2,research/issue180-forward-2,authority:mahjong_soul,d005c4cc7735fe480180fb0062b83773a54fc49017d6a2f3f635208d61fea8ca,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",23,"[""aihara_mai"",""akechi_hideki"",""eve_krist"",""fu_ji"",""fujita_kana"",""hina_momo"",""ichihime"",""igarashi_haruna"",""ishihara_usumi"",""kaavi"",""kitami_sawako"",""kujou_riu"",""mikami_chiori"",""morikawa_ayako"",""nikaidou_miki"",""ninomiya_hana"",""shinomiya_fuyumi"",""shiraishi_nana"",""suzumiya_anju"",""takanashi_hinata"",""wanjirou"",""xenia"",""yagi_yui""]","[{""unit_id"":""ru3-69a55f4afcb290989d7c"",""member_ids_sha256"":""ef3ac9b83b6147e29c33cc64613e35eb12e737301a04fdcbf4dce38cdd8eb9ce""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-248dc6b1fd6941ce5d1a30e6,2,research/issue180-forward-2,authority:watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!,e604760cadb23346c09d2ee36fec39c5245d897d5e74596023e61643700cfb84,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",22,"[""futaki_shiki"",""hirasawa_shizuku"",""imae_megumi"",""itou_hikari"",""katou_asuka"",""komiyama_kotomi"",""kuroki_tomoki"",""kuroki_tomoko"",""kusunoki_kaho"",""mima_sachi"",""minami_koharu"",""narita_miho"",""naruse_yuu"",""nemoto_hina"",""okada_akane"",""ootonari_nagi"",""sasaki_fuuka"",""satozaki_kiko"",""tamura_yuri"",""tanaka_mako"",""uchi_emiri"",""yoshida_masaki""]","[{""unit_id"":""ru3-e253b5d269652a08ca0a"",""member_ids_sha256"":""61b83c5e7213272c965966b33668b578c45712e0350bdad074f69b75f70416ed""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-5d14f6bf1757a982796e3a3e,2,research/issue180-forward-2,authority:genshin_impact,238a7d834d354065dbac302085d1068be04e968fde968ff9a8a4d228ecbeebd8,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",20,"[""anastasya_feodorovna_snezhnaya"",""arataki_itto"",""gentilhomme_usher"",""jumpy_dumpty"",""kaedehara_kazuha"",""kamisato_ayaka"",""kamisato_ayato"",""kitsune_saiguu"",""kujou_sara"",""kuki_shinobu"",""mademoiselle_crabaletta"",""primordial_albedo"",""raiden_shogun"",""sakura_ayane"",""sangonomiya_kokomi"",""shikanoin_heizou"",""surintendante_chevalmarin"",""ueda_reina"",""yae_miko"",""yumemizuki_mizuki""]","[{""unit_id"":""ru3-c00c60bbb04358b1ba8e"",""member_ids_sha256"":""e144200689cf1aff5f905d3f211ea08081e285aa26f13561bb7e1cde295807eb""}]",P2,[],[],[]
