cluster_key,rows,membership,general_path,general_root,generation_family,lex_flags,examples
OVERLAP|CLOTHING_STATE_EXPOSURE|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,66,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,bottomless;bra_lift;bra_peek;bra_pull;bra_slip;bra_visible_through_clothes;clothed_female_nude_female;clothed_female_nude_male;clothed_male_nude_female;clothed_male_nude_male;completely_nude;covered_underboob
GENERAL_ONLY|BODY_PART|INJURY,58,GENERAL_ONLY,BODY_PART,BODY_PART,(none),INJURY,black_blood;blood_drip;blood_drop;blood_halo;blood_in_hair;blood_in_water;blood_on_armor;blood_on_axe;blood_on_bandages;blood_on_body;blood_on_cheek;blood_on_dress
GENERAL_ONLY|CLOTHING/ACCESSORY|RESTRAINT_FETISH,54,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),RESTRAINT_FETISH,animal_collar;aqua_collar;aqua_sailor_collar;belt_collar;black_collar;black_sailor_collar;blue_collar;blue_sailor_collar;checkered_collar;clerical_collar;collar;collar_chain_(jewelry)
OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|ANATOMY,53,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,ACTION_INTERACTION,ANATOMY,anal_grip;anal_only;biting_breast;biting_nipple;breast_press;breast_rest;breast_smother;breast_sucking;breast_suppress;caressing_testicles;clitoris_pull;cooperative_breast_sucking
OVERLAP|BODY_PART|BODY_ATTRIBUTE|ANATOMY,53,OVERLAP,BODY_PART,BODY_PART,BODY_ATTRIBUTE,ANATOMY,breasts;clitoris;clitoris_slip;colored_anus;colored_nipples;colored_penis;colored_pubic_hair;colored_pussy;dark_nipples;deformed_anus;disembodied_penis;female_pubic_hair
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|NONE,49,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),NONE,applying_another's_makeup;applying_another's_manicure;applying_lipstick;applying_own_makeup;apron_pull;chain_pull;fan_over_face;flower_on_chest;flower_on_face;flower_on_head;flower_on_liquid;flower_on_shoulder
OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|NONE,45,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,ACTION_INTERACTION,NONE,ass_press;asymmetrical_docking;autopaizuri;biting_ass;biting_foreskin;bust_cup;clitoral_stimulation;cloth_glansjob;deepthroat;defloration;foot_worship;foreskin_pull
OVERLAP|ACTION_CONTACT|RESTRAINT_ACTION|NONE,38,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,RESTRAINT_ACTION,NONE,arms_bound_apart;asphyxiation;ball_busting;bound;bound_ankles;bound_arms;bound_calves;bound_feet;bound_fingers;bound_knees;bound_legs;bound_puppy_pose
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|EXPOSURE_INTIMATE,37,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),EXPOSURE_INTIMATE,bra_aside;bra_over_clothes;bra_tug;clothed_male_underwear_female;doll_panty_check;loose_panties;no_bra;open_bra;panties_around_ankles;panties_around_knees;panties_around_one_ankle;panties_around_one_finger
SPECIAL_ONLY|(none)|(none)|EXPLICIT_SEX,37,SPECIAL_ONLY,(none),(none),(none),EXPLICIT_SEX,ass_fuck;ass_onahole;attempted_rape;auto_cunnilingus;blue_plate_special_(sex);broken_rape_victim;creampie;creampie_eating;ear_fuck;electric_onahole;face_fucking;fingering_ass
SPECIAL_ONLY|(none)|(none)|RESTRAINT_FETISH,35,SPECIAL_ONLY,(none),(none),(none),RESTRAINT_FETISH,aqua_blindfold;blindfold_removed;blue_blindfold;bondage_gear;brown_blindfold;cleave_gagged;clit_clamp;clit_leash;clothes_gagged;extreme_fetish;gag_removed;green_blindfold
GENERAL_ONLY|CLOTHING/EVERYDAY|RESTRAINT_FETISH,34,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),RESTRAINT_FETISH,bib_collar;brown_collar;brown_sailor_collar;flower_collar;fluffy_collar;fold-over_collar;frilled_collar;frilled_dress_collar;frilled_sailor_collar;frilled_shirt_collar;fur-trimmed_collar;fur_collar
GENERAL_ONLY|CLOTHING/ACCESSORY|SEXUALIZED_CLOTHING,28,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),SEXUALIZED_CLOTHING,black_garter;black_garter_belt;black_garter_straps;blue_garter;blue_garter_belt;blue_garter_straps;chest_harness;cross-laced_corset;eyepatch_bikini;eyepatch_slingshot_swimsuit;lace-trimmed_garter_belt;lace_garter_belt
GENERAL_ONLY|CLOTHING/COSTUME|NONE,27,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),NONE,african_clothes;ainu_clothes;ancient_egyptian_clothes;ancient_greek_clothes;arabian_clothes;aristocratic_clothes;armor_under_clothes;chocolate_clothes;colombian_clothes;double-breasted;double_gyaru_v;fujimaru_ritsuka_(male)_(cosplay)
OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|NONE,27,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,FLUID_STATE_ACTION,NONE,assisted_peeing;autofacial;cumdrip;cumdump;defecating;drinking_pee;ejaculating_while_penetrated;facial;felching;gokkun;golden_shower;human_toilet
OVERLAP|ACTION_CONTACT|DIRECT_COMPOSITE|ANATOMY,26,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,DIRECT_COMPOSITE,ANATOMY,chocolate_on_nipples;chocolate_on_penis;chocolate_on_pussy;finger_on_nipple;hair_on_penis;hand_on_own_penis;hands_on_penis;penis_in_another's_thighhigh;penis_in_glove;penis_in_unworn_legwear;penis_on_ass;penis_on_face
GENERAL_ONLY|ACTION_CONTACT|NONE,25,GENERAL_ONLY,ACTION_CONTACT,ACTION_CONTACT,(none),NONE,too_many_in_mouth;umbrella_riding;unlit_cigarette_in_mouth;unplugged;unwrapping;vaping;ventriloquism;volleyball_(sport);wading;waking_another;waking_up;warming
OVERLAP|ACTION_CONTACT|(none)|NONE,25,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),NONE,arms_bound_above_head;assisted_object_insertion;ball_insertion;bound_leg;bound_thumbs;bound_wings;cable_insertion;dilation_insertion;double_insertion;foreskin_insertion;hogtie_carry;imminent_pegging
GENERAL_ONLY|OBJECT_PROP/FOOD|NONE,24,GENERAL_ONLY,OBJECT_PROP/FOOD,OBJECT_PROP,(none),NONE,bucket_of_milk;chocolate-covered_food;chocolate_milk;coffee_milk;condensed_milk;dango_milk_(genshin_impact);double-decker_hamburger_bun;double_popsicle;fried_egg_on_toast;ice_cream_cone_on_head;ice_cream_on_face;lon_lon_milk
OVERLAP|ACTION_CONTACT|(none)|ANATOMY,23,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),ANATOMY,anal_object_extraction;bound_testicles;breast-to-pectoral_docking;clitoris_chain;clitoris_tweak;foot_pussy;nipple_flick;nipple_object_insertion;nipple_push;nipple_rub_through_clothes;nipple_stimulation_through_clothes;penis_rest
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,22,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,NONE,after_gangbang;after_insertion;after_peeing;after_tribadism;after_vaginal;dirty_talk;forced;forniphilia;imminent_bestiality;imminent_facesitting;imminent_gangbang;imminent_vaginal
OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,22,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,POSE_COMPOSITION,NONE,69;amazon_position;boy_on_top;breeding_mount;doggystyle;full_nelson;girl_on_top;holding_another's_legs_back;holding_own_legs_back;mating_press;missionary;mounting
OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,22,OVERLAP,BODY_PART,BODY_PART,DAMAGE_STATE_ACTION,INJURY,amputee;blood;blood_from_eyes;blood_from_mouth;blood_from_neck;blood_in_mouth;blood_on_arm;blood_on_back;blood_on_chest;blood_on_clothes;blood_on_face;blood_on_feet
GENERAL_ONLY|POSE_MOVEMENT|NONE,20,GENERAL_ONLY,POSE_MOVEMENT,POSE_MOVEMENT,(none),NONE,all_fours;arched_back;bent_over_furniture;hips_in_air;huge_ass_lying_on_couch_pose_(meme);jack-o'_challenge;leg_between_thighs;leg_up;legs_apart;object_on_bulge;over_the_knee;pelvic_thrust
OVERLAP|ACTION_CONTACT|NONHUMAN_INTERACTION|NONE,20,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,NONHUMAN_INTERACTION,NONE,all_the_way_through;animal_insertion;animal_sexualization;bestiality;consensual_tentacles;grabbed_by_tentacles;grabbing_tentacle;hand_on_own_tentacles;holding_tentacle;holding_with_tentacle;knotting;licking_tentacle
OVERLAP|CLOTHING_STATE_EXPOSURE|CLOTHING_EXPOSURE|SEXUALIZED_CLOTHING,19,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CLOTHING_EXPOSURE,SEXUALIZED_CLOTHING,assless_swimsuit;backless_outfit;backless_pants;bikini_around_one_leg;bikini_bottom_aside;bikini_bottom_lift;bikini_bottom_only;bikini_top_lift;bikini_top_only;bikini_top_peek;bikini_visible_through_clothes;leotard_aside
OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,18,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,ACTION_INTERACTION,EXPLICIT_SEX,anilingus;cunnilingus;double_footjob;female_footjob;fingering_from_behind;footjob;footjob_from_behind;footjob_over_clothes;footjob_under_table;footjob_with_boots;footjob_with_footwear;footjob_with_legwear
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|NONE,18,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,NONE,adjusting_clothes;apron_grab;clitoral_stimulation_through_clothes;clothes_grab;cumdrip_through_clothes;grabbing_another's_skirt;head_between_legs;head_between_thighs;head_under_another's_clothes;head_under_skirt;necktie_grab;shirt_pull
OVERLAP|ACTION_CONTACT|RELATION_ROLE_CONTEXT|NONE,18,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RELATION_ROLE_CONTEXT,NONE,adult_baby;compensated_molestation;futa_with_futa;futa_with_male;futa_with_newhalf;implied_yaoi;implied_yuri;mind_control;molestation;oppai_loli;pet_play;pony_play
OVERLAP|BODY_PART|BODY_ATTRIBUTE|NONE,18,OVERLAP,BODY_PART,BODY_PART,BODY_ATTRIBUTE,NONE,backboob;cleft_of_venus;clitoral_hood;clitoral_piercing;extra_penises;flaccid;foreskin;full-package_futanari;futanari;male_futanari;misplaced_genitals;mons_pubis
OVERLAP|BODY_PART|BODY_STATE|NONE,18,OVERLAP,BODY_PART,BODY_PART,BODY_STATE,NONE,ass_freckles;ass_tattoo;bite_mark_on_ass;bruise_on_ass;drugged;erection;huge_ass;inflation;mole_on_ass;mole_on_thigh;ovulation;prolapse
GENERAL_ONLY|BODY_PART|ANATOMY,17,GENERAL_ONLY,BODY_PART,BODY_PART,(none),ANATOMY,aqua_pubic_hair;between_breasts;black_pubic_hair;blonde_pubic_hair;blue_pubic_hair;brown_pubic_hair;landing_strip_pubic_hair;multicolored_pubic_hair;non-pubic_inmon;penis_envy;pink_pubic_hair;pubic_feathers
GENERAL_ONLY|OBJECT_PROP/WEAPON|NONE,17,GENERAL_ONLY,OBJECT_PROP/WEAPON,OBJECT_PROP,(none),NONE,double-barreled_shotgun;double-sided_axe;double-sided_polearm;double_beam_cannon;double_blade;double_bladed_lightsaber;double_soul_(mega_man);extended_magazine;gun_between_thighs;gun_in_another's_mouth;gun_in_own_mouth;gun_on_back
OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,17,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),EXPLICIT_SEX,cunnilingus_through_clothes;double_fingering;footjob_through_footwear;forced_cunnilingus;guided_fingering;guided_footjob;navel_fingering;shared_onahole;standing_anilingus;standing_cunnilingus;standing_footjob;stealth_cunnilingus
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|EXPLICIT_SEX,17,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,EXPLICIT_SEX,after_anilingus;after_cunnilingus;after_fingering;after_footjob;cunnilingus_gesture;fingering_gesture;imminent_bukkake;imminent_cunnilingus;imminent_fingering;implied_after_fingering;implied_anilingus;implied_cunnilingus
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|ANATOMY,17,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_ATTRIBUTE,ANATOMY,anus_peek;areola_slip;breast_cutouts;breast_slip;breasts_out;covered_nipples;covering_nipples;covering_one_nipple;nipple_slip;one_breast_out;penis_out;penis_out_of_frame
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|SEXUALIZED_CLOTHING,17,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,SEXUALIZED_CLOTHING,bikini_briefs;bodysuit;corset;fishnets;frontless_outfit;g-string;garter_straps;highleg_bikini;highleg_one-piece_swimsuit;highleg_shorts;micro_bikini;one-piece_swimsuit_pull
OVERLAP|CLOTHING_STATE_EXPOSURE|(none)|EXPOSURE_INTIMATE,16,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),EXPOSURE_INTIMATE,crotchless_shorts;naked_armor;naked_bowtie;naked_costume;naked_hood;naked_kappougi;naked_poncho;naked_pumpkin;naked_tape;naked_vest;nearly_naked_coat;nearly_naked_shirt
OVERLAP|PERSON_COUNT|RELATION_ROLE_CONTEXT|NONE,16,OVERLAP,PERSON_COUNT,PERSON_COUNT,RELATION_ROLE_CONTEXT,NONE,assertive_female;chikan;cuntboy_with_male;dominatrix;futasub;human_dog;loli;lolidom;newhalf_with_female;newhalf_with_male;newhalf_with_newhalf;onee-loli
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|NONE,15,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,NONE,double_vaginal;fisting;food_insertion;intravaginal_futanari;male_penetrated;mouth_insertion;multiple_insertions;object_insertion;pegging;self_fisting;sounding;tail_insertion
GENERAL_ONLY|PERSON_COUNT|NONE,14,GENERAL_ONLY,PERSON_COUNT,PERSON_COUNT,(none),NONE,after-school_sweets_club_(blue_archive);bisexual_male;blacked_male;cowgirl_(western);dark-skinned_male;giant_male;male_harem;male_yandere;mature_male;multiple_reverse_traps;other_with_male;short_male
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,14,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,above-cleavage_cutout;ball_bra;boyshort_panties;cross_pasties;heart_maebari;heart_pasties;lingerie;maebari;micro_bra;micro_panties;micro_pasties;panties
GENERAL_ONLY|OBJECT_PROP/DAILY|RESTRAINT_FETISH,13,GENERAL_ONLY,OBJECT_PROP/DAILY,OBJECT_PROP,(none),RESTRAINT_FETISH,black_rope;blue_rope;green_rope;jump_rope;orange_rope;pink_rope;purple_rope;red_rope;rope;rope_ladder;shock_collar;white_rope
OVERLAP|CLOTHING_STATE_EXPOSURE|CLOTHING_EXPOSURE|ANATOMY,13,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CLOTHING_EXPOSURE,ANATOMY,anus_cutout;breast_drop;bursting_breasts;clothes_between_breasts;clothes_between_exposed_breasts;covering_anus;covering_breasts;covering_crotch;crotch_cutout;nipple_cutout;partially_visible_vulva;pubic_hair_peek
OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|NONE,13,OVERLAP,OBJECT_PROP,OBJECT_PROP,RESTRAINT_IMPLEMENT,NONE,chastity_belt;chastity_cage;chastity_key;colored_chastity_cage;flat_chastity_cage;flogger;pillory;shackles;small_chastity_cage;spreader_bar;stocks;tube_chastity_cage
OVERLAP|OBJECT_PROP|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,13,OVERLAP,OBJECT_PROP,OBJECT_PROP,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,ball_gag;bit_gag;cleave_gag;dental_gag;gag;handcuffs;knot_gag;leash;plug_gag;stationary_restraints;whip;x-cross_(bdsm)
GENERAL_ONLY|CLOTHING/EVERYDAY|ADULT_ROLE_DEVICE,12,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),ADULT_ROLE_DEVICE,black_bodystocking;black_bustier;blue_bustier;brown_bodystocking;brown_bustier;frilled_bustier;purple_bodystocking;red_bustier;sleeveless_bodystocking;thighband_bodystocking;white_bodystocking;white_bustier
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,12,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CLOTHING_EXPOSURE,ANATOMY,anal_ball_wear;breast_curtain_lift;breast_lift;breast_sucking_through_clothes;grabbed_breast_over_shoulder;head_between_breasts;nipple_tweak_through_clothes;penis_under_another's_clothes;spread_anus_under_clothes;spread_pussy_under_clothes;tail_between_breasts;tattoo_between_breasts
OVERLAP|BODY_PART|FLUID_STATE_ACTION|ANATOMY,12,OVERLAP,BODY_PART,BODY_PART,FLUID_STATE_ACTION,ANATOMY,anal_fluid;excessive_pussy_juice;pussy_juice;pussy_juice_drip;pussy_juice_drip_through_clothes;pussy_juice_in_mouth;pussy_juice_on_face;pussy_juice_on_fingers;pussy_juice_puddle;pussy_juice_stain;pussy_juice_trail;saliva_on_penis
GENERAL_ONLY|CLOTHING/COSTUME|SEXUALIZED_CLOTHING,10,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),SEXUALIZED_CLOTHING,bikini_armor;cover_bikini_girl_(gta_vi)_(cosplay);maid_one-piece_swimsuit;male_playboy_bunny;nontraditional_playboy_bunny;playboy_bunny;playboy_bunny_swimsuit;playboy_bunny_vest;tactical_playboy_bunny;tailcoat_playboy_bunny
OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|NONE,10,OVERLAP,BODY_PART,BODY_PART,DAMAGE_STATE_ACTION,NONE,bleeding;death;disembowelment;dismemberment;headless;intestines;mutilation;organs;severed_head;severed_limb
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|NONE,10,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,NONE,babydoll;bitchsuit;camisole;diaper;gimp_mask;hip_vent;micro_shorts;nightgown;off_shoulder;strapless_bottom
OVERLAP|OBJECT_PROP|IMPLEMENT_OBJECT|NONE,10,OVERLAP,OBJECT_PROP,OBJECT_PROP,IMPLEMENT_OBJECT,NONE,aneros;aphrodisiac;butt_plug;catheter;heart_butt_plug;hitachi_magic_wand;jewel_butt_plug;lotion;lotion_bottle;prostate_massager
OVERLAP|POSE_MOVEMENT|POSE_COMPOSITION|NONE,10,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,POSE_COMPOSITION,NONE,bent_over;legs_over_head;legs_up;on_side;presenting_own_body;spread_eagle_position;spread_legs;squatting_cowgirl_position;upright_straddle;uterus_pose
OVERLAP|BODY_PART|(none)|NONE,9,OVERLAP,BODY_PART,BODY_PART,(none),NONE,between_labia;dark_labia;glans;hymen;long_labia;precum_pool;shibari_marks;squirting_liquid;surprise_deepthroat
OVERLAP|BODY_PART|FLUID_STATE_ACTION|NONE,9,OVERLAP,BODY_PART,BODY_PART,FLUID_STATE_ACTION,NONE,fart;pee;pee_puddle;pee_stain;poop;precum;precum_drip;precum_string;saliva
OVERLAP|BODY_PART|NONHUMAN_INTERACTION|NONE,9,OVERLAP,BODY_PART,BODY_PART,NONHUMAN_INTERACTION,NONE,eyed_tentacle;mechanical_tentacles;mouth_tentacles;tentacle_legs;tentacle_tail;tentacle_tongue;tentacles;tentacles_as_hands;veiny_tentacles
OVERLAP|CLOTHING|(none)|ANATOMY,9,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,(none),ANATOMY,nipple_bells;nipple_jewelry;nipple_ribbon;nipple_sleeves;penis-shaped_jewelry;penis_earrings;penis_ornament;penis_ribbon;pussy_jewelry
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,9,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,blindfold;bondage_outfit;colored_blindfold;gag_chinstrap;lace-trimmed_blindfold;linked_gag;over_the_mouth_gag;over_the_nose_gag;wiffle_gag
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|EXPOSURE_INTIMATE,8,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,adjusting_bra;adjusting_panties;bra_on_head;hand_in_bra;hand_in_own_bra;hand_in_own_panties;hand_in_underwear;panties_cat's_cradle
GENERAL_ONLY|BODY_PART|SEXUALIZED_CLOTHING,8,GENERAL_ONLY,BODY_PART,BODY_PART,(none),SEXUALIZED_CLOTHING,bikini_tan;corset_piercing;see-through_body;see-through_horns;see-through_tail;slingshot_tan;transparent_hand;transparent_wings
