cluster_key,rows,membership,general_path,general_root,generation_family,lex_flags,examples
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|NONE,4,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,RESTRAINT_IMPLEMENT,NONE,cuffs;gimp_suit;nub_chastity_cage;padlocked_chastity_cage
OVERLAP|COLOR_APPEARANCE|DIRECT_COMPOSITE|ANATOMY,4,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,DIRECT_COMPOSITE,ANATOMY,lipstick_mark_on_anus;lipstick_mark_on_penis;lipstick_mark_on_pussy;lipstick_mark_on_testicles
OVERLAP|POSE_MOVEMENT|CLOTHING_EXPOSURE|ANATOMY,4,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,CLOTHING_EXPOSURE,ANATOMY,arm_between_breasts;arm_under_breasts;arms_under_breasts;bouncing_breasts
OVERLAP|STYLE_QUALITY_META|BODY_ATTRIBUTE|ANATOMY,4,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,BODY_ATTRIBUTE,ANATOMY,bad_vulva;censored_anus;censored_nipples;censored_testicles
SPECIAL_ONLY|(none)|(none)|ADULT_ROLE_DEVICE,4,SPECIAL_ONLY,(none),(none),(none),ADULT_ROLE_DEVICE,condom_filling;condoms;porn;prostitute
SPECIAL_ONLY|(none)|(none)|ANATOMY+RESTRAINT_FETISH,4,SPECIAL_ONLY,(none),(none),(none),ANATOMY+RESTRAINT_FETISH,leash_on_penis;penis_gag;pussy_clamp;pussy_clamps
GENERAL_ONLY|(none)|INJURY,3,GENERAL_ONLY,(none),(none),(none),INJURY,iron_blood_(emblem);nightmare_blood_(idolmaster);tears_of_the_tarnished_blood_(e.g.o)
GENERAL_ONLY|(none)|RELATIONSHIP_ROLE,3,GENERAL_ONLY,(none),(none),(none),RELATIONSHIP_ROLE,kono_lolicon_domome;precure_netorare_(meme);siscon
GENERAL_ONLY|(none)|RESTRAINT_FETISH,3,GENERAL_ONLY,(none),(none),(none),RESTRAINT_FETISH,rope_train;sazae-san_food_gag_(meme);whip_the_wimp_girl!!_(project_sekai)
GENERAL_ONLY|(none)|SEXUALIZED_CLOTHING,3,GENERAL_ONLY,(none),(none),(none),SEXUALIZED_CLOTHING,bikini_day;male_swimwear_challenge;playboy_pokemon
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|RESTRAINT_FETISH,3,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),RESTRAINT_FETISH,adjusting_collar;clothes_gag;vine_whip
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPOSURE_INTIMATE,3,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,cumdrip_onto_panties;licking_panties;presenting_removed_panties
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|EXPOSURE_INTIMATE,3,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,holding_bra;holding_panties;holding_underwear
GENERAL_ONLY|CLOTHING/ACCESSORY|EXPOSURE_INTIMATE,3,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),EXPOSURE_INTIMATE,contrast_trim_panties;o-ring_bra;o-ring_panties
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|RESTRAINT_FETISH,3,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),RESTRAINT_FETISH,popped_collar;sailor_collar_lift;unworn_collar
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,ANATOMY,after_anal;anal_invitation;imminent_anal
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RESTRAINT_FETISH,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,RESTRAINT_FETISH,bdsm;imminent_spanking;implied_bondage
OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,FLUID_STATE_ACTION,ANATOMY,cumdrip_from_penis;peeing_on_penis;penis_milking
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|NONE,3,OVERLAP,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,IMPLEMENT_OBJECT,NONE,holding_butt_plug;lube;strap-on
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,ANATOMY,anal_fisting;double_anal;multiple_anal
OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,MULTI_ACTOR_INTERACTION,ANATOMY,cooperative_breast_smother;cooperative_nipple_licking;cooperative_testicle_sucking
OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,POSE_COMPOSITION,ANATOMY,presenting_own_anus;presenting_own_pussy;presenting_penis
OVERLAP|ACTION_CONTACT|REACTION_STATE|NONE,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,REACTION_STATE,NONE,afterglow;fucked_silly;mind_break
OVERLAP|ACTION_CONTACT|SELF_ACTION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,SELF_ACTION,ANATOMY,crotch_rub;spreading_own_anus;spreading_own_pussy
OVERLAP|BODY_PART|NONHUMAN_INTERACTION|ANATOMY,3,OVERLAP,BODY_PART,BODY_PART,NONHUMAN_INTERACTION,ANATOMY,animal_penis;mechanical_penis;penis_tentacle
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|EXPOSURE_INTIMATE,3,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_ATTRIBUTE,EXPOSURE_INTIMATE,cleavage_cutout;topless_female;underboob_cutout
OVERLAP|CLOTHING|NONHUMAN_INTERACTION|NONE,3,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,NONHUMAN_INTERACTION,NONE,living_clothes;tentacle_clothes;tentacle_hair_ornament
OVERLAP|CLOTHING|RESTRAINT_ACTION|NONE,3,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,RESTRAINT_ACTION,NONE,shibari_over_clothes;shibari_under_clothes;shrimp_tie
OVERLAP|OBJECT_PROP|(none)|ANATOMY,3,OVERLAP,OBJECT_PROP,OBJECT_PROP,(none),ANATOMY,nipple_suction_cups;nipple_weights;nipple_zipper
OVERLAP|OBJECT_PROP|(none)|EXPLICIT_SEX,3,OVERLAP,OBJECT_PROP,OBJECT_PROP,(none),EXPLICIT_SEX,body_onahole;character-themed_onahole;silicone_chainsaw_(sex_tool)
OVERLAP|OBJECT_PROP|NONHUMAN_INTERACTION|NONE,3,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,NONHUMAN_INTERACTION,NONE,stinger;suction_cups;suction_tentacles
OVERLAP|POSE_MOVEMENT|RESTRAINT_ACTION|NONE,3,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,RESTRAINT_ACTION,NONE,legs_bound_apart;restrained;reverse_prayer
OVERLAP|STYLE_QUALITY_META|DAMAGE_STATE_ACTION|NONE,3,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,DAMAGE_STATE_ACTION,NONE,body_horror;ero_guro;guro
OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|NONE,3,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,RELATION_ROLE_CONTEXT,NONE,bara;change_in_common_sense;sexualized_chibi
SPECIAL_ONLY|(none)|(none)|RELATIONSHIP_ROLE,3,SPECIAL_ONLY,(none),(none),(none),RELATIONSHIP_ROLE,implied_virgin;lolicon;ntr
GENERAL_ONLY|(none)|ANATOMY,2,GENERAL_ONLY,(none),(none),(none),ANATOMY,iced_latte_with_breast_milk_(meme);lightning_crotch_(meme)
GENERAL_ONLY|(none)|EXPOSURE_INTIMATE,2,GENERAL_ONLY,(none),(none),(none),EXPOSURE_INTIMATE,panties_day;your_bra_strap_is_showing_(meme)
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|EXPLICIT_SEX,2,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),EXPLICIT_SEX,implied_prostitution;mixed-sex_bathing
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ADULT_ROLE_DEVICE,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),ADULT_ROLE_DEVICE,condom_in_hair;condom_on_head
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ANATOMY,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),ANATOMY,hand_on_another's_crotch;hands_on_another's_crotch
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPLICIT_SEX,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),EXPLICIT_SEX,male_prostitution;same-sex_bathing
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|RELATIONSHIP_ROLE,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),RELATIONSHIP_ROLE,imminent_netorare;implied_netorare
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ANATOMY,2,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),ANATOMY,fanning_crotch;shaving_crotch
GENERAL_ONLY|BODY_PART|NONE,2,GENERAL_ONLY,BODY_PART,BODY_PART,(none),NONE,knee_boobs;powerful_ass
GENERAL_ONLY|CLOTHING/ACCESSORY|RESTRAINT_FETISH,2,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),RESTRAINT_FETISH,rope_belt;rope_necklace
GENERAL_ONLY|CLOTHING/COSTUME|EXPOSURE_INTIMATE,2,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),EXPOSURE_INTIMATE,claw_bra;sailor_moon_narikiri_bra_set
GENERAL_ONLY|CLOTHING/EVERYDAY|RELATIONSHIP_ROLE,2,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),RELATIONSHIP_ROLE,backwards_virgin_killer_sweater;evolved_virgin_killer_sweater
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ADULT_ROLE_DEVICE,2,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),ADULT_ROLE_DEVICE,bodystocking_only;torn_bodystocking
OVERLAP|(none)|(none)|ANATOMY,2,OVERLAP,(none),(none),(none),ANATOMY,game_controller_nipples_(meme);nipple_guessing_game_(meme)
OVERLAP|(none)|MULTI_ACTOR_INTERACTION|NONE,2,OVERLAP,(none),(none),MULTI_ACTOR_INTERACTION,NONE,love_train;shimaidon
OVERLAP|(none)|NONHUMAN_INTERACTION|NONE,2,OVERLAP,(none),(none),NONHUMAN_INTERACTION,NONE,kankaku_shadan;mindflayer
OVERLAP|ACTION_CONTACT|(none)|EXPOSURE_INTIMATE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,cleavage_cutout_tug;spread_cleavage
OVERLAP|ACTION_CONTACT|(none)|REPRO,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),REPRO,mutual_impregnation;requesting_impregnation
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,nude_modeling;rear_naked_choke
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|RESTRAINT_FETISH,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,RESTRAINT_FETISH,collar_grab;collar_tug
OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|NONE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,DAMAGE_STATE_ACTION,NONE,decapitation;necrophilia
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ADULT_ROLE_DEVICE+ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,ADULT_ROLE_DEVICE+ANATOMY,condom_on_nipples;condom_on_penis
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,ANATOMY,anal_beads;anal_tail
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|EXPLICIT_SEX,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,EXPLICIT_SEX,fingering;urethral_fingering
OVERLAP|ACTION_CONTACT|MACHINE_STRUCTURED|NONE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,MACHINE_STRUCTURED,NONE,milking_machine;riding_machine
OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|EXPLICIT_SEX,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,MULTI_ACTOR_INTERACTION,EXPLICIT_SEX,cooperative_footjob;mutual_fingering
OVERLAP|ACTION_CONTACT|NONHUMAN_INTERACTION|ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,NONHUMAN_INTERACTION,ANATOMY,pussy_tentacle;tentacle_on_penis
OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RESTRAINT_IMPLEMENT,ANATOMY+RESTRAINT_FETISH,clitoris_clamp;clitoris_leash
OVERLAP|BODY_PART|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,2,OVERLAP,BODY_PART,BODY_PART,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,full_cleavage;toe_cleavage
OVERLAP|BODY_PART|CONTEXT_MODIFIER|NONE,2,OVERLAP,BODY_PART,BODY_PART,CONTEXT_MODIFIER,NONE,implied_erection;implied_futanari
OVERLAP|BODY_PART|REPRO_BODY_STATE|NONE,2,OVERLAP,BODY_PART,BODY_PART,REPRO_BODY_STATE,NONE,cervix;uterus
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_ATTRIBUTE,NONE,cameltoe;sideboob
OVERLAP|CLOTHING_STATE_EXPOSURE|DIRECT_COMPOSITE|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,DIRECT_COMPOSITE,NONE,erection_under_blanket;erection_under_towel
OVERLAP|CLOTHING_STATE_EXPOSURE|RESTRAINT_ACTION|RESTRAINT_FETISH,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,RESTRAINT_ACTION,RESTRAINT_FETISH,gagged;leash_pull
OVERLAP|CLOTHING_STATE_EXPOSURE|SCENE_CONTEXT|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,SCENE_CONTEXT,NONE,public_nudity;zenra
OVERLAP|CLOTHING|(none)|RESTRAINT_FETISH,2,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,(none),RESTRAINT_FETISH,blindfold_mask;tape_blindfold
OVERLAP|CLOTHING|BODY_ATTRIBUTE|ANATOMY,2,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,BODY_ATTRIBUTE,ANATOMY,nipple_tag;nipple_tassels
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|ADULT_ROLE_DEVICE,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,ADULT_ROLE_DEVICE,bodystocking;bustier
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|EXPLICIT_SEX,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,EXPLICIT_SEX,fuck-me_clothes;fuck-me_shirt
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|RELATIONSHIP_ROLE,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,RELATIONSHIP_ROLE,virgin_destroyer_sweater;virgin_killer_sweater
OVERLAP|CLOTHING|POSE_COMPOSITION|NONE,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,POSE_COMPOSITION,NONE,downpants;top-down_bottom-up
OVERLAP|COMPOSITION_CAMERA|POSE_COMPOSITION|NONE,2,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,POSE_COMPOSITION,NONE,ass_focus;futanari_pov
OVERLAP|EXPRESSION_EMOTION|FLUID_STATE_ACTION|NONE,2,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,FLUID_STATE_ACTION,NONE,drooling;have_to_pee
OVERLAP|EXPRESSION_EMOTION|REACTION_STATE|NONE,2,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,REACTION_STATE,NONE,naughty_face;torogao
OVERLAP|GAZE_ORIENTATION|ACTION_INTERACTION|ANATOMY,2,OVERLAP,GAZE_ORIENTATION,GAZE_ORIENTATION,ACTION_INTERACTION,ANATOMY,looking_at_penis;looking_at_pussy
OVERLAP|LIVING_NATURE|NONHUMAN_INTERACTION|NONE,2,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,NONHUMAN_INTERACTION,NONE,octopus_boy;scylla
OVERLAP|LIVING_NATURE|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,2,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,improvised_gag;spider_gag
OVERLAP|OBJECT_PROP|CLOTHING_EXPOSURE|NONE,2,OVERLAP,OBJECT_PROP,OBJECT_PROP,CLOTHING_EXPOSURE,NONE,armbinder;towel_slip
OVERLAP|OBJECT_PROP|IMPLEMENT_OBJECT|EXPLICIT_SEX,2,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,IMPLEMENT_OBJECT,EXPLICIT_SEX,onahole;used_onahole
OVERLAP|PERSON_COUNT|MULTI_ACTOR_INTERACTION|NONE,2,OVERLAP,PERSON_COUNT,PERSON_COUNT,MULTI_ACTOR_INTERACTION,NONE,fivesome;foursome
OVERLAP|PERSON_COUNT|NONHUMAN_INTERACTION|NONE,2,OVERLAP,PERSON_COUNT,PERSON_COUNT,NONHUMAN_INTERACTION,NONE,squid_girl;tentacle_girl
OVERLAP|PLACE_BACKGROUND|SCENE_CONTEXT|NONE,2,OVERLAP,PLACE_BACKGROUND,PLACE_BACKGROUND,SCENE_CONTEXT,NONE,glory_wall;walk-in
OVERLAP|POSE_MOVEMENT|CLOTHING_EXPOSURE|NONE,2,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,CLOTHING_EXPOSURE,NONE,ass_lift;bouncing_ass
OVERLAP|POSE_MOVEMENT|DIRECT_COMPOSITE|ANATOMY,2,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,DIRECT_COMPOSITE,ANATOMY,ofuda_on_nipples;ofuda_on_pussy
SPECIAL_ONLY|(none)|(none)|ANATOMY+EXPLICIT_SEX,2,SPECIAL_ONLY,(none),(none),(none),ANATOMY+EXPLICIT_SEX,anal_creampie;nipple_fuck
SPECIAL_ONLY|(none)|(none)|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,2,SPECIAL_ONLY,(none),(none),(none),EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,assless_panties;transparent_cleavage
SPECIAL_ONLY|(none)|(none)|NONE,2,SPECIAL_ONLY,(none),(none),(none),NONE,cock-tail;mushikan
GENERAL_ONLY|(none)|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,(none),(none),(none),ADULT_ROLE_DEVICE,italian_senate_porn_livestream_(meme)
GENERAL_ONLY|(none)|EXPLICIT_SEX,1,GENERAL_ONLY,(none),(none),(none),EXPLICIT_SEX,sex_ed
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),ADULT_ROLE_DEVICE,buying_condoms
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|ANATOMY,1,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),ANATOMY,face_in_crotch
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),ADULT_ROLE_DEVICE,holding_condom
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|SEXUALIZED_CLOTHING,1,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),SEXUALIZED_CLOTHING,bikini_in_mouth
GENERAL_ONLY|BODY_PART|EXPOSURE_INTIMATE,1,GENERAL_ONLY,BODY_PART,BODY_PART,(none),EXPOSURE_INTIMATE,pectoral_cleavage
GENERAL_ONLY|BODY_PART|RELATIONSHIP_ROLE,1,GENERAL_ONLY,BODY_PART,BODY_PART,(none),RELATIONSHIP_ROLE,muscular_uke
GENERAL_ONLY|BODY_PART|RESTRAINT_FETISH,1,GENERAL_ONLY,BODY_PART,BODY_PART,(none),RESTRAINT_FETISH,whip_marks
GENERAL_ONLY|CLOTHING/ACCESSORY|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),ADULT_ROLE_DEVICE,condom_belt
GENERAL_ONLY|CLOTHING/COSTUME|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),ADULT_ROLE_DEVICE,divine_bustier_(dq)
GENERAL_ONLY|CLOTHING/COSTUME|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,1,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,gravure_swimsuit_(idolmaster)
GENERAL_ONLY|CLOTHING/COSTUME|RESTRAINT_FETISH,1,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),RESTRAINT_FETISH,armored_collar
