proposed_special_id,canonical_tag,canonical_aliases,frozen_post_count_2026_09_02,live_post_count,proposed_layer,display_ja,search_ja,kind_id,body_site_ids,theme_ids,concept_area,live_tag_id,live_validation_status,ja_status,duplicate_guard,proposal_status,source_issue94_commit,notes
2800,mole_on_breast,,58430,58976,Core,胸のほくろ,乳房のほくろ,BODY_STATE,BREAST_NIPPLE,,SPECIAL_INTIMATE_ADORNMENT_STATE,554098,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_INTIMATE_ADORNMENT_STATE
2801,bikini_top_only,bikini_top,43620,43765,Core,ビキニトップのみ,上だけビキニ|ビキニ上だけ,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1411175,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2802,bouncing_breasts,,38896,39245,Core,揺れる胸,胸揺れ|乳房が揺れる,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,394368,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2803,breasts_squeezed_together,breast_squeeze|breasts_squeeze,37542,37885,Core,寄せられた胸,胸を寄せる|乳房を寄せる|胸が押し合う,BODY_STATE,BREAST_NIPPLE,,SPECIAL_BODY_RELATION_STATE,1874884,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2804,huge_ass,thick_ass|big_ass|big_butt,36503,36984,Core,巨大な尻,巨尻|大きな尻|巨大なお尻,BODY_STATE,BUTTOCK_ANAL,,GENERAL_OTHER,397155,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2805,hand_between_own_legs,hand_between_own_thighs|hand_between_thighs|arm_between_own_legs|hand_between_legs,36500,36660,Core,自分の脚の間に手,自分の太ももの間に手|脚の間に手,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,2609291,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2806,blood_on_clothes,bloody_clothes|blood-stained_clothes,35529,35857,Core,服に血,血まみれの服|血の付いた服|血染めの服,FLUID_EXCRETION,,INJURY_R18G,SPECIAL_R18G_BODY_STATE,576287,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_R18G_BODY_STATE
2807,arm_under_breasts,,34473,34675,Core,胸の下に腕,乳房の下に腕,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,530962,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2808,midriff_peek,stomach_peek|belly_peek,31330,31656,Core,腹部チラ見せ,お腹チラ|腹チラ|腹部ちら見え,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1339640,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2809,pov_crotch,,31126,31728,Core,一人称視点の自分の股間,股間POV|一人称視点の股間|自分の股間が見えるPOV,POSE_SCENE,,,GENERAL_OTHER,640872,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2810,crotch_seam,,29610,29765,Core,股間の縫い目,クロッチシーム|股部分の縫い目,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,713203,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2811,highleg_panties,,28671,28799,Core,ハイレグショーツ,ハイレグパンティ|ハイレグ下着,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,420598,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2812,hanging_breasts,hanging_boob|hangingboob,27904,28180,Core,垂れ下がる胸,垂れた胸|下垂した胸|垂れ乳,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,297980,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2813,panties_around_one_leg,panties_around_leg|/paol,27261,27365,Core,片脚に引っかかったパンティ,片脚にパンティ|パンティを片脚に掛ける,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,397574,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2814,highleg_one-piece_swimsuit,,26852,27152,Core,ハイレグワンピース水着,ハイレグ競泳水着|ハイレグ一体型水着,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,2066191,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2815,highleg_bikini,,23531,23701,Core,ハイレグビキニ,ハイカットビキニ,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,472448,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2816,clothes_between_breasts,clothing_between_breasts,18555,18675,Core,胸の間に服,乳房の間に服|胸の谷間に服,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,670641,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2817,micro_shorts,,18389,18544,Core,マイクロショーツ,極小ショートパンツ|超短いショーツ,CLOTHING_EXPOSURE,,,SPECIAL_GARMENT_SUBTYPE,643811,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_GARMENT_SUBTYPE
2818,blood_on_hand,blood_on_hands|blood_on_fingers|bloody_hands|bloody_fingers,18256,18433,Core,手に血,血まみれの手|手の血|指に血,FLUID_EXCRETION,,INJURY_R18G,GENERAL_OBJECT_OR_ACTION_PLACEMENT,653240,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2819,gigantic_breasts,gigantic_breast,16189,16410,Core,超巨大な胸,超巨乳|巨大乳房|極端に大きな胸,BODY_STATE,BREAST_NIPPLE,,BOUNDARY_CONCEPT,422654,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2820,arms_under_breasts,,14767,14849,Core,胸の下に両腕,乳房の下に両腕,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,530963,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2821,breast_rest,,12595,12711,Core,胸を乗せる,胸乗せ|乳房を乗せる|胸を置く,ACTION_CONTACT,BREAST_NIPPLE,,BOUNDARY_CONCEPT,391251,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2822,blood_from_mouth,bloody_mouth|mouthbleed,12426,12580,Core,口から出血,口から血|口元から出血,FLUID_EXCRETION,MOUTH_ORAL,INJURY_R18G,SPECIAL_R18G_BODY_STATE,616844,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_R18G_BODY_STATE
2823,bikini_bottom_only,bikini_bottom,11780,11869,Core,ビキニボトムのみ,下だけビキニ|ビキニ下だけ,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1732562,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2824,bra_visible_through_clothes,bra_through_clothes,11756,11854,Core,服越しに見えるブラ,服から透けるブラ|服越しのブラ|ブラが服越しに見える,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1576265,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2825,hand_on_own_ass,hand_on_ass,10594,10676,Core,自分の尻に手,自分のお尻に手|尻に手を置く,ACTION_CONTACT,BUTTOCK_ANAL,,SPECIAL_BODY_RELATION_STATE,665797,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2826,sagging_breasts,,10045,10164,Core,垂れた胸,下垂乳|垂れ乳|胸の下垂,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,596219,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2827,grabbing_own_ass,,9301,9343,Core,自分の尻を掴む,自分のお尻を掴む|尻掴み,ACTION_CONTACT,BUTTOCK_ANAL,,SPECIAL_BODY_RELATION_STATE,684687,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2828,breast_lift,,9093,9147,Core,胸を持ち上げる,乳房を持ち上げる|胸上げ,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,398219,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2829,mole_on_thigh,,8976,9093,Core,太もものほくろ,腿のほくろ,BODY_STATE,,,SPECIAL_INTIMATE_ADORNMENT_STATE,1316609,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_INTIMATE_ADORNMENT_STATE
2830,breast_tattoo,tattooed_breast,8521,8677,Core,胸のタトゥー,乳房の刺青|胸の刺青,BODY_STATE,BREAST_NIPPLE,,SPECIAL_INTIMATE_ADORNMENT_STATE,1390670,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_INTIMATE_ADORNMENT_STATE
2831,bursting_breasts,,8434,8473,Core,はち切れそうな胸,服からはみ出す胸|はち切れそうな乳房,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,407913,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2832,breast_suppress,,8344,8391,Core,胸を押さえつける,胸を圧迫する|乳房を押さえる|胸を押さえ込む,ACTION_CONTACT,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,405981,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,"Issue96 semantic correction: breast_suppress is an action/contact concept, not clothing/exposure"
2833,armpit_peek,,8023,8050,Core,脇チラ,脇のチラ見せ|脇がちら見え,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1356896,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2834,tail_through_clothes,tail_slit_clothes|tail_cutout,7638,7676,Core,服から突き出る尻尾,服を貫く尻尾|服から出る尻尾,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1227710,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2835,bikini_top_lift,bikini_lift,7366,7408,Core,ビキニトップを持ち上げる,ビキニ上をめくる|ビキニトップ上げ,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,849024,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2836,grabbing_another's_thighs,holding_another's_thighs,7269,7352,Core,他人の太ももを掴む,相手の太ももを掴む|他人の腿を掴む,ACTION_CONTACT,,,SPECIAL_BODY_RELATION_STATE,2156137,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2837,framed_breasts,,7268,7362,Core,胸を囲む構図,胸をフレーミング|乳房を囲む構図,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,560040,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2838,hand_under_clothes,hands_under_clothes,7084,7120,Core,服の中に手,服の下に手|服の内側に手,ACTION_CONTACT,,,GENERAL_OBJECT_OR_ACTION_PLACEMENT,458711,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2839,unaligned_breasts,,6846,6902,Core,左右ずれた胸,胸の位置がずれている|非対称な胸|左右で位置の違う胸,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,582680,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2840,blood_from_eyes,bloody_tears|crying_blood|blood_tears,4970,5005,Core,目から出血,目から血|血の涙|血涙,FLUID_EXCRETION,,INJURY_R18G,SPECIAL_R18G_BODY_STATE,1298471,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_R18G_BODY_STATE
2841,cloth_gag,otm_gag,4746,4879,Core,布製の猿轡,布ギャグ|布の猿轡|布製ギャグ,TOOL_OBJECT,MOUTH_ORAL,BDSM_RESTRAINT,SPECIAL_BDSM_RESTRAINT,1282898,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,Issue96 bounded human taxonomy resolution; semantic home chosen independently from body/theme facets
2842,head_between_breasts,head_in_breasts,4475,4518,Core,胸の間に頭,乳房の間に頭|胸に頭を挟む,CLOTHING_EXPOSURE,BREAST_NIPPLE,,SPECIAL_EXPOSURE_CLOTHING_STATE,582361,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
2843,mole_on_ass,,3593,3640,Core,尻のほくろ,お尻のほくろ,BODY_STATE,BUTTOCK_ANAL,,SPECIAL_INTIMATE_ADORNMENT_STATE,1259138,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_INTIMATE_ADORNMENT_STATE
2844,blood_on_arm,bloody_arm,3449,3515,Core,腕に血,血まみれの腕|腕の血,FLUID_EXCRETION,,INJURY_R18G,SPECIAL_R18G_BODY_STATE,1353857,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_R18G_BODY_STATE
2845,tail_around_own_leg,,3398,3440,Core,自分の脚に巻き付く尻尾,自分の足に巻く尻尾|脚に巻き付いた尻尾,CLOTHING_EXPOSURE,,,SPECIAL_EXPOSURE_CLOTHING_STATE,1908338,PASS_CURRENT_GENERAL_CANONICAL,PROPOSED_HUMAN,CURRENT_SPECIAL_GAP_PASS,PREP_READY_FOR_DEV_REVIEW,b505f34956dc60e189e8c749fbe0cb187ad5154e,direct concept-area mapping: SPECIAL_EXPOSURE_CLOTHING_STATE
