special_id,v1_primary,v1_secondary,candidate_kind,candidate_body_sites,candidate_themes,review_class,severity,review_note
951,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
962,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
974,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1005,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,`body onahole` のidentityが身体変形・人体を器具化した表現・性具概念のどれを主閲覧意図とするか現行説明だけでは確定できない。
1009,NONHUMAN_TENTACLE_TRANSFORMATION,BODY_ANATOMY>BUTTOCK_ANUS,異形・変形,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1027,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,`poking penis` のidentityが陰茎形状・接触行為・構図のどれを主閲覧意図とするか現行説明だけでは確定できない。
1028,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,`penis face` のidentityが構図・身体変形・接触関係のどれを主閲覧意図とするか現行説明だけでは確定できない。
1035,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1059,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1066,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1074,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1084,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,`arm slave (mecha)` の実identity/日本語説明が不明瞭。旧説明だけでUI経路を確定しない。
1089,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1119,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1123,BODY_ANATOMY>BODY_ADORNMENT_MARK,BODY_ANATOMY>BUTTOCK_ANUS,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1128,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,sex hair: browse intent unclear
1158,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1194,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,CONTACT_INSERTION_BODY_SITE>EXTERNAL_CONTACT,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1216,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1225,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1227,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,`cum on fourth wall` は物理付着/メタ演出のどちらを主閲覧にするか要追加確認。
1252,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,surface lacks covered meaning of target covered_nipples
1253,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,surface lacks covered meaning of target covered_nipples
1255,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,surface lacks covered meaning of target covered_nipples
1256,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,surface lacks covered meaning of target covered_nipples
1285,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,pussy veil -> pelvic_curtain needs canonical context
1308,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,gang rape adds non-consent absent from target gangbang
1344,FLUID_EXCRETION_SOILING,BODY_ANATOMY>BUTTOCK_ANUS,体液・排泄,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1349,POSE_POSITION_COMPOSITION,BODY_ANATOMY>BUTTOCK_ANUS,ポーズ・構図・場面,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1350,POSE_POSITION_COMPOSITION,BODY_ANATOMY>BUTTOCK_ANUS,ポーズ・構図・場面,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1355,NUDITY_CLOTHING_EXPOSURE>PARTIAL_EXPOSURE,BODY_ANATOMY>BUTTOCK_ANUS,衣服・露出,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1400,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1459,POSE_POSITION_COMPOSITION,BODY_ANATOMY>BUTTOCK_ANUS,ポーズ・構図・場面,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1475,SEXUAL_ACTIVITY_STIMULATION>ORAL_ACTIVITY,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,口・口内 | 臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1558,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1577,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,surface says erect nipples but canonical target is covered_nipples
1580,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1581,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1582,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1583,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1608,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,naughty smile should not be forced into META_RATING or SITUATION_SCENE
1650,SEXUAL_ACTIVITY_STIMULATION>ORAL_ACTIVITY,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,口・口内 | 臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1651,SEXUAL_ACTIVITY_STIMULATION>ORAL_ACTIVITY,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,口・口内 | 臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1652,SEXUAL_ACTIVITY_STIMULATION>RUBBING_GRINDING,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1653,SEXUAL_ACTIVITY_STIMULATION>RUBBING_GRINDING,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1654,SEXUAL_ACTIVITY_STIMULATION>RUBBING_GRINDING,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1741,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,gagging can be sexual or non-sexual; source itself recommends sexual-tag context
1743,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,bj is an abbreviation with known false-positive risk outside sexual context
1757,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,doggy is a sexual-position shorthand in this source but is ambiguous as a standalone browse term
1758,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,gaping does not identify a stable body site or act without context
1759,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,generic prolapse lacks a body site and may be medical rather than sexual
1763,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,shit is also a general profanity; do not force the excretion shelf without context
1789,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,castration is also a legitimate medical procedure; do not force the R18G shelf without context
1790,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,orchiectomy is also a legitimate medical procedure; do not force the R18G shelf without context
1791,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,generic gape does not identify which body site is being browsed
1793,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,hysterectomy is also a legitimate medical procedure; do not force the R18G shelf without context
1794,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,oophorectomy is also a legitimate medical procedure; do not force the R18G shelf without context
1795,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,salpingectomy is also a legitimate medical procedure; do not force the R18G shelf without context
1797,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,insert is a general verb and does not identify a stable sexual browse path without context
1798,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,penetrate is a general verb and does not identify a stable sexual browse path without context
1802,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,vibe is a general word/slang outside vibrator context
1803,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,load is a common general word as well as semen/ejaculation slang
1804,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,spunk has non-sexual/general meanings in addition to semen slang
1808,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,coming is a general word as well as orgasm slang
1809,SEXUAL_ACTIVITY_STIMULATION>IMPLIED_GESTURE,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1810,NUDITY_CLOTHING_EXPOSURE>PARTIAL_EXPOSURE,BODY_ANATOMY>BUTTOCK_ANUS,衣服・露出,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
1818,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES | BODY_ANATOMY>FEMALE_GENITAL,道具・物,女性器,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1819,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES | BODY_ANATOMY>BREAST_NIPPLE,道具・物,乳房・乳首,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1845,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
1863,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,all the way through does not identify tentacles or a stable body site without context
1954,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,tied up is placed in BDSM source but canonical target is tied_up_(nonsexual); do not force a BDSM browse path
2005,BODY_ANATOMY>INTERNAL_ANATOMY,BODY_ANATOMY>BUTTOCK_ANUS,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2043,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,balls can resolve outside anatomy without canonical context
2069,TOOLS_TOYS_MACHINES,BODY_ANATOMY>BUTTOCK_ANUS,道具・物,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2071,NUDITY_CLOTHING_EXPOSURE>CUTOUT_OPENING,BODY_ANATOMY>BUTTOCK_ANUS,衣服・露出,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2140,POSE_POSITION_COMPOSITION,BODY_ANATOMY>BUTTOCK_ANUS,ポーズ・構図・場面,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2187,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,breeding can be sexual/reproductive or ordinary animal husbandry; do not force a sexual browse path without context
2317,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,wringing clothes should not be forced into SITUATION_SCENE
2353,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,minor can mean underage or simply lesser/smaller; do not force an age-role path without context
2359,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2501,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,whipping hair should not be forced into META_RATING or SITUATION_SCENE
2523,NUDITY_CLOTHING_EXPOSURE>PARTIAL_EXPOSURE,BODY_ANATOMY>BUTTOCK_ANUS,衣服・露出,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2540,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2638,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2660,POSE_POSITION_COMPOSITION,BODY_ANATOMY>BUTTOCK_ANUS,ポーズ・構図・場面,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2689,BONDAGE_BDSM_DOMINATION>PAIN_TORTURE,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,臀部・肛門（暫定）,拘束・BDSM,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2690,BONDAGE_BDSM_DOMINATION>PAIN_TORTURE,BODY_ANATOMY>BUTTOCK_ANUS,行為・接触,臀部・肛門（暫定）,拘束・BDSM,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2702,NUDITY_CLOTHING_EXPOSURE>CUTOUT_OPENING,BODY_ANATOMY>BUTTOCK_ANUS,衣服・露出,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2737,BONDAGE_BDSM_DOMINATION>CHASTITY_CONTROL,TOOLS_TOYS_MACHINES,道具・物,,拘束・BDSM,REVIEW_MIXED_FAMILY,FAMILY_REVIEW,CHASTITY_CONTROL mixes device/state/control concepts
2767,BODY_ANATOMY>BUTTOCK_ANUS,,身体・状態,臀部・肛門（暫定）,,SITE_FACET_AUDIT,FACET_AUDIT,BUTTOCK_ANUS v1 route conflates buttock and anus
2770,,,,,,REVIEW_V1_UNRESOLVED,BLOCKING,serving tray (bdsm) lacks enough evidence for a stable primary browse path
