identity_key,general_path,general_confidence,lex_flags,cluster_key,cluster_size,phase
pinching_another's_belly,ACTION_CONTACT/INTERACTION,HIGH,NONE,ACTION_CONTACT/INTERACTION|NONE,1860,HOLDOUT
bubble_tea_challenge,ACTION_CONTACT/INTERACTION,HIGH,NONE,ACTION_CONTACT/INTERACTION|NONE,1860,HOLDOUT
spraying,ACTION_CONTACT/INTERACTION,HIGH,NONE,ACTION_CONTACT/INTERACTION|NONE,1860,HOLDOUT
fingers_between_toes,ACTION_CONTACT/INTERACTION,HIGH,NONE,ACTION_CONTACT/INTERACTION|NONE,1860,HOLDOUT
feet_on_chair,ACTION_CONTACT/INTERACTION,HIGH,NONE,ACTION_CONTACT/INTERACTION|NONE,1860,HOLDOUT
dragon_tattoo,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,DISCOVERY
camel_ears,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,DISCOVERY
tattoo_sleeve,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,DISCOVERY
skin_seams,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,DISCOVERY
split-color_skin,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,DISCOVERY
sperm_cell,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,DISCOVERY
sweat_stain,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,HOLDOUT
toe_seam,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,HOLDOUT
deformed,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,HOLDOUT
freckles,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,HOLDOUT
x_mouth,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,HOLDOUT
crab_claw,BODY_PART,HIGH,NONE,BODY_PART|NONE,1708,HOLDOUT
aventail,CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,DISCOVERY
tamamo_cat_(fate)_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,DISCOVERY
cammy_white_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,DISCOVERY
jeanne_d'arc_alter_santa_lily_(fate)_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,DISCOVERY
aigis_(fate),CLOTHING/COSTUME,MEDIUM,NONE,CLOTHING/COSTUME|NONE,1219,DISCOVERY
fujimaru_ritsuka_(female)_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,DISCOVERY
choir_outfit_(utdr),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,HOLDOUT
armet,CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,HOLDOUT
fujiwara_no_mokou_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,HOLDOUT
mogador_(azur_lane)_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,HOLDOUT
aris_(blue_archive)_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,HOLDOUT
scamp_(kancolle)_(cosplay),CLOTHING/COSTUME,HIGH,NONE,CLOTHING/COSTUME|NONE,1219,HOLDOUT
repeating_crossbow,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,DISCOVERY
possibility_of_puberty_(sword),OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,DISCOVERY
magic_bullet_(e.g.o),OBJECT_PROP/WEAPON,MEDIUM,NONE,OBJECT_PROP/WEAPON|NONE,1054,DISCOVERY
hacksaw,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,DISCOVERY
javelin_(spear),OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,DISCOVERY
sword_of_the_creator,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,DISCOVERY
pk_machine_gun,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,HOLDOUT
m60_(machine_gun),OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,HOLDOUT
bullet,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,HOLDOUT
nameless_axe-sword_(fate),OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,HOLDOUT
needle_sword,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,HOLDOUT
crowbar,OBJECT_PROP/WEAPON,HIGH,NONE,OBJECT_PROP/WEAPON|NONE,1054,HOLDOUT
crosshatching,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,DISCOVERY
missing_poster,STYLE_QUALITY_META,MEDIUM,NONE,STYLE_QUALITY_META|NONE,950,DISCOVERY
ganbare!_nakamura-kun!!_cover_parody,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,DISCOVERY
gustav_klimt_(style),STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,DISCOVERY
sketch_inset,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,DISCOVERY
stereogram,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,DISCOVERY
jikkyou_powerful_pro_yakyuu_(style),STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,HOLDOUT
official_art_inset,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,HOLDOUT
video_game_cover,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,HOLDOUT
flourish_(design),STYLE_QUALITY_META,MEDIUM,NONE,STYLE_QUALITY_META|NONE,950,HOLDOUT
tape_censor,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,HOLDOUT
cinderella_girls_card_parody,STYLE_QUALITY_META,HIGH,NONE,STYLE_QUALITY_META|NONE,950,HOLDOUT
fruit_basket,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,DISCOVERY
soju,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,DISCOVERY
mint,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,DISCOVERY
soft_serve,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,DISCOVERY
fruit_tart,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,DISCOVERY
wasabi,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,DISCOVERY
sponge_cake,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,HOLDOUT
pancake,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,HOLDOUT
taiyaki,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,HOLDOUT
cheese_wheel,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,HOLDOUT
mont_blanc_(food),OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,HOLDOUT
surstromming,OBJECT_PROP/FOOD,HIGH,NONE,OBJECT_PROP/FOOD|NONE,803,HOLDOUT
pump_action,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,DISCOVERY
holding_manga,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,DISCOVERY
trigger_discipline,ACTION_CONTACT/OBJECT_USE,MEDIUM,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,DISCOVERY
holding_pointer,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,DISCOVERY
fan_to_mouth,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,DISCOVERY
applying_lipstick,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,DISCOVERY
object_behind_ear,ACTION_CONTACT/OBJECT_USE,MEDIUM,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,HOLDOUT
holding_puzzle_piece,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,HOLDOUT
biting_coin,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,HOLDOUT
holding_stethoscope,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,HOLDOUT
holding_ice_cream,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,HOLDOUT
holding_fruit,ACTION_CONTACT/OBJECT_USE,HIGH,NONE,ACTION_CONTACT/OBJECT_USE|NONE,754,HOLDOUT
other_with_other,PERSON_COUNT,HIGH,NONE,PERSON_COUNT|NONE,745,DISCOVERY
female_orc,PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,DISCOVERY
nazi,PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,DISCOVERY
mixed_maids,PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,DISCOVERY
goalkeeper,PERSON_COUNT,HIGH,NONE,PERSON_COUNT|NONE,745,DISCOVERY
elephant_boy,PERSON_COUNT,HIGH,NONE,PERSON_COUNT|NONE,745,DISCOVERY
nontraditional_miko,PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,HOLDOUT
boc'z_(umamusume),PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,HOLDOUT
family_tree,PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,HOLDOUT
channel_ppp,PERSON_COUNT,HIGH,NONE,PERSON_COUNT|NONE,745,HOLDOUT
zabrak,PERSON_COUNT,MEDIUM,NONE,PERSON_COUNT|NONE,745,HOLDOUT
standard_bearer,PERSON_COUNT,HIGH,NONE,PERSON_COUNT|NONE,745,HOLDOUT
swaying_hip,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
getting_up,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
pillion,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
roundhouse_kick,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
naruto_run,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
gattai,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
bent_back,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
sunbathing,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
over_shoulder,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
on_vaulting_horse,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
sway_back,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
picking_up,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
up_sleeve,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
torn_swimsuit,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
unworn_jacket,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
covered_eyes,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
covering_another's_ears,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
unworn_cape,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
bodysuit_aside,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
legwear_cutout,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
leotard_under_clothes,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
shirt_over_head,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
torn_mask,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
crossdressing,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
yasogami_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
stile_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
luna_nova_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
kuho_girls_academy_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
sakigei_municipal_academy_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
yotsuba_university_affiliated_junior_high_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
infinite_stratos_academy_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
military_fatigues,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
kita_high_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
gokugetsu_gakuen_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
kasamatsu_tracen_training_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
trinity_general_school_sportswear,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
cool_colors,COLOR_APPEARANCE,MEDIUM,NONE,COLOR_APPEARANCE|NONE,494,DISCOVERY
constellation_print,COLOR_APPEARANCE,MEDIUM,NONE,COLOR_APPEARANCE|NONE,494,DISCOVERY
kikumon,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,DISCOVERY
musical_note_print,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,DISCOVERY
scorch_mark,COLOR_APPEARANCE,MEDIUM,NONE,COLOR_APPEARANCE|NONE,494,DISCOVERY
playing_card_theme,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,DISCOVERY
centipede_print,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,HOLDOUT
meandros_border,COLOR_APPEARANCE,MEDIUM,NONE,COLOR_APPEARANCE|NONE,494,HOLDOUT
american_flag_print,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,HOLDOUT
war_paint,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,HOLDOUT
four-leaf_clover_print,COLOR_APPEARANCE,MEDIUM,NONE,COLOR_APPEARANCE|NONE,494,HOLDOUT
gradient_shadow,COLOR_APPEARANCE,HIGH,NONE,COLOR_APPEARANCE|NONE,494,HOLDOUT
b-29_superfortress,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,DISCOVERY
sled,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,DISCOVERY
autogyro,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,DISCOVERY
lada_(car),OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,DISCOVERY
nissan_skyline_r33,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,DISCOVERY
destroyer,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,DISCOVERY
tractor,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,HOLDOUT
honda_civic,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,HOLDOUT
airship,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,HOLDOUT
harley_davidson,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,HOLDOUT
biplane,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,HOLDOUT
ford_crown_victoria,OBJECT_PROP/VEHICLE,HIGH,NONE,OBJECT_PROP/VEHICLE|NONE,462,HOLDOUT
blush_visible_through_hands,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,DISCOVERY
stifled_laugh,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,DISCOVERY
misunderstanding,EXPRESSION_EMOTION,MEDIUM,NONE,EXPRESSION_EMOTION|NONE,358,DISCOVERY
satisfied,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,DISCOVERY
blush_spirals,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,DISCOVERY
:t,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,DISCOVERY
0w0,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,HOLDOUT
ara_ara,EXPRESSION_EMOTION,MEDIUM,NONE,EXPRESSION_EMOTION|NONE,358,HOLDOUT
serious,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,HOLDOUT
do_not_want,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,HOLDOUT
crying_with_eyes_open,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,HOLDOUT
cowering,EXPRESSION_EMOTION,HIGH,NONE,EXPRESSION_EMOTION|NONE,358,HOLDOUT
bow_(music),OBJECT_PROP,HIGH,NONE,OBJECT_PROP|NONE,232,DISCOVERY
z-crystal,OBJECT_PROP,MEDIUM,NONE,OBJECT_PROP|NONE,232,DISCOVERY
ghost_driver,OBJECT_PROP,MEDIUM,NONE,OBJECT_PROP|NONE,232,DISCOVERY
ukulele,OBJECT_PROP,HIGH,NONE,OBJECT_PROP|NONE,232,DISCOVERY
color_picker,OBJECT_PROP,MEDIUM,NONE,OBJECT_PROP|NONE,232,DISCOVERY
green_shell_(mario),OBJECT_PROP,MEDIUM,NONE,OBJECT_PROP|NONE,232,DISCOVERY
glowing_object,OBJECT_PROP,HIGH,NONE,OBJECT_PROP|NONE,232,HOLDOUT
vintage_microphone,OBJECT_PROP,HIGH,NONE,OBJECT_PROP|NONE,232,HOLDOUT
great_grail,OBJECT_PROP,MEDIUM,NONE,OBJECT_PROP|NONE,232,HOLDOUT
cherish_ball,OBJECT_PROP,HIGH,NONE,OBJECT_PROP|NONE,232,HOLDOUT
vertical_scroll_comic,OBJECT_PROP,HIGH,NONE,OBJECT_PROP|NONE,232,HOLDOUT
idol_heart_incom,OBJECT_PROP,MEDIUM,NONE,OBJECT_PROP|NONE,232,HOLDOUT
wet_bra,CLOTHING/EVERYDAY,HIGH,EXPOSURE,CLOTHING/EVERYDAY|EXPOSURE,176,DISCOVERY
leaf_bra,CLOTHING/EVERYDAY,HIGH,EXPOSURE,CLOTHING/EVERYDAY|EXPOSURE,176,DISCOVERY
mismatched_underwear,CLOTHING/EVERYDAY,HIGH,EXPOSURE,CLOTHING/EVERYDAY|EXPOSURE,176,DISCOVERY
object_in_panties,CLOTHING/EVERYDAY,HIGH,EXPOSURE,CLOTHING/EVERYDAY|EXPOSURE,176,DISCOVERY
multi-strapped_bra,CLOTHING/EVERYDAY,HIGH,EXPOSURE,CLOTHING/EVERYDAY|EXPOSURE,176,DISCOVERY
bridgeless_bra,CLOTHING/EVERYDAY,HIGH,EXPOSURE,CLOTHING/EVERYDAY|EXPOSURE,176,DISCOVERY
