identity_key,general_path,general_confidence,lex_flags,cluster_key,cluster_size,phase
pillion,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
roundhouse_kick,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
naruto_run,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
gattai,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,DISCOVERY
bent_back,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
sunbathing,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
over_shoulder,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
on_vaulting_horse,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
sway_back,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
picking_up,POSE_MOVEMENT,HIGH,NONE,POSE_MOVEMENT|NONE,727,HOLDOUT
up_sleeve,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
torn_swimsuit,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
unworn_jacket,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
covered_eyes,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
covering_another's_ears,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
unworn_cape,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,DISCOVERY
bodysuit_aside,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
legwear_cutout,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
leotard_under_clothes,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
shirt_over_head,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
torn_mask,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
crossdressing,CLOTHING_STATE_EXPOSURE,HIGH,NONE,CLOTHING_STATE_EXPOSURE|NONE,726,HOLDOUT
yasogami_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
stile_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
luna_nova_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
kuho_girls_academy_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
sakigei_municipal_academy_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
yotsuba_university_affiliated_junior_high_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,DISCOVERY
infinite_stratos_academy_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
military_fatigues,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
kita_high_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
gokugetsu_gakuen_school_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
kasamatsu_tracen_training_uniform,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
trinity_general_school_sportswear,CLOTHING/UNIFORM,HIGH,NONE,CLOTHING/UNIFORM|NONE,636,HOLDOUT
