identity_key,redteam_flags,candidate_state
aqua_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aqua_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aran_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aran_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
argyle_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
arm_wrap,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
arts_shirt_(fate),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asian_indian_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_eyewear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
asymmetrical_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aviator_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aviator_glasses,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aviator_goggles,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aviator_sunglasses,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
aztec_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
back-seamed_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
backwards_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
baggy_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
baggy_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
baggy_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
balaclava,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
ballet_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
ballet_class_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
ballet_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
ballet_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
banbi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
band_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
barber_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
baseball_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
basketball_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bat_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bath_yukata,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bathrobe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
beanie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bear_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bear_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bear_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bear_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bearskin_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
beer_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
beizi_(clothing),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bell-bottoms,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bell_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
belt_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
belt_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
belted_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
belted_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
belted_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
beoseon,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
beret,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bib,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bijia,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bike_jersey,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bike_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
biker_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bikesuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bird_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bird_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bird_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
biretta,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_bodice,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_changpao,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_chaps,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_chemise,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_coat_(kingdom_hearts),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_coif,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_culottes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_gorget,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hanbok,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_romper,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_scapular,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_singlet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_swim_trunks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_tailcoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_track_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_turban,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_unitard,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
black_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blanket_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blazer,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
block_heels,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blouse,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_bike_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hanbok,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_happi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_jingasa,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_raincoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_romper,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_surcoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_swim_trunks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_track_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_unitard,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
blue_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boar_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boar_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bobby_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bodice,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bolo_tie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bomber_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
book_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boonie_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
borrowed_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bow_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bow_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bow_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bow_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bow_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bowl_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bowler_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boxer_briefs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boxers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boxing_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boxing_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boyfriend's_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
boyfriend's_shirt_(tokimeki_no_mirai_chizu),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
braided_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
breeches,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bridal_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
briefs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
broken_helmet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
broken_high_heel,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
broken_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brooklyn_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_bandana,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_bonnet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_headscarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_veil,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
brown_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bruce_lee's_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
