canonical_tag,post_count,aliases,canonical_adult_domain_count,canonical_adult_domains,canonical_adult_signal_count,canonical_adult_signals,alias_only_adult_domain_count,alias_adult_domains,alias_adult_signals,review_priority,coverage_status,issue94_crosswalk,issue94_final_status,issue94_final_reason,review_source,product_fit_decision,product_fit_reason
breast_envy,8037,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
condom_in_mouth,7211,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,opaque rescue: concrete fetish/sexual/body-site/restraint relation missed by strict adult-name heuristic
chain_leash,6139,collar_with_chain,1,BDSM_RESTRAINT,1,BDSM_RESTRAINT:\bleash\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
perky_breasts,5418,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
sweaty_armpits,4884,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,opaque rescue: concrete fetish/sexual/body-site/restraint relation missed by strict adult-name heuristic
veiny_breasts,4797,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
fertilization,4725,,1,REPRODUCTION_PREGNANCY,1,REPRODUCTION_PREGNANCY:\bfertiliz\w*\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
breasts_on_glass,4505,breasts_against_glass,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
armpit_focus,4263,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,opaque rescue: concrete fetish/sexual/body-site/restraint relation missed by strict adult-name heuristic
face_to_breasts,3675,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
sweaty_breasts,3394,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
pointless_condom,3231,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,opaque rescue: concrete fetish/sexual/body-site/restraint relation missed by strict adult-name heuristic
alternate_breast_size_(smaller),3130,smaller_breasts_than_canon,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
single_breast_curtain,3129,"breast_curtain,breast_veil",1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
looking_at_breasts,3123,staring_at_breasts,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
viewer_holding_leash,3055,pov_leash,1,BDSM_RESTRAINT,1,BDSM_RESTRAINT:\bleash\b,0,BDSM_RESTRAINT,BDSM_RESTRAINT:\bleash\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
breasts_on_head,3000,headboob,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
stained_panties,2998,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,opaque rescue: concrete fetish/sexual/body-site/restraint relation missed by strict adult-name heuristic
chocolate_on_breasts,2549,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
breast_conscious,2305,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
pointy_breasts,2272,"torpedo_breasts,very_perky_breasts",1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
hand_in_another's_panties,2174,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,opaque rescue: concrete fetish/sexual/body-site/restraint relation missed by strict adult-name heuristic
breasts_on_table,2133,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
undersized_breast_cup,2026,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
futa_without_balls,2021,,1,OPAQUE_ADULT_SURFACE,1,OPAQUE:\bfuta\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
light_areolae,1998,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bareolae?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
straitjacket,1907,"straight_jacket,straightjacket",1,BDSM_RESTRAINT,1,BDSM_RESTRAINT:\bstraitjacket\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
speckled_areolae,1839,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bareolae?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
food_on_breasts,1825,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
oversized_breast_cup,1763,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
breast_padding,1662,"fake_breasts,breast_pads,breast_pad,breast_stuffing,bra_padding,bra_stuffing",1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
blood_from_forehead,1583,bleeding_from_forehead,1,R18G_INJURY,1,R18G_INJURY:\bblood from\b,0,R18G_INJURY,R18G_INJURY:\bbleeding\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
handsfree_breast_squeeze,1487,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
covering_one_breast,1485,covering_breast,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,BREAST_NIPPLE_AREOLA,BREAST_NIPPLE_AREOLA:\bbreasts?\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
holding_handcuffs,1363,,1,BDSM_RESTRAINT,1,BDSM_RESTRAINT:\bhandcuffs?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
breast_milk_in_container,1219,breast_milk,2,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,3,BREAST_NIPPLE_AREOLA:\bbreast milk\b;BREAST_NIPPLE_AREOLA:\bbreasts?\b;FLUID_EXCRETION:\bbreast milk\b,0,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,BREAST_NIPPLE_AREOLA:\bbreast milk\b;BREAST_NIPPLE_AREOLA:\bbreasts?\b;FLUID_EXCRETION:\bbreast milk\b,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
pov_breasts,1207,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,specific adult/fetish/body-site/action/topology identity adds deep-discovery value beyond broad General browsing
object_on_breast,1190,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\bbreasts?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,"broad/basic descriptor, ordinary object/state, arbitrary Cartesian placement, color variant, or low-value scene label is better served by General"
tit_(bird),1190,,1,BREAST_NIPPLE_AREOLA,1,BREAST_NIPPLE_AREOLA:\btits?\b,0,,,CANONICAL_ADULT_FETISH_PRIORITY,GENERAL_CANONICAL_NOT_IN_SPECIAL,NEW_TO_ADULT_FOCUSED_REVIEW,,not present in Issue #94 final 324-row review candidate/exclusion outcome,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,"name match is a non-product lexical/meme/object/UI false positive, not rejected because of explicitness"
