canonical_tag,post_count,aliases,canonical_adult_domain_count,canonical_adult_domains,canonical_adult_signal_count,canonical_adult_signals,alias_only_adult_domain_count,alias_adult_domains,alias_adult_signals,review_priority,coverage_status,issue94_crosswalk,issue94_final_status,issue94_final_reason,review_source,product_fit_decision,product_fit_reason
drinking_from_condom,149,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
edging_underwear,211,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,NEEDS_DEFINITION_REVIEW,high-frequency rescue surface needs exact definition or duplicate/substantive-coverage check before Special admission
face_in_armpit,78,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
feet_on_another's_face,192,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
hand_in_another's_panties,2174,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
male_underwear_aside,465,"boxers_aside,briefs_aside,underwear_aside_(male)",0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
pointless_condom,3231,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,NEEDS_DEFINITION_REVIEW,high-frequency rescue surface needs exact definition or duplicate/substantive-coverage check before Special admission
presenting_own_armpit,16082,presenting_armpit,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
putting_on_condom,90,condom_application,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
rope_around_neck,572,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,NEEDS_DEFINITION_REVIEW,high-frequency rescue surface needs exact definition or duplicate/substantive-coverage check before Special admission
rope_marks,515,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
sabotaged_condom,266,piercing_condom,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
shibarikini,68,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
smelling_armpit,314,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
smelly_armpits,319,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
stained_panties,2998,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
sweaty_armpits,4884,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
sweaty_feet,589,sweaty_foot,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
used_condom_in_clothes,354,,0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
wet_male_underwear,377,wet_underwear_(male),0,,0,,0,,,UNFLAGGED,GENERAL_CANONICAL_NOT_IN_SPECIAL,NOT_IN_ISSUE94_FINAL_REVIEW,,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,high-frequency/opaque rescue: concrete fetish/sexual/body-site relation missed by strict adult-name heuristic
