proposed_special_id,canonical_tag,canonical_aliases,frozen_post_count_2026_09_02,proposed_layer,adult_domains,review_source,source_issue104_merge,metadata_status,display_ja,search_ja,kind_id,body_site_ids,theme_ids,generation_family,generation_role,prompt_use_mode,family_rule_id
2994,pointless_condom,,3231,Core,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,無意味なコンドーム,無意味なコンドーム|役に立たないコンドーム,TOOL_OBJECT,MALE_GENITAL,,IMPLEMENT_OBJECT,implement,DIRECT,GFR_IMPLEMENT_OBJECT
2995,single_breast_curtain,"breast_curtain,breast_veil",3129,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,片胸カーテン,片胸カーテン,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
2996,viewer_holding_leash,pov_leash,3055,Core,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,視点人物がリードを持つ,視点人物がリードを持つ,POSE_SCENE,,BDSM_RESTRAINT,RESTRAINT_ACTION,restraint_action,STRUCTURED,GFR_RESTRAINT_ACTION
2997,breasts_on_head,headboob,3000,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,頭に胸を乗せる,頭に胸を乗せる,ACTION_CONTACT,BREAST_NIPPLE,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
2998,stained_panties,,2998,Core,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,汚れたパンツ,汚れたパンツ|汚れパンツ|染み付きパンツ,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
2999,pointy_breasts,"torpedo_breasts,very_perky_breasts",2272,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,尖った胸,尖った胸|尖った乳房,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3000,hand_in_another's_panties,,2174,Core,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,他人のパンツに手を入れる,他人のパンツに手を入れる,ACTION_CONTACT,,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3001,futa_without_balls,,2021,Core,OPAQUE_ADULT_SURFACE,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,睾丸なしふたなり,睾丸なしふたなり|タマなしふたなり|睾丸のないふたなり,BODY_STATE,,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3002,light_areolae,,1998,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,薄い色の乳輪,薄い色の乳輪,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3003,straitjacket,"straight_jacket,straightjacket",1907,Core,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,拘束衣,拘束衣|ストレートジャケット,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3004,speckled_areolae,,1839,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,斑点のある乳輪,斑点のある乳輪,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3005,handsfree_breast_squeeze,,1487,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,手を使わない胸の圧迫,手を使わない胸の圧迫,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3006,covering_one_breast,covering_breast,1485,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,片胸を隠す,片胸を隠す,CLOTHING_EXPOSURE,BREAST_NIPPLE,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3007,breast_milk_in_container,breast_milk,1219,Core,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,容器に母乳,容器に母乳|容器の母乳|搾乳容器,FLUID_EXCRETION,BREAST_NIPPLE,REPRO_PREGNANCY_LACTATION,FLUID_STATE_ACTION,effect_or_action,DIRECT,GFR_FLUID_STATE_ACTION
3008,pov_breasts,,1207,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,一人称視点の胸,一人称視点の胸,POSE_SCENE,BREAST_NIPPLE,,POSE_COMPOSITION,pose_camera,STRUCTURED,GFR_POSE_COMPOSITION
3009,male_with_breasts,,1088,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸のある男性,胸のある男性|男性の胸|乳房のある男性,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3010,poking_another's_breast,,1048,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,他人の胸をつつく,他人の胸をつつく,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3011,viewer_on_leash,pov_leashed,1019,Core,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,視点人物がリードにつながれている,視点人物がリードにつながれている,POSE_SCENE,,BDSM_RESTRAINT,RESTRAINT_ACTION,restraint_action,STRUCTURED,GFR_RESTRAINT_ACTION
3012,dark_areolae,,1012,Core,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,濃い色の乳輪,濃い色の乳輪,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3013,breast_zipper,,968,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸ジッパー,胸ジッパー|乳房ジッパー,TOOL_OBJECT,BREAST_NIPPLE,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3014,breast_pillow,,800,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸まくら,胸まくら,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3015,extended_downblouse,,680,Extended,EXPOSURE_FETISH_CLOTHING,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,深い胸元覗き,深い胸元覗き|胸元を深く覗く|ダウンブラウス,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3016,buttjob_over_clothes,,679,Extended,SEX_ACT_RELATION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,服越しの尻コキ,服越しの尻コキ|着衣尻コキ,ACTION_CONTACT,BUTTOCK_ANAL,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3017,sweaty_feet,sweaty_foot,589,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,汗ばんだ足,汗ばんだ足|足汗,BODY_STATE,,,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3018,rope_around_neck,,572,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,首にロープ,首にロープ|首縄,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3019,condom_thigh_strap,,568,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,太もものコンドームストラップ,太もものコンドームストラップ,TOOL_OBJECT,,,IMPLEMENT_OBJECT,implement,DIRECT,GFR_IMPLEMENT_OBJECT
3020,rope_marks,,515,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,縄痕,縄痕|縄の跡|縛り跡,BODY_STATE,,BDSM_RESTRAINT,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3021,upright_restraints,,495,Extended,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,直立拘束,直立拘束|立位拘束,POSE_SCENE,,BDSM_RESTRAINT,RESTRAINT_ACTION,restraint_action,STRUCTURED,GFR_RESTRAINT_ACTION
3022,male_underwear_aside,"boxers_aside,briefs_aside,underwear_aside_(male)",465,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,男性下着ずらし,男性下着ずらし|男性下着をずらす,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3023,wet_male_underwear,wet_underwear_(male),377,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,濡れた男性下着,濡れた男性下着|濡れた男物下着,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3024,asymmetrical_breasts,lopsided_breasts,361,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,左右非対称の胸,左右非対称の胸,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3025,used_condom_in_clothes,,354,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,服の中の使用済みコンドーム,服の中の使用済みコンドーム,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3026,condom_wrapper_in_clothes,condom_in_clothes,348,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,服の中のコンドーム包装,服の中のコンドーム包装,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3027,breast_drop,,341,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸ポロリ,胸ポロリ|胸がこぼれる|乳房がこぼれる,CLOTHING_EXPOSURE,BREAST_NIPPLE,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3028,extreme_gaping,,341,Extended,ANAL_RECTAL,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,極端に開いた肛門,極端に開いた肛門|極端な肛門開き|大きく開いた肛門,BODY_STATE,BUTTOCK_ANAL,,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3029,groping_motion,,336,Extended,SEX_ACT_RELATION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,揉むジェスチャー,揉むジェスチャー|揉む手つき|胸を揉むジェスチャー,ACTION_CONTACT,,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3030,extra_breasts,"multibreast,multiple_breasts,polymastia",332,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,余分な乳房,余分な乳房|複数乳房|多乳房,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3031,electrostimulation,,327,Extended,SEX_DEVICE_IMPLEMENT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,電気刺激,電気刺激|電気責め,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_ACTION,restraint_action,STRUCTURED,GFR_RESTRAINT_ACTION
3032,breast_size_difference,,325,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸のサイズ差,胸のサイズ差,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3033,saliva_on_breasts,,325,Extended,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸に唾液,胸に唾液,FLUID_EXCRETION,BREAST_NIPPLE,,FLUID_STATE_ACTION,effect_or_action,DIRECT,GFR_FLUID_STATE_ACTION
3034,saliva_swap,,321,Extended,FLUID_EXCRETION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,唾液交換,唾液交換|唾交換,FLUID_EXCRETION,MOUTH_ORAL,,FLUID_STATE_ACTION,effect_or_action,DIRECT,GFR_FLUID_STATE_ACTION
3035,smelly_armpits,,319,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,臭い腋,臭い腋|臭い脇,BODY_STATE,,,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3036,smelling_armpit,,314,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,腋の匂いを嗅ぐ,腋の匂いを嗅ぐ|脇の匂いを嗅ぐ,ACTION_CONTACT,,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3037,powerful_breasts,,312,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,強力な胸,強力な胸,BODY_STATE,BREAST_NIPPLE,,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3038,broken_condom,torn_condom,294,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,破れたコンドーム,破れたコンドーム|破損コンドーム,TOOL_OBJECT,MALE_GENITAL,,IMPLEMENT_OBJECT,implement,DIRECT,GFR_IMPLEMENT_OBJECT
3039,sabotaged_condom,piercing_condom,266,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,細工されたコンドーム,細工されたコンドーム|穴を開けたコンドーム,TOOL_OBJECT,MALE_GENITAL,,IMPLEMENT_OBJECT,implement,DIRECT,GFR_IMPLEMENT_OBJECT
3040,breast_on_breast,,263,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸同士を重ねる,胸同士を重ねる,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3041,cooperative_buttjob,"multiple_buttjob,double_buttjob",263,Extended,SEX_ACT_RELATION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,複数人で尻コキ,複数人で尻コキ,ACTION_CONTACT,BUTTOCK_ANAL,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3042,covering_another's_breasts,,229,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,他人の胸を隠す,他人の胸を隠す,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3043,mole_on_areola,,223,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,乳輪のほくろ,乳輪のほくろ,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3044,shared_handcuffs,,215,Extended,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,二人で同じ手錠,二人で同じ手錠|共有手錠,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3045,tickling_breasts,,212,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸をくすぐる,胸をくすぐる,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3046,shackle_piercing,,206,Extended,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,シャックルピアス,シャックルピアス|枷ピアス,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3047,intestine_clothing,,194,Extended,R18G_INJURY,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,腸でできた衣服,腸でできた衣服|腸の服|内臓衣装,CLOTHING_EXPOSURE,,INJURY_R18G,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,GFR_DAMAGE_STATE_ACTION
3048,feet_on_another's_face,,192,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,他人の顔に足を乗せる,他人の顔に足を乗せる|顔に足|他人の顔を踏む,ACTION_CONTACT,,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
3049,breast_massage,,178,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸マッサージ,胸マッサージ,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3050,extended_upskirt,,178,Extended,EXPOSURE_FETISH_CLOTHING,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,奥まで見えるアップスカート,奥まで見えるアップスカート|深いアップスカート,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
3051,buttjob_under_clothes,,171,Extended,SEX_ACT_RELATION,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,服の下で尻コキ,服の下で尻コキ,ACTION_CONTACT,BUTTOCK_ANAL,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3052,condom_pull,,169,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,コンドームを引っ張る,コンドームを引っ張る,ACTION_CONTACT,MALE_GENITAL,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3053,unzipping_another's_clothes,,169,Extended,EXPOSURE_FETISH_CLOTHING,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,他人の服のファスナーを下ろす,他人の服のファスナーを下ろす,CLOTHING_EXPOSURE,,,CLOTHING_EXPOSURE,visual_state,DIRECT,GFR_CLOTHING_EXPOSURE
