row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_bucket,impact_tier,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top1,related_copyright_top1_coverage,family_base_canonical,family_base_display_ja
I70-001468,aubrey_(headspace)_(omori),2225,オーブリー（HEADSPACE）,オーブリー | オーブリー(HEADSPACE),作品文脈からキャラクター名を補完,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,見た人もツインテールオーブリーを描く,,omori,1.0,aubrey_(omori),オーブリー（OMORI）
I70-001487,female_alear_(fire_emblem),2185,リュール（女性）,リュール(女性) | 女性リュール,公式日本語名と性別区分を明示,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,"alear_(female)_(fire_emblem),alear_(fire_emblem)_(female)",alear (female) (fire emblem) | alear (fire emblem) (female),,,リュール,,fire_emblem,1.0,,
I70-001841,miyamoto_musashi_(swimsuit_berserker)_(fate),1827,宮本武蔵（水着）,宮本武蔵（水着）,既存日本語候補・Alias・作品文脈を確認して採用,DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,TOP_10_PERCENT,,,,,宮本武蔵(水着),,fate/grand_order,1.0,,
I70-002413,suri_alpaca_(kemono_friends),1402,アルパカ・スリ,アルパカ・スリ,既存日本語候補・Alias・作品文脈を確認して採用,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | CHARACTER_NO_COPYRIGHT_CONTEXT,ACCEPTED_RISK,TOP_10_PERCENT,"alpaca_suri_(kemono_friends),alpaca_suri",alpaca suri | alpaca suri (kemono friends),,,アルパカ・スリ(けものフレンズ),,,,,
I70-002457,ironmouse,1380,Ironmouse,Ironmouse,既存日本語候補・Alias・作品文脈を確認して採用,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,ACCEPTED_RISK,TOP_10_PERCENT,mousey_(vtuber),mousey (vtuber),,,アイアンマウス,ironmouse_art | ironmouse_fanart | ironmouseart | ironmousefanart,vshojo,0.771853,,
I70-002544,kei_(aris)_(blue_archive),1330,ケイ（アリス）,ケイ（アリス） | ケイ | アリス,AI監修：作品内の日本語呼称と識別子を反映して採用,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,TOP_10_PERCENT,,,,,,,blue_archive,1.0,kei_(blue_archive),天童ケイ
I70-002565,fudo_yusei,1315,不動遊星,不動遊星,AI監修：verified Alias・既存候補・作品関係を確認して採用,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,"fudou_yuusei,yusei_fudo",fudou yuusei | yusei fudo,,,不動遊星,,yu-gi-oh!,1.0,,
I70-002628,kasuga_ayumu,1278,春日歩,春日歩 | 大阪さん | 大阪,AI監修：verified Alias・既存候補・作品関係を確認し本名を採用,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,"osaka_(azumanga_daioh),osaka",osaka | osaka (azumanga daioh),,大阪さん,春日歩,,azumanga_daioh,1.0,,
I70-002642,makoto_(blue_archive),1271,羽沼マコト,羽沼マコト | マコト,AI監修：verified Alias・既存日本語候補・作品関係を確認して採用,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,hanuma_makoto,hanuma makoto,,マコト | 羽沼マコト,,하누마마코토,blue_archive,1.0,,
I70-002709,uzuki_kou,1238,卯月コウ,卯月コウ,AI監修：既存日本語候補・所属関係を確認して採用,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,卯月コウ | 春画コウ | 絵画コウ,,,nijisanji,0.998332,,
I70-002735,l_(death_note),1225,L,L | 竜崎,AI監修：作品関係と既存検索語を確認して採用,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP,ACCEPTED_RISK,TOP_10_PERCENT,,,,,L（死のメモ）,L | death_note_l | l_death_note | ryuzaki,death_note,0.998182,,
I70-002863,kitakami_kai_ni_(kancolle),1173,北上改二,北上改二 | 北上,AI監修：艦これ改二差分として採用,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,北京漢ni（カンコル）,,kantai_collection,1.0,,
I70-003020,abigail_williams_(swimsuit_foreigner)_(third_ascension)_(fate),1115,アビゲイル・ウィリアムズ（水着・第3再臨）,アビゲイル・ウィリアムズ | アビゲイル(水着) | 第3再臨,,DISPLAY_MISSING_FROM_SEARCH | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,アビゲイル・ウィリアムズ(水着),,fate/grand_order,1.0,abigail_williams_(first_ascension)_(fate),アビゲイル・ウィリアムズ（第一再臨）
I70-003054,richard_i_(fate),1103,リチャード一世,リチャード一世 | セイバー(strange Fake),,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,セイバー(strangeFake),,fate_(series),1.0,,
I70-003061,takamiya_rion,1102,鷹宮リオン,鷹宮リオン,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,リオンあーと | 鷹宮リオン,,,nijisanji,1.0,,
I70-003074,saya_(saya_no_uta),1095,沙耶,沙耶 | 沙耶の唄,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,,沙耶,,saya_no_uta,0.998037,,
I70-003080,roon_(azur_lane),1093,ローン,ローン | ローン(アズールレーン),,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,ローン | ローン(アズールレーン),罗恩,,azur_lane,1.0,,
I70-003086,abigail_williams_(third_ascension)_(fate),1091,アビゲイル・ウィリアムズ（第3再臨）,アビゲイル・ウィリアムズ | 第3再臨,,DISPLAY_MISSING_FROM_SEARCH | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,アビゲイル・ウィリアムズ（第三の昇天）（運命）,,fate/grand_order,1.0,,
I70-003100,aijo_karen,1085,愛城華恋,愛城華恋 | 華恋,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,aijou_karen,aijou karen,,,かれひか,,shoujo_kageki_revue_starlight,1.0,,
I70-003128,haibara_ai,1077,灰原哀,灰原哀,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,,灰原哀,,meitantei_conan,1.0,,
I70-003153,ghislaine_dedoldia,1068,ギレーヌ・デドルディア,ギレーヌ・デドルディア | ギレーヌ,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,ghyslaine_dedorudia,ghyslaine dedorudia,,ギレーヌ | ギレーヌ・デドルディア,,,mushoku_tensei,0.997914,,
I70-003161,sei_shounagon_(fate),1067,清少納言,清少納言 | 清少納言(Fate) | キラキラのアーチャー,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,キラキラのアーチャー,清少納言 | 清少納言(Fate) | 諾子,,fate/grand_order,1.0,,
I70-003184,kizuna_ai_(1st_costume),1060,キズナアイ（初期衣装）,キズナアイ | キズナアイ(初期衣装),,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,,,,kizuna_ai_inc.,0.999021,kizuna_ai,キズナアイ
I70-003206,tamamo_cross_(fast_as_lightning)_(umamusume),1049,タマモクロス（疾風迅雷）,タマモクロス | 疾風迅雷,,DISPLAY_MISSING_FROM_SEARCH | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,tamamo_cross_(with_lightning_speed)_(umamusume),tamamo cross (with lightning speed) (umamusume),,,疾風迅雷(ウマ娘),,umamusume,1.0,tamamo_cross_(umamusume),タマモクロス（ウマ娘）
I70-003214,hange_zoe,1045,ハンジ・ゾエ,ハンジ・ゾエ | ハンジ,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,hanji_zoe,hanji zoe,,ハンジ・ゾエ,,,shingeki_no_kyojin,1.0,,
I70-003215,horikawa_kunihiro,1045,堀川国広,堀川国広,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,,兼堀 | 堀川国広,,touken_ranbu,1.0,,
I70-003217,metroid_(creature),1045,メトロイド,メトロイド | メトロイド(クリーチャー) | ベビーメトロイド,,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,TOP_10_PERCENT,,,,ベビーメトロイド | メトロイド(クリーチャー),,,metroid,1.0,,
I70-003218,serperior,1045,ジャローダ,ジャローダ,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,ジャローダ,,,pokemon,1.0,,
I70-003240,leona_kingscholar,1036,レオナ・キングスカラー,レオナ・キングスカラー,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,レオナ・キングスカラー,,,twisted_wonderland,1.0,,
I70-003248,meltryllis_(swimsuit_lancer)_(second_ascension)_(fate),1034,メルトリリス（水着ランサー・第2再臨）,メルトリリス | 水着メルトリリス | 第2再臨,,DISPLAY_MISSING_FROM_SEARCH | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,Meltryllis（水着ランサー）（2回目の昇天）（運命）,,fate_(series),0.998993,meltryllis_(fate),メルトリリス（Fate）
I70-003272,estelle_bright,1026,エステル・ブライト,エステル・ブライト,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,エステル・ブライト,,,eiyuu_densetsu,1.0,,
I70-003288,label_(nikke),1022,レーベル,レーベル | レーベル(NIKKE),,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,レーベル(勝利の女神:NIKKE),,goddess_of_victory:_nikke,0.997934,,
I70-003291,belle_(summer_skies)_(zenless_zone_zero),1021,ベル（夏色ブルースカイ）,ベル | 夏色ブルースカイ,,DISPLAY_MISSING_FROM_SEARCH | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,TOP_10_PERCENT,,,,,夏色ブルースカイ,,zenless_zone_zero,1.0,belle_(zenless_zone_zero),リン（ゼンゼロ）
I70-003299,gray_(fate),1018,グレイ,グレイ | グレイ(ロード・エルメロイII世の事件簿),,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,gray_(lord_el-melloi_ii),gray (lord el-melloi ii),,グレイ | グレイ(ロード・エルメロイII世の事件簿),,,fate_(series),1.0,,
I70-003300,hammann_(azur_lane),1018,ハムマン,ハムマン | ハムマン(アズールレーン),,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,ハマン(アズールレーン) | ハムマン | ハムマン(アズールレーン) | ハムマン改(アズールレーン) | ハンマン(アズールレーン),哈曼(碧蓝航线),,azur_lane,1.0,,
I70-003310,charmeleon,1014,リザード,リザード,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,リザード,,,pokemon,1.0,,
I70-003360,p-chan_(ranma_1/2),999,Pちゃん,Pちゃん | Pちゃん(らんま1/2),,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,p-chan,p-chan,,,ぴちゃん,,ranma_1/2,1.0,,
I70-003362,santa_claus,998,サンタクロース,サンタクロース,,DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,TOP_10_PERCENT,father_christmas,father christmas,,サンタクロース,,,original,0.529286,,
I70-003401,saber_alter_(third_ascension),989,セイバーオルタ（第3再臨）,セイバーオルタ | 第3再臨,,DISPLAY_MISSING_FROM_SEARCH | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,TOP_10_PERCENT,,,,,,,fate_(series),1.0,saber_alter,アルトリア・オルタ
I70-003419,mishaguji,985,ミシャグジさま,ミシャグジさま | ミシャグジ様 | 御射軍神さま,,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,ミシャグジさま | ミシャグジ様 | 土着神「御射軍神さま」 | 祟り神「赤口(ミシャグチ)さま」 | 祟符「ミシャグジさま」,,,touhou,0.980973,,
I70-003426,conte_di_cavour_(kancolle),983,コンテ・ディ・カブール,コンテ・ディ・カブール | カブール | カブール(艦これ),,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,カブール | カブール(艦これ) | カブール(艦隊これくしょん) | コンテ・ディ・カブール | コンテ・ディ・カブール(艦これ) | コンテ・ディ・カブール(艦隊これくしょん),,,kantai_collection,1.0,,
I70-003470,jack_frost_(megami_tensei),970,ジャックフロスト,ジャックフロスト | 妖精ジャックフロスト,,DISAMBIGUATOR_NOT_VISIBLE | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,TOP_10_PERCENT,jack_frost,jack frost,,妖精ジャックフロスト,,,persona,0.420988,,
I70-003488,puyo_(puyopuyo),966,ぷよ,ぷよ | ぷよ(ぷよぷよ),,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,プヨ（プヨプヨ）,,puyopuyo,1.0,,
I70-003489,scarlet_(nikke),966,紅蓮,紅蓮 | 紅蓮(NIKKE),,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,紅蓮(勝利の女神:NIKKE),紅蓮(NIKKE),홍련(NIKKE),goddess_of_victory:_nikke,1.0,,
I70-003506,lain_paterson,961,レイン・パターソン,レイン・パターソン,既存日本語候補を確認,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,レインの依頼書 | レイン・パターソン,,,nijisanji,0.998937,,
I70-003512,rumi_(kpop_demon_hunters),958,ルミ（KPOPガールズ! デーモン・ハンターズ）,ルミ（KPOPガールズ! デーモン・ハンターズ）,作品文脈を確認,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,,,,,ルミ(KPOPガールズ!デーモン・ハンターズ),,kpop_demon_hunters,1.0,,
I70-003515,elizabeth_bathory_(fate/extra),956,エリザベート・バートリー,エリザベート・バートリー,機械訳候補を退け作品名表記を確認,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,TOP_10_PERCENT,"elizabeth_bathory_(fate/extra_ccc),elizabeth_bathory_(first_ascension)_(fate),lancer_(fate/extra_ccc)",elizabeth bathory (fate/extra ccc) | elizabeth bathory (first ascension) (fate) | lancer (fate/extra ccc),,,エリザベス・バソリー（運命/エクストラCCC）,,fate_(series),1.0,,
I70-003565,jessica_albert,941,ゼシカ・アルバート,ゼシカ・アルバート | ゼシカ,既存日本語候補を確認,,ACCEPTED_CLEAN_SAMPLE,TOP_10_PERCENT,,,,ゼシカ | ゼシカ・アルバート,,,dragon_quest,1.0,,
I70-003590,nitocris_(swimsuit_assassin)_(fate),936,ニトクリス（水着）,ニトクリス（水着）,既存日本語候補と作品文脈を確認,DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,ニトクリス(水着),,,fate/grand_order,1.0,,
I70-003605,kevin_kaslana,932,ケビン・カスラナ,ケビン・カスラナ,既存日本語候補を確認,,ACCEPTED_CLEAN_SAMPLE,REST,,,,ケビン・カスラナ,凯文·卡斯兰娜,kevinkaslana,honkai_(series),1.0,,
I70-003606,metroid_larva,932,メトロイド,メトロイド | メトロイド（クリーチャー）,既存日本語候補と作品文脈を確認,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,,メトロイド(クリーチャー),,metroid,1.0,,
I70-003611,jeanne_d'arc_(swimsuit_archer)_(first_ascension)_(fate),931,ジャンヌ・ダルク（水着・第一再臨）,ジャンヌ・ダルク（水着・第一再臨）,既存日本語名と形態を確認,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ジャンヌ・ダルク(水着),,fate_(series),1.0,jeanne_d'arc_(fate),ジャンヌ・ダルク（Fate）
I70-003634,leone_abbacchio,923,レオーネ・アバッキオ,レオーネ・アバッキオ,既存日本語候補とAliasを確認,,ACCEPTED_CLEAN_SAMPLE,REST,leone_abbachio,leone abbachio,,レオーネ・アバッキオ,,,jojo_no_kimyou_na_bouken,1.0,,
I70-003660,fighter_(granblue_fantasy),913,ファイター（グランブルーファンタジー）,ファイター（グランブルーファンタジー）,機械訳候補を退け作品文脈を確認,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,戦闘機（グランブルーファンタジー）,,granblue_fantasy,0.9978,,
I70-003735,dantsu_flame_(center_spotlight)_(umamusume),892,ダンツフレーム（まんなか◎スポットライト）,ダンツフレーム（まんなか◎スポットライト）,既存衣装名とキャラクター同定を確認,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,まんなか◎スポットライト,,umamusume,1.0,dantsu_flame_(umamusume),ダンツフレーム
I70-003764,okinami_(kancolle),886,沖波（艦これ）,沖波 | 沖波（艦これ）,既存日本語候補と作品文脈を確認,,ACCEPTED_CLEAN_SAMPLE,REST,okinami_(kantai_collection),okinami (kantai collection),,沖波(艦これ) | 沖波(艦隊これくしょん),沖波,,kantai_collection,1.0,,
I70-003782,higashikata_josuke_(jojolion),880,東方定助,東方定助,既存日本語候補とAliasを確認,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,higashikata_jousuke_(jojolion),higashikata jousuke (jojolion),,,东方定助 | 東方定助,,jojo_no_kimyou_na_bouken,1.0,higashikata_josuke,東方仗助
I70-003810,tokitou_muichirou,873,時透無一郎,時透無一郎,既存日本語候補を確認,,ACCEPTED_CLEAN_SAMPLE,REST,,,,,时透无一郎 | 時透無一郎,,kimetsu_no_yaiba,1.0,,
I70-003813,player_character_(wow),872,プレイヤーキャラクター（World of Warcraft）,プレイヤーキャラクター（World of Warcraft）,機械訳候補を退け作品文脈を確認,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,avatar_(wow),avatar (wow),,,アバター（すごい）,,warcraft,0.995253,,
I70-003815,wario,872,ワリオ,ワリオ,公式日本語名を確認,DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,ワリオ,,,mario_(series),0.665789,,
I70-003839,hoppip,864,ハネッコ,ハネッコ,公式日本語名を確認,,ACCEPTED_CLEAN_SAMPLE,REST,,,,ハネッコ,,,pokemon,1.0,,
I70-003861,lady_maria_of_the_astral_clocktower,858,時計塔のマリア,時計塔のマリア,既存日本語候補と作品文脈を確認,,ACCEPTED_CLEAN_SAMPLE,REST,,,,時計塔のマリア,,,bloodborne,1.0,,
I70-003902,mysterious_heroine_x_alter_(first_ascension)_(fate),849,謎のヒロインX〔オルタ〕（第一再臨）,謎のヒロインX〔オルタ〕（第一再臨）,機械訳候補を退けキャラクター名と再臨表記を確認,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,神秘的なヒロインx alter（最初の昇天）（運命）,,fate/grand_order,1.0,,
I70-003955,female_protagonist_(pokemon_go),837,女トレーナー（ポケモンGO）,女トレーナー（ポケモンGO）,既存日本語候補と作品文脈を確認,,ACCEPTED_CLEAN_SAMPLE,REST,,,,女トレーナー | 女トレーナー(ポケモンGO),,,pokemon,1.0,,
I70-004057,misdreavus,815,ムウマ,ムウマ,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,ムウマ,,,pokemon,0.99871,,
I70-004069,mizumiya_su,813,水宮枢,水宮枢 | すう,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,すくすく枢,,hololive,1.0,,
I70-004087,luo_xiaohei_(cat),810,シャオヘイ（猫）,シャオヘイ（猫） | 羅小黒,,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,,,,,,,the_legend_of_luo_xiaohei,0.977157,luo_xiaohei,羅小黒
I70-004170,tamamo_cat_(first_ascension)_(fate),794,タマモキャット（第一再臨）,タマモキャット（第一再臨） | タマモキャット,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,タマモ猫（最初の昇天）（運命）,,fate_(series),1.0,tamamo_cat_(fate),タマモキャット
I70-004176,chen_(cat),792,橙（猫）,橙（猫） | 橙,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,チェン（猫）,,touhou,1.0,,
I70-004243,hoshikawa_sara_(1st_costume),777,星川サラ（通常衣装）,星川サラ（通常衣装） | 星川サラ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,星川サラ(通常),,,nijisanji,1.0,hoshikawa_sara,星川サラ
I70-004253,listener_(inugami_korone),776,ころねすきー,ころねすきー,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,REST,,,,,ころねすきー,,hololive,1.0,,
I70-004312,gotoh_hitori_(octopus),765,メンダコぼっち,メンダコぼっち | 後藤ひとり,,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,gotou_hitori_(octopus),gotou hitori (octopus),,メンダコぼっち,,,bocchi_the_rock!,1.0,gotoh_hitori,後藤ひとり
