row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-036477,hachigatsu_no_cinderella_nine,2587,ハチナイ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,八月のシンデレラナイン,ハチナイ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://lp.hachinai.com/,Official game title is 八月のシンデレラナイン.,PROPOSED
I70-036478,saenai_heroine_no_sodatekata,2584,さえないヒロインのそだてかた,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,冴えない彼女の育てかた,冴えカノ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.saenai.tv/,Official anime site uses 冴えない彼女の育てかた.,PROPOSED
I70-036479,watashi_ni_tenshi_ga_maiorita!,2577,わたてん,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,私に天使が舞い降りた！,わたてん,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://watatentv.com/,Official anime/franchise title is 私に天使が舞い降りた！.,PROPOSED
I70-036483,uzaki-chan_wa_asobitai!,2566,宇崎ちゃんは遊びたい,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,宇崎ちゃんは遊びたい！,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://uzakichan.com/,Official title includes the final exclamation mark.,PROPOSED
I70-036484,star_twinkle_precure,2560,スタプリ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,スター☆トゥインクルプリキュア,スタプリ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.toei-anim.co.jp/tv/startwinkle_precure/,Toei official title is スター☆トゥインクルプリキュア.,PROPOSED
I70-036485,microsoft_windows,2559,マイクロソフトウィンドウズ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,Windows,Microsoft Windows | マイクロソフトWindows,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://support.microsoft.com/ja-jp/windows/,Microsoft Japanese support consistently uses Windows as the product surface.,PROPOSED
I70-036486,mahou_tsukai_no_yoru,2548,まほよ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,魔法使いの夜,まほよ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://mahoyo-movie.com/,Official TYPE-MOON/ufotable site uses 魔法使いの夜.,PROPOSED
I70-036489,dolphin_wave,2504,ドルウェブ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ドルフィンウェーブ,ドルウェブ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://hpgames.jp/dolphin-wave/,Official product title is ドルフィンウェーブ.,PROPOSED
I70-036490,mabinogi,2500,マビノギ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://mabinogi.nexon.co.jp/,Official Japanese site uses マビノギ.,PROPOSED
I70-036492,coca-cola,2491,コカコーラ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,コカ･コーラ,コカコーラ | Coca-Cola,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.coca-cola.com/jp/ja/brands/coca-cola,Official Japanese brand spelling uses コカ･コーラ.,PROPOSED
I70-036493,ghost_in_the_shell,2490,攻殻機動隊,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.theghostintheshell-anime.jp/,Official Japanese franchise identity uses 攻殻機動隊.,PROPOSED
I70-036495,godzilla_(series),2484,ゴジラ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://godzilla.com/,Official franchise identity is ゴジラ / Godzilla.,PROPOSED
I70-036497,steins;gate_0,2473,シュタインズゲートゼロ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,STEINS;GATE 0,シュタインズ・ゲート ゼロ | シュタインズゲートゼロ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://steinsgate.jp/,Official series portal lists STEINS;GATE 0.,PROPOSED
I70-036505,mega_man_battle_network_(series),2409,ロックマンエグゼ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.capcom-games.com/megaman/exe/ja-jp/,Capcom Japanese branding uses ロックマンエグゼ.,PROPOSED
I70-036508,castlevania_(series),2401,悪魔城ドラキュラ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.konami.com/games/castlevania/,Konami Japanese franchise is established as 悪魔城ドラキュラ.,PROPOSED
I70-036522,show_by_rock!!,2367,SHOW BY ROCK!!,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://showbyrock.com/,Official franchise title is SHOW BY ROCK!!.,PROPOSED
I70-036534,duel_masters,2339,デュエル・マスターズ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://dm.takaratomy.co.jp/,Takara Tomy official title is デュエル・マスターズ.,PROPOSED
I70-036551,ryuu_ga_gotoku_(series),2266,龍が如く,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://ryu-ga-gotoku.com/,SEGA official portal uses 龍が如く.,PROPOSED
I70-036553,air_(visual_novel),2265,AIR,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://key.visualarts.gr.jp/product/air/,Key official product title is AIR.,PROPOSED
I70-036667,resident_evil_4_(remake),1865,バイオハザード RE:4,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.residentevil.com/re4/ja-jp/,Capcom Japanese official title is バイオハザード RE:4.,PROPOSED
I70-036680,tears_of_themis,1835,未定事件簿,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://tot.hoyoverse.com/ja-jp/,HoYoverse Japanese official title is 未定事件簿.,PROPOSED
I70-036681,snk,1834,SNK,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.snk-corp.co.jp/,Official company/brand surface is SNK.,PROPOSED
I70-036683,grisaia_(series),1831,グリザイアシリーズ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://grisaia-pt.com/,Official franchise branding uses グリザイア.,PROPOSED
I70-036698,tokimeki_memorial,1800,ときめきメモリアル,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.konami.com/games/tokimeki/,Konami official franchise title is ときめきメモリアル.,PROPOSED
I70-036720,octopath_traveler,1739,オクトパストラベラー,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.jp.square-enix.com/octopathtraveler/,Square Enix official Japanese page uses オクトパストラベラー.,PROPOSED
I70-036730,tokyo_7th_sisters,1726,Tokyo 7th シスターズ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://t7s.jp/,Official title is Tokyo 7th シスターズ.,PROPOSED
I70-036986,blue_archive_the_animation,1188,ブルーアーカイブ The Animation,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://sh-anime.shochiku.co.jp/bluearchive-anime/,Official anime title is ブルーアーカイブ The Animation.,PROPOSED
I70-036992,gridman_universe_(movie),1180,グリッドマン ユニバース,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://ssss-movie.net/,Official film title is グリッドマン ユニバース.,PROPOSED
