row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,reason_code,source_file,effective_source_file
I70-036464,macross_delta,,2646,マクロスΔ,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036465,fire_emblem_cipher,,2645,ファイアーエムブレム0,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036466,brown_dust_2,,2637,ブラウンダスト2,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036467,street_fighter_iv_(series),,2636,ウル4,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036468,di_gi_charat,,2629,でじきゃらあーと,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036469,elden_ring_nightreign,,2623,エルデンリング:ナイトレイン,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036472,teen_titans,,2605,ティーンタイタンズ,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036480,zombie_stage,,2576,血鬼舞台,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044488,namori,,2559,なもり,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036487,adventure_time,,2540,アドベンチャータイム,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044493,kato_takuji,,2489,加藤拓弐,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036494,.live,,2487,アイドル部,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036496,funamusea,,2475,海底囚人,,copyright title not uniquely resolved; manual verification required,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044494,houtengeki,,2472,方天戟,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044499,kani_biimu,,2442,かにビーム,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036509,wild_arms,,2401,ワイルドアームズ,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-044504,avogado6,,2396,アボガド6,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036533,silent_hill_(series),,2342,サイレントヒル,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-036539,waktaverse,,2317,WAKTAVERSE,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036541,minecraft_youtube,,2306,Minecraft YouTube,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036542,rance_(series),,2305,ランスシリーズ,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-036543,avengers_(series),,2300,アベンジャーズ,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-036547,hollow_knight:_silksong,,2294,Hollow Knight: Silksong,,conservative fallback; Japanese title evidence is absent or ambiguous,HIGH_IMPACT_COPYRIGHT_NO_JA_EVIDENCE,copyright_no_trusted_ja_batch018.csv,copyright_no_trusted_ja_batch018.csv
I70-001418,justice_task_force_member_(blue_archive),,2291,正義実現委員会モブ,正義実現委員会モブ | 正実モブ,ファン定着名と公式役割名の境界を要確認,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,character_review_final_batch061.csv,character_review_final_batch061.csv
I70-001419,lilith_(fate),,2291,リリス,リリス | リリス(Fate),新規Fateキャラクターの公式日本語表記を要確認,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,character_review_final_batch061.csv,character_review_final_batch061.csv
I70-044516,izumi_tsubasu,,2262,和泉つばす,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044523,tsunako,,2233,つなこ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036560,shiguang_dailiren,,2230,時光代理人,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036566,heaven's_feel,,2218,Fate/stay night [Heaven's Feel],,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044529,takeuchi_takashi,,2168,武内崇,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036584,indie_utaite,,2143,indie utaite,,conservative fallback; Japanese title evidence is absent or ambiguous,HIGH_IMPACT_COPYRIGHT_NO_JA_EVIDENCE,copyright_no_trusted_ja_batch018.csv,copyright_no_trusted_ja_batch018.csv
I70-036596,neverness_to_everness,,2095,Neverness to Everness,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044538,nekotoufu,,2088,ねことうふ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044539,onigirikun,,2077,おにぎりくん,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044541,toosaka_asagi,,2061,遠坂あさぎ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044542,sayori_(neko_works),,2060,さより（NEKO WORKs）,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036614,isegye_idol,,2052,isegye idol,,conservative fallback; Japanese title evidence is absent or ambiguous,HIGH_IMPACT_COPYRIGHT_NO_JA_EVIDENCE,copyright_no_trusted_ja_batch018.csv,copyright_no_trusted_ja_batch018.csv
I70-036615,xenoblade_chronicles_1,,2051,ゼノブレイド,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-036617,avatar:_the_last_airbender,,2040,アバター 伝説の少年アン,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-044546,yamamoto_souichirou,,2036,山本崇一朗,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036625,fear_&_hunger_(series),,2021,Fear & Hunger,,conservative fallback; Japanese title evidence is absent or ambiguous,HIGH_IMPACT_COPYRIGHT_NO_JA_EVIDENCE,copyright_no_trusted_ja_batch018.csv,copyright_no_trusted_ja_batch018.csv
I70-001651,nugget_(project_moon),,1990,自職員,自職員,日本語表示名・表記の確定に追加確認が必要,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,character_review_final_batch061.csv,character_review_final_batch061.csv
I70-036633,toaru_majutsu_no_index:_old_testament,,1988,とある魔術の禁書目録,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-036636,re:stage!,,1980,Re:ステージ！,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-001667,bloop_(gawr_gura),,1971,Bloop,Bloop,日本語表示名・表記の確定に追加確認が必要,HIGH_IMPACT_NO_TRUSTED_JA_EVIDENCE,character_no_trusted_ja_batch010.csv,character_no_trusted_ja_batch010.csv
I70-044559,fujima_takuya,,1959,藤真拓哉,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036642,aotu_world,,1952,凹凸世界,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044560,tomose_shunsaku,,1951,トモセシュンサク,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044567,mattaku_mousuke,,1910,まったくモー助,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036656,nu_carnival,,1900,NU: カーニバル,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036659,beatmania_iidx,,1889,beatmania IIDX,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036664,degrees_of_lewdity,,1869,Degrees of Lewdity,,conservative fallback; Japanese title evidence is absent or ambiguous,HIGH_IMPACT_COPYRIGHT_NO_JA_EVIDENCE,copyright_no_trusted_ja_batch018.csv,copyright_no_trusted_ja_batch018.csv
I70-001789,dokibird,,1864,Dokibird,Dokibird,日本語表示名・表記の確定に追加確認が必要,HIGH_IMPACT_NO_TRUSTED_JA_EVIDENCE,character_no_trusted_ja_batch010.csv,character_no_trusted_ja_batch010.csv
I70-036669,gyee,,1862,サンクタス戦記,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036676,nier,,1840,ニーア,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv,copyright_final_internal_external_split_batch064.csv
I70-044577,mochi_au_lait,,1840,もちオーレ,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-001883,employee_(project_moon),,1786,自職員,自職員,日本語表示名・表記の確定に追加確認が必要,REVIEW_HIGH_IMPACT_UNRESOLVED_EVIDENCE,character_review_final_batch061.csv,character_review_final_batch061.csv
I70-044586,koruri,,1772,こるり,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-036709,world_cup,,1767,ワールドカップ,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-036723,heaven_official's_blessing,,1732,天官賜福,,conservative fallback; Japanese title evidence is absent or ambiguous,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv,copyright_review_external_batch062.csv
I70-044603,ishikei,,1708,石恵,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
I70-044604,piromizu,,1708,ぴろ水,,,ARTIST_JA_READING_UNSUPPORTED,artist_initial_audit_batch008.csv,artist_initial_audit_batch008.csv
