row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-037219,justice_gakuen,907,私立ジャスティス学園,,established/common Japanese title or official rendering,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037254,7th_dragon,875,セブンスドラゴン,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037279,wonder_woman_(series),855,ワンダーウーマン,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037283,senjou_no_valkyria_1,849,戦場のヴァルキュリア,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037288,koumajou_densetsu,844,紅魔城伝説 緋色の交響曲,,established/common Japanese title or official rendering,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037301,valkyrie_profile_(series),834,ヴァルキリープロファイル,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037304,sunrise_(company),829,サンライズ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037339,ace_attorney_investigations,793,逆転検事,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037357,the_little_mermaid_(disney),773,リトル・マーメイド,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037360,grandia_i,771,グランディア,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037362,resident_evil_2_(remake),770,バイオハザード RE:2,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037384,kakyuusei_(series),748,下級生,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037438,kamen_rider_ooo_(series),714,仮面ライダーオーズ/OOO,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037532,aku_no_musume_(vocaloid),650,悪ノ娘,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037549,bayonetta_1,641,ベヨネッタ,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037562,blue_reflection_(series),635,ブルー リフレクション,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037584,top_wo_nerae!,625,トップをねらえ！,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037629,avatar_aang:_the_last_airbender,605,アバター 伝説の少年アン,,established/common Japanese title or official rendering,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037735,wild_arms_1,557,ワイルドアームズ,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037757,romeo_to_cinderella_(vocaloid),548,ロミオとシンデレラ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037808,doukyuusei,527,同級生,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037862,terminator_(series),505,ターミネーター,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037877,catherine_(game),499,キャサリン,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-037892,da_capo_i,494,D.C. ～ダ・カーポ～,,established/common Japanese title or official rendering,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038036,rolling_girl_(vocaloid),447,ローリンガール,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038159,tamagotchi_(classic),414,たまごっち,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038278,predator_(series),381,プレデター,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038317,blade_runner_(series),373,ブレードランナー,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038345,agarest_senki_(series),365,アガレスト戦記,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038354,valkyrie_profile_1,364,ヴァルキリープロファイル,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038395,rilakkuma_(series),357,リラックマ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038449,twin_angel,345,ツインエンジェル,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038470,how_to_train_your_dragon_(series),340,ヒックとドラゴン,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038534,beast_wars,330,ビーストウォーズ,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038566,makai_tenshi_djibril,326,魔界天使ジブリール,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038620,shiritsu_justice_gakuen,315,私立ジャスティス学園,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038682,specialite_(company),305,すぺしゃりて,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038696,detective_pikachu_(series),301,名探偵ピカチュウ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038713,digimon_world_re:digitize,298,デジモンワールド,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038722,alien_(1979),297,エイリアン,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038805,kaitou_tenshi_twin_angel,286,ツインエンジェル,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038813,artery_gear,284,アーテリーギア,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038833,pokemon_ranger_(series),281,ポケモンレンジャー,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038887,counter-strike_(series),274,カウンターストライク,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038924,pepoyo_(copyright),269,ぺぽよ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-038992,ryuu_ga_gotoku_1,261,龍が如く,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039038,toeto_(vocaloid),256,トエト,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039071,hunie_(series),252,ハニーポップ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039091,artery_gear:_fusion,249,アーテリーギア,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039102,gal_gun_(series),248,ぎゃる☆がん,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039262,tetsuwan_birdy_decode,232,鉄腕バーディー,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039270,predator_(1987),231,プレデター,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039385,tetsuwan_birdy,221,鉄腕バーディー,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039397,huniepop,220,ハニーポップ,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
