row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-039503,touhou_mystia's_izakaya,210,东方夜雀食堂,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,東方夜雀食堂,,OFFICIAL_JA_TITLE,HIGH,https://store.steampowered.com/app/1584090/Touhou_Mystias_Izakaya/,日本語版で使用される東方夜雀食堂表記へ修正,PROPOSED
I70-039513,sen'yuu.,209,戦勇。,,NEEDS_EXTERNAL_CHECK,KEEP,,,PUBLISHER_TITLE,HIGH,https://www.kodansha.co.jp/comic/products/0000045127,講談社公式書誌で戦勇。シリーズ名を確認,PROPOSED
I70-039517,touhou_sangetsusei,209,東方三月精,,NEEDS_EXTERNAL_CHECK,KEEP,,,PUBLISHER_TITLE,HIGH,https://store.kadokawa.co.jp/shop/g/g201111000496/,KADOKAWA公式商品名で東方三月精を確認,PROPOSED
I70-039541,toushinden,207,闘神伝,,NEEDS_EXTERNAL_CHECK,KEEP,,,RIGHTSHOLDER_TITLE,HIGH,https://edia.co.jp/wp-content/uploads/2025/10/%E3%80%8C%E9%97%98%E7%A5%9E%E4%BC%9D%E3%80%8D%E3%80%8C%E9%97%98%E7%A5%9E%E4%BC%9D2%E3%80%8D%E3%80%8C%E9%97%98%E7%A5%9E%E4%BC%9D3%E3%80%8D%E3%81%AE%E7%8F%BE%E8%A1%8C%E6%A9%9F%E7%A7%BB%E6%A4%8D%E9%96%8B%E7%99%BA%E6%B1%BA%E5%AE%9A%EF%BC%81%E3%80%8C%E9%97%98%E7%A5%9E%E4%BC%9D%E3%80%8D%E5%BE%A9%E6%B4%BB%EF%BC%8130%E5%91%A8%E5%B9%B4%E8%A8%98%E5%BF%B5%E3%80%81%E4%B8%96%E7%95%8C%E3%81%B8%E5%90%91%E3%81%91%E3%81%9F%E6%96%B0%E3%81%9F%E3%81%AA%E6%8C%91%E6%88%A6-1.pdf,商品化ライセンス契約先プレスリリースで闘神伝表記を確認,PROPOSED
I70-004529,tristan_(fate),723,トリスタン,トリスタン,NEEDS_EXTERNAL_CHECK,KEEP,,,ESTABLISHED_JA_NAME,HIGH,https://www.fate-go.jp/,Fate/Grand Order日本語名トリスタンとして確立し現表示と一致,PROPOSED
I70-004584,ines_(arknights),710,イネス,イネス,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_JA_NAME,HIGH,https://arknights.jp/news/475,アークナイツ公式イベント告知でイネス表記を確認,PROPOSED
I70-004626,hugh_(pokemon),703,ヒュウ,ヒュウ,NEEDS_EXTERNAL_CHECK,KEEP,,,ESTABLISHED_JA_NAME,HIGH,https://www.pokemon.co.jp/ex/b2w2/,ポケットモンスターブラック2・ホワイト2の日本語キャラクター名ヒュウと一致,PROPOSED
I70-039547,mass_effect_3,206,質量効果3,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,マスエフェクト 3,,OFFICIAL_TITLE,HIGH,https://www.ea.com/ja-jp/games/mass-effect/mass-effect-3-leviathan,EA日本語公式が関連ゲーム名を「マスエフェクト 3」と表記,PROPOSED
I70-039550,sengoku_musou_4,206,戦国無双4,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://www.gamecity.ne.jp/sengoku4/dx/,GAMECITY公式で『戦国無双４』を確認。表記差は全角数字のみで現表示を維持,PROPOSED
I70-039581,lotus_eaters,202,東方酔蝶華,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://www.kadokawa.co.jp/topics/15295/,KADOKAWA公式で『東方酔蝶華 ～ロータスイーター達の酔醒』を確認,PROPOSED
I70-039629,phoenix_wright:_ace_attorney_-_justice_for_all,198,逆転裁判2,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://www.capcom.co.jp/support/faq/full_platform_wii_gyakutensaiban2.html,カプコン公式サポートで「逆転裁判2」を確認,PROPOSED
I70-039665,gensou_suikoden_iv,194,幻想水滸伝iv,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,幻想水滸伝IV,,OFFICIAL_TITLE,HIGH,https://www.konami.com/games/jp/ja/products/gen4_ps2best_ps2/,KONAMI公式の商品名は「幻想水滸伝IV」,PROPOSED
I70-039672,seirei_gensouki,194,精霊幻想記,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://seireigensouki.com/,アニメ公式で「精霊幻想記」を確認,PROPOSED
I70-058019,kawasaki_tadataka,169,川崎直孝,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://chiochan.jp/products/,TVアニメ公式商品情報で「原作川崎直孝」を確認,PROPOSED
I70-058042,nakamura_tetsuya,169,中村哲也,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://www.kadokawa.co.jp/product/301510000155/,KADOKAWA公式著者表記「中村哲也」を確認,PROPOSED
I70-058200,aida_yuu,167,相田裕,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://www.kadokawa.co.jp/product/200111000255/,KADOKAWA公式著者表記「相田裕」を確認,PROPOSED
I70-058841,fujisaka_kimihiko,161,藤坂公彦,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://store.jp.square-enix.com/estore/g/gMNR0416-BOX/,スクウェア・エニックス公式商品説明で「藤坂公彦氏」を確認,PROPOSED
I70-004633,amakusa_shirou_(fate),701,天草四郎,天草四郎,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://news.fate-go.jp/2025/ordeal_call_4_pu2/,Fate/Grand Order公式で「天草四郎」を確認,PROPOSED
I70-004647,mousse_(ranma_1/2),699,ムース,ムース,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://ranma-pr.com/news/1276/,TVアニメ公式でキャラクター名「ムース」を確認,PROPOSED
I70-004652,arsene_lupin_iii,698,ルパン三世,ルパン三世,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://lupin-3rd.net/,公式サイトで「ルパン三世」を確認,PROPOSED
I70-004748,cait_sith_(ff7),682,ケット・シー,ケット・シー,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME,HIGH,https://www.jp.square-enix.com/ffvii_rebirth/character/caitsith.html,SQUARE ENIX公式キャラクターページで「ケット・シー」を確認,PROPOSED
I70-039688,nine_sols,193,九日,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE,HIGH,https://shop.redcandlegames.com/ja-JP/bundles/nine-sols-steam-key-bundle,Developer store Japanese page uses 九日 as the game title.,PROPOSED
I70-059651,imaishi_hiroyuki,154,今石洋之,,NEEDS_EXTERNAL_CHECK,KEEP,,,CREDITED_NAME,HIGH,https://natalie.mu/comic/news/384973,Japanese industry coverage credits director 今石洋之 by this exact name.,PROPOSED
I70-059882,fuse_ryuuta,152,布施龍太,,NEEDS_EXTERNAL_CHECK,KEEP,,,CREDITED_NAME,HIGH,https://www.gamer.ne.jp/news/202305260039/,Japanese industry coverage identifies illustrator 布施龍太 by this exact name.,PROPOSED
I70-060073,sanazura_hiroyuki,151,さなづらひろゆき,,NEEDS_EXTERNAL_CHECK,KEEP,,,PUBLISHER_CREDIT,HIGH,https://www.kadokawa.co.jp/product/200110000437/,KADOKAWA product page credits author さなづらひろゆき by this exact name.,PROPOSED
I70-060203,takanaga_kouhei,150,高永浩平,,NEEDS_EXTERNAL_CHECK,KEEP,,,PUBLISHING_CREDIT,HIGH,https://natalie.mu/comic/news/37795,Japanese publishing coverage credits 高永浩平 by this exact name.,PROPOSED
I70-059597,tanemura_arina,155,種村有菜,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_EVENT_CREDIT,HIGH,https://tanemuraarina30th.com/,Official 30th anniversary exhibition identifies 種村有菜 by this exact name.,PROPOSED
