canonical_tag,post_count,post_count_bucket,aliases,concept_area,final_status,final_reason,v2_status,v2_priority,human_review_status,nearest_special_identity,queue_reason
blood_from_mouth,12426,"10k-99,999",bloody_mouth|mouthbleed,SPECIAL_R18G_BODY_STATE,CANDIDATE,specific bleeding source/body-site relation for deep R18G discovery,LIKELY_CANDIDATE,P0,CANDIDATE,blood from vagina (SpecialID 1174; score=0.633),V2_CANDIDATE
bikini_bottom_only,11780,"10k-99,999",bikini_bottom,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific partial-garment/exposure state rather than ordinary bikini identity,LIKELY_CANDIDATE,P1,CANDIDATE,bikini bottom aside (SpecialID 2044; score=0.674),V2_CANDIDATE
bra_visible_through_clothes,11756,"10k-99,999",bra_through_clothes,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility-through-clothing relation distinct from generic see-through clothes,LIKELY_CANDIDATE,P1,CANDIDATE,tribadism through clothes (SpecialID 937; score=0.659),V2_CANDIDATE
hand_on_own_ass,10594,"10k-99,999",hand_on_ass,SPECIAL_BODY_RELATION_STATE,CANDIDATE,specific self-contact/body-site pose relation not covered by generic ass identity,LIKELY_CANDIDATE,P1,CANDIDATE,hand on own penis (SpecialID 797; score=0.748),V2_CANDIDATE
sagging_breasts,10045,"10k-99,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast shape/state identity beyond baseline size vocabulary,LIKELY_CANDIDATE,P1,CANDIDATE,breasts (SpecialID 2170; score=0.736),V2_CANDIDATE
grabbing_own_ass,9301,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,CANDIDATE,specific self-contact action; Special has grabbing another person and other own-ass actions but not this identity,LIKELY_CANDIDATE,P1,CANDIDATE,grabbing own breast (SpecialID 2030; score=0.719),V2_CANDIDATE
breast_lift,9093,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast manipulation/position state beyond generic breast identity,LIKELY_CANDIDATE,P1,CANDIDATE,breast (SpecialID 2632; score=0.768),V2_CANDIDATE
mole_on_thigh,8976,"1k-9,999",,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,specific body-mark + site relation; analogous site-specific body-mark identities exist in Special,LIKELY_CANDIDATE,P1,CANDIDATE,cum on thigh (SpecialID 1275; score=0.693),V2_CANDIDATE
breast_tattoo,8521,"1k-9,999",tattooed_breast,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,specific body-mark + site identity; fits deep anatomy/adornment discovery,LIKELY_CANDIDATE,P1,CANDIDATE,breast (SpecialID 2632; score=0.734),V2_CANDIDATE
bursting_breasts,8434,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific extreme breast-state/action concept rather than baseline morphology,LIKELY_CANDIDATE,P1,CANDIDATE,breasts (SpecialID 2170; score=0.724),V2_CANDIDATE
breast_suppress,8344,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast compression/concealment state useful for deep body/clothing discovery,LIKELY_CANDIDATE,P1,CANDIDATE,breast (SpecialID 2632; score=0.707),V2_CANDIDATE
armpit_peek,8023,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific partial-visibility body-site state; fits deep exposure/visibility discovery,LIKELY_CANDIDATE,P1,CANDIDATE,armpit sex (SpecialID 11; score=0.585),V2_CANDIDATE
tail_through_clothes,7638,"1k-9,999",tail_slit_clothes|tail_cutout,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific body/clothing structural relation; distinct from ordinary tail or clothing identities,LIKELY_CANDIDATE,P1,CANDIDATE,lactation through clothes (SpecialID 2192; score=0.713),V2_CANDIDATE
bikini_top_lift,7366,"1k-9,999",bikini_lift,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific garment displacement/exposure action beyond ordinary bikini identity,LIKELY_CANDIDATE,P1,CANDIDATE,untied bikini top (SpecialID 2061; score=0.615),V2_CANDIDATE
grabbing_another's_thighs,7269,"1k-9,999",holding_another's_thighs,SPECIAL_BODY_RELATION_STATE,CANDIDATE,specific actor/body-site contact action beyond generic grabbing or thigh identity,LIKELY_CANDIDATE,P1,CANDIDATE,grabbing another's penis (SpecialID 687; score=0.768),V2_CANDIDATE
framed_breasts,7268,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific composition/exposure framing state involving breasts,LIKELY_CANDIDATE,P1,CANDIDATE,breasts (SpecialID 2170; score=0.750),V2_CANDIDATE
hand_under_clothes,7084,"1k-9,999",hands_under_clothes,GENERAL_OBJECT_OR_ACTION_PLACEMENT,CANDIDATE,specific body-part/clothing spatial relation useful for action/exposure discovery,LIKELY_GENERAL_ONLY,P3,CANDIDATE,handjob under clothes (SpecialID 1103; score=0.749),HUMAN_OVERRIDE_PROTECTED
unaligned_breasts,6846,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific asymmetrical breast-position state,LIKELY_CANDIDATE,P1,CANDIDATE,breasts (SpecialID 2170; score=0.713),V2_CANDIDATE
blood_from_eyes,4970,"1k-9,999",bloody_tears|crying_blood|blood_tears,SPECIAL_R18G_BODY_STATE,CANDIDATE,specific bleeding source/body-site relation for deep R18G discovery,LIKELY_CANDIDATE,P0,CANDIDATE,blood from vagina (SpecialID 1174; score=0.643),V2_CANDIDATE
cloth_gag,4746,"1k-9,999",otm_gag,SPECIAL_BDSM_RESTRAINT,CANDIDATE,real gag subtype; Special has a deep gag device family but not this canonical subtype,LIKELY_CANDIDATE,P0,CANDIDATE,gag (SpecialID 1825; score=0.675),V2_CANDIDATE
head_between_breasts,4475,"1k-9,999",head_in_breasts,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,cum between breasts (SpecialID 1290; score=0.703),V2_CANDIDATE
mole_on_ass,3593,"1k-9,999",,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,mole on pussy (SpecialID 791; score=0.708),V2_CANDIDATE
blood_on_arm,3449,"1k-9,999",bloody_arm,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.681),V2_CANDIDATE
tail_around_own_leg,3398,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.588),V2_CANDIDATE
projectile_lactation,3294,"1k-9,999",,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific lactation behavior/visual subtype beyond generic lactation,LIKELY_CANDIDATE,P0,CANDIDATE,lactation (SpecialID 2194; score=0.729),V2_CANDIDATE
presenting_own_ass,3204,"1k-9,999",presenting_ass,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,presenting own anus (SpecialID 839; score=0.747),V2_CANDIDATE
micro_panties,3160,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific micro-garment subtype; distinct canonical discovery term,LIKELY_CANDIDATE,P1,CANDIDATE,panties (SpecialID 2112; score=0.765),V2_CANDIDATE
hands_on_own_ass,3021,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,hands on penis (SpecialID 928; score=0.643),V2_CANDIDATE
bouncing_ass,2995,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.630),V2_CANDIDATE
arm_between_breasts,2580,"1k-9,999",hand_between_breasts,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,cum between breasts (SpecialID 1290; score=0.736),V2_CANDIDATE
presenting_own_breasts,2518,"1k-9,999",presenting_breasts,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,presenting own anus (SpecialID 839; score=0.707),V2_CANDIDATE
tail_between_legs,2245,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
leotard_peek,2186,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,leotard pull (SpecialID 2225; score=0.579),V2_CANDIDATE
blood_on_leg,2125,"1k-9,999",bloody_leg,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.681),V2_CANDIDATE
clothes_between_thighs,2001,"1k-9,999",clothing_between_thighs,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,clothes down (SpecialID 2047; score=0.490),V2_CANDIDATE
face_between_breasts,1927,"1k-9,999",face_in_breasts|motorboating,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,cum between breasts (SpecialID 1290; score=0.726),V2_CANDIDATE
holding_own_legs_back,1710,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,holding tentacle (SpecialID 1868; score=0.483),V2_CANDIDATE
shorts_around_one_leg,1688,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.778),V2_CANDIDATE
standing_doggystyle,1581,"1k-9,999",standing_doggy_style,SPECIAL_NAMED_POSE,CANDIDATE,specific real canonical sex-position subtype beyond generic doggystyle,LIKELY_CANDIDATE,P0,CANDIDATE,doggystyle (SpecialID 120; score=0.760),V2_CANDIDATE
blood_on_chest,1546,"1k-9,999",bloody_chest,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.654),V2_CANDIDATE
hand_on_own_crotch,1483,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,hand on own penis (SpecialID 797; score=0.691),V2_CANDIDATE
sports_bra_lift,1433,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,bra lift (SpecialID 2045; score=0.796),V2_CANDIDATE
blood_on_breasts,1400,"1k-9,999",bloody_breasts,SPECIAL_R18G_BODY_STATE,CANDIDATE,specific localized blood/body-site state for deep R18G discovery,LIKELY_CANDIDATE,P0,CANDIDATE,breasts (SpecialID 2170; score=0.691),V2_CANDIDATE
blood_on_neck,1399,"1k-9,999",,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
ass_tattoo,1370,"1k-9,999",,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.658),V2_CANDIDATE
bite_mark_on_breast,1317,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.616),V2_CANDIDATE
pubic_tattoo_visible_through_clothes,1310,"1k-9,999",pubic_tattoo_through_clothing,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific body-site tattoo visibility-through-clothing relation; pubic tattoo alone does not cover it,LIKELY_CANDIDATE,P1,CANDIDATE,pubic tattoo (SpecialID 2766; score=0.655),V2_CANDIDATE
micro_bra,1257,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific micro-garment subtype; Special has micro pasties but no micro bra identity,LIKELY_CANDIDATE,P1,CANDIDATE,bra (SpecialID 2081; score=0.675),V2_CANDIDATE
armpit_hair_peek,1220,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,pubic hair peek (SpecialID 2388; score=0.682),V2_CANDIDATE
head_between_thighs,1134,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.500),V2_CANDIDATE
ass_press,1123,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.675),V2_CANDIDATE
implied_pregnancy,1109,"1k-9,999",,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific implied-state reproductive concept beyond generic pregnant,LIKELY_CANDIDATE,P0,CANDIDATE,implied orgasm (SpecialID 1068; score=0.561),V2_CANDIDATE
licking_breast,1093,"1k-9,999",breast_licking|breast_lick,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.720),V2_CANDIDATE
blood_in_mouth,963,100-999,,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.654),V2_CANDIDATE
skirt_peek,932,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt up (SpecialID 2774; score=0.592),V2_CANDIDATE
holding_pregnancy_test,902,100-999,,BOUNDARY_CONCEPT,CANDIDATE,specific reproduction-scene object/action identity beyond generic pregnancy,NEEDS_REVIEW,P1,CANDIDATE,holding tentacle (SpecialID 1868; score=0.486),V2_NEEDS_REVIEW
pants_around_one_leg,897,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.743),V2_CANDIDATE
mole_on_crotch,864,100-999,mole_on_groin,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,cum on crotch (SpecialID 997; score=0.700),V2_CANDIDATE
scar_on_breast,862,100-999,scar_on_breasts,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.687),V2_CANDIDATE
ass_freckles,857,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.630),V2_CANDIDATE
blood_on_mouth,850,100-999,,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.654),V2_CANDIDATE
spreading_own_ass,824,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,spreading own anus (SpecialID 778; score=0.745),V2_CANDIDATE
bikini_around_one_leg,770,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.756),V2_CANDIDATE
breast_freckles,764,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.707),V2_CANDIDATE
panties_visible_through_clothes,736,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility-through-clothing relation; complex concept useful for deep discovery,LIKELY_CANDIDATE,P1,CANDIDATE,fellatio through clothes (SpecialID 1105; score=0.624),V2_CANDIDATE
view_between_legs,735,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
panties_around_thighs,701,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.642),V2_CANDIDATE
navel_peek,650,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,navel sex (SpecialID 73; score=0.573),V2_CANDIDATE
