canonical_tag,post_count,post_count_bucket,aliases,concept_area,final_status,final_reason,v2_status,v2_priority,human_review_status,nearest_special_identity,queue_reason
panties_under_pantyhose,35495,"10k-99,999",panties_under_pantiehose|panties_behind_pantyhose|panties_below_pantyhose|panties_underneath_pantyhose,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,vibrator under pantyhose (SpecialID 293; score=0.678),V2_CANDIDATE
hair_over_eyes,31434,"10k-99,999",hair_covering_eyes,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,penis over eyes (SpecialID 772; score=0.675),V2_CANDIDATE
bikini_under_clothes,28667,"10k-99,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,penis under clothes (SpecialID 1439; score=0.703),V2_CANDIDATE
covered_eyes,27323,"10k-99,999",obscured_eyes|eyes_covered,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,covered penis (SpecialID 683; score=0.602),V2_CANDIDATE
leg_lift,21408,"10k-99,999",leg_raised|leg_raise|raised_leg,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cape lift (SpecialID 2212; score=0.559),V2_CANDIDATE
hand_on_own_thigh,20643,"10k-99,999",,BOUNDARY_CONCEPT,GENERAL_ONLY,final human boundary review: General discovery is sufficient,NEEDS_REVIEW,P1,NEEDS_REVIEW,hand on own penis (SpecialID 797; score=0.727),V2_NEEDS_REVIEW
see-through_shirt,20396,"10k-99,999",transparent_shirt,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
hugging_own_legs,19575,"10k-99,999",leg_hug|hugging_legs|hugging_knees|knee_hug,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,open legs (SpecialID 2760; score=0.477),V2_CANDIDATE
swimsuit_under_clothes,18977,"10k-99,999",/suc,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,paizuri under clothes (SpecialID 532; score=0.689),V2_CANDIDATE
pantyhose_under_shorts,17521,"10k-99,999",legwear_under_shorts,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator under pantyhose (SpecialID 293; score=0.509),V2_CANDIDATE
necktie_between_breasts,15420,"10k-99,999",,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,specific object/body spatial relation; a concrete reusable composition concept,LIKELY_GENERAL_ONLY,P3,CANDIDATE,cum between breasts (SpecialID 1290; score=0.698),HUMAN_OVERRIDE_PROTECTED
leg_tattoo,15227,"10k-99,999",thigh_tattoo,SPECIAL_INTIMATE_ADORNMENT_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,penis tattoo (SpecialID 1064; score=0.569),V2_CANDIDATE
same-sex_bathing,14489,"10k-99,999",,GENERAL_OTHER,GENERAL_ONLY,specific relationship/scene identity but ordinary bathing may belong in General rather than deep Special,LIKELY_GENERAL_ONLY,P3,NEEDS_REVIEW,sex (SpecialID 54; score=0.559),HUMAN_OVERRIDE_PROTECTED
unworn_panties,13158,"10k-99,999",panties_removed|panties_off,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,panties (SpecialID 2112; score=0.750),V2_CANDIDATE
hair_over_breasts,11472,"10k-99,999",hair_on_breasts,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,breasts (SpecialID 2170; score=0.679),V2_CANDIDATE
leotard_under_clothes,10499,"10k-99,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,dildo under clothes (SpecialID 295; score=0.693),V2_CANDIDATE
v_over_eye,10173,"10k-99,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,tentacle over eye (SpecialID 1894; score=0.633),V2_CANDIDATE
thighhighs_under_boots,9455,"1k-9,999",,GENERAL_ORDINARY_CLOTHING_STATE,GENERAL_ONLY,specific garment-layer relation rather than an ordinary garment identity,LIKELY_GENERAL_ONLY,P3,CANDIDATE,thighhighs only (SpecialID 2635; score=0.517),HUMAN_OVERRIDE_PROTECTED
see-through_dress,9382,"1k-9,999",transparent_dress,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
mixed-sex_bathing,9158,"1k-9,999",mixed_bathing|coed_bathing,GENERAL_OTHER,GENERAL_ONLY,specific relationship/scene identity but ordinary bathing may belong in General rather than deep Special,LIKELY_GENERAL_ONLY,P3,NEEDS_REVIEW,sex (SpecialID 54; score=0.552),HUMAN_OVERRIDE_PROTECTED
wet_panties,7955,"1k-9,999",drenched_panties|/wp,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,panties (SpecialID 2112; score=0.800),V2_CANDIDATE
hand_on_own_leg,6911,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,hand on own penis (SpecialID 797; score=0.748),V2_CANDIDATE
unworn_bra,6765,"1k-9,999",bra_removed|bra_off,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,bra (SpecialID 2081; score=0.658),V2_CANDIDATE
bodysuit_under_clothes,6319,"1k-9,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,cum under clothes (SpecialID 1338; score=0.679),V2_CANDIDATE
holding_another's_leg,6168,"1k-9,999",grabbing_another's_leg,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,grabbing another's penis (SpecialID 687; score=0.542),V2_CANDIDATE
see-through_skirt,6120,"1k-9,999",transparent_skirt,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
wet_swimsuit,5363,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,assless swimsuit (SpecialID 2072; score=0.563),V2_CANDIDATE
see-through_leotard,5075,"1k-9,999",transparent_leotard|sheer_leotard,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.813),V2_CANDIDATE
hands_on_own_thighs,5001,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,hands on penis (SpecialID 928; score=0.641),V2_CANDIDATE
scar_on_leg,4003,"1k-9,999",leg_scar,SPECIAL_INTIMATE_ADORNMENT_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on leg (SpecialID 1273; score=0.676),V2_CANDIDATE
holding_own_leg,3969,"1k-9,999",grabbing_own_leg,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,holding tentacle (SpecialID 1868; score=0.544),V2_CANDIDATE
through_clothes,3877,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum through clothes (SpecialID 382; score=0.880),V2_CANDIDATE
between_thighs,3286,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.561),V2_CANDIDATE
unworn_bikini_top,3069,"1k-9,999",bikini_top_removed,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,untied bikini top (SpecialID 2061; score=0.677),V2_CANDIDATE
sperm_cell,2940,"1k-9,999",,BOUNDARY_CONCEPT,GENERAL_ONLY,final human boundary review: General discovery is sufficient,NEEDS_REVIEW,P1,NEEDS_REVIEW,sperm (SpecialID 1250; score=0.750),V2_NEEDS_REVIEW
arms_between_legs,2651,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
bikini_bottom_under_shorts,2528,"1k-9,999",bikini_under_shorts,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bikini bottom aside (SpecialID 2044; score=0.633),V2_CANDIDATE
leg_between_thighs,2413,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.508),V2_CANDIDATE
jacket_over_swimsuit,2330,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,assless swimsuit (SpecialID 2072; score=0.500),V2_CANDIDATE
holding_another's_legs,2295,"1k-9,999",grabbing_another's_legs,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,grabbing another's penis (SpecialID 687; score=0.555),V2_CANDIDATE
unworn_swimsuit,2273,"1k-9,999",swimsuit_removed,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on swimsuit (SpecialID 1336; score=0.585),V2_CANDIDATE
looking_through_own_legs,1957,"1k-9,999",looking_through_legs,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cunnilingus through clothes (SpecialID 843; score=0.432),V2_CANDIDATE
panties_under_buruma,1786,"1k-9,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.650),V2_CANDIDATE
hands_on_own_legs,1609,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,hands on penis (SpecialID 928; score=0.633),V2_CANDIDATE
unworn_bikini,1572,"1k-9,999",bikini_removed,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,unworn blindfold (SpecialID 2431; score=0.552),V2_CANDIDATE
unworn_bikini_bottom,1525,"1k-9,999",bikini_bottom_removed,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,untied bikini bottom (SpecialID 2060; score=0.693),V2_CANDIDATE
see-through_panties,1496,"1k-9,999",transparent_panties|sheer_panties,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,CANDIDATE,see-through (SpecialID 2135; score=0.813),V2_CANDIDATE
panties_under_shorts,1325,"1k-9,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.650),V2_CANDIDATE
pregnancy_test,1233,"1k-9,999",,BOUNDARY_CONCEPT,GENERAL_ONLY,final human boundary review: General discovery is sufficient,NEEDS_REVIEW,P1,NEEDS_REVIEW,bare anus (SpecialID 4; score=0.196),V2_NEEDS_REVIEW
bikini_top_under_shirt,1194,"1k-9,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,untied bikini top (SpecialID 2061; score=0.544),V2_CANDIDATE
see-through_bikini,1101,"1k-9,999",transparent_bikini,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.825),V2_CANDIDATE
see-through_one-piece_swimsuit,1099,"1k-9,999",transparent_one-piece_swimsuit,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.671),V2_CANDIDATE
hair_between_breasts,1068,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum between breasts (SpecialID 1290; score=0.703),V2_CANDIDATE
pantyhose_under_swimsuit,1065,"1k-9,999",,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator under swimsuit (SpecialID 1065; score=0.678),V2_CANDIDATE
w_over_eye,1060,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,tentacle over eye (SpecialID 1894; score=0.633),V2_CANDIDATE
hair_over_one_breast,1027,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.608),V2_CANDIDATE
spiral-only_eyes,1013,"1k-9,999",,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,rape eyes (SpecialID 1379; score=0.477),V2_CANDIDATE
grabbing_own_thigh,1007,"1k-9,999",,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,grabbing own breast (SpecialID 2030; score=0.674),V2_CANDIDATE
see-through_pantyhose,977,100-999,sheer_pantyhose,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.793),V2_CANDIDATE
panties_over_pantyhose,933,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.634),V2_CANDIDATE
ascot_between_breasts,903,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,alcohol between breasts (SpecialID 2710; score=0.722),V2_CANDIDATE
hanging_legs,865,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bare legs (SpecialID 2209; score=0.499),V2_CANDIDATE
see-through_bodysuit,859,100-999,transparent_bodysuit|sheer_bodysuit,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.803),V2_CANDIDATE
see-through_bra,828,100-999,transparent_bra|sheer_bra,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.864),V2_CANDIDATE
panties_over_garter_belt,818,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,garter belt (SpecialID 2100; score=0.733),V2_CANDIDATE
see-through_dress_layer,805,100-999,transparent_dress_layer,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.741),V2_CANDIDATE
ok_sign_over_eye,761,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,tentacle over eye (SpecialID 1894; score=0.586),V2_CANDIDATE
see-through_skirt_layer,744,100-999,transparent_skirt_layer,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.741),V2_CANDIDATE
bikini_under_skirt,681,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bikini aside (SpecialID 2735; score=0.495),V2_CANDIDATE
sitting_between_legs,610,100-999,sitting_between_lap,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.493),V2_CANDIDATE
bite_mark_on_thigh,607,100-999,,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on thigh (SpecialID 1275; score=0.613),V2_CANDIDATE
bruise_on_leg,565,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on leg (SpecialID 1273; score=0.646),V2_CANDIDATE
see-through_pants,518,100-999,transparent_pants,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
mole_on_leg,507,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on leg (SpecialID 1273; score=0.676),V2_CANDIDATE
bra_over_clothes,429,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator over clothes (SpecialID 985; score=0.723),V2_CANDIDATE
hands_on_own_leg,407,100-999,,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,hands on penis (SpecialID 928; score=0.613),V2_CANDIDATE
bikini_over_clothes,383,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,paizuri over clothes (SpecialID 531; score=0.679),V2_CANDIDATE
wet_male_underwear,377,100-999,wet_underwear_(male),SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,male underwear (SpecialID 2202; score=0.877),V2_CANDIDATE
panties_under_bike_shorts,337,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.597),V2_CANDIDATE
see-through_slingshot_swimsuit,302,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.691),V2_CANDIDATE
see-through_midriff,297,100-999,transparent_midriff,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.813),V2_CANDIDATE
hair_over_crotch,294,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,crotch (SpecialID 2361; score=0.662),V2_CANDIDATE
arm_on_own_leg,287,100-999,,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on leg (SpecialID 1273; score=0.613),V2_CANDIDATE
buruma_under_skirt,273,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,buruma aside (SpecialID 2210; score=0.495),V2_CANDIDATE
hugging_own_leg,271,100-999,,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bound leg (SpecialID 2441; score=0.450),V2_CANDIDATE
