slice_index,row_id,canonical_tag,category,post_count,review_result,review_note
38,I70-034917,tsukimori_kousuke,Character,52,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
39,I70-034989,aragorn,Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
40,I70-035052,dende_(dragon_ball),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
41,I70-035080,english_miku,Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
42,I70-035087,fang_tang_(false_memory),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
43,I70-035090,felt_(spindlesong),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
44,I70-035139,indomitable_(the_laid-back_navigator)_(azur_lane),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
45,I70-035154,joe_biden,Character,51,REAL_3D,Resolved in MANUAL_SCOPE_BATCH_061
46,I70-035155,juju_(over_zenith),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
47,I70-035180,kisaki_kanann,Character,51,UNCERTAIN,Reviewed in fixed residual queue; identity remains insufficiently evidenced for a safe 2D-only scope decision. Kept UNCERTAIN.
48,I70-035181,kisaki_souhei,Character,51,UNCERTAIN,Reviewed in fixed residual queue; identity remains insufficiently evidenced for a safe 2D-only scope decision. Kept UNCERTAIN.
49,I70-035194,lanfear,Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
50,I70-035261,odette_(swan_lake),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
51,I70-035284,remia_aotsuki,Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
52,I70-035302,saber_kitty_(disgaea),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
53,I70-035346,spock,Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
54,I70-035357,tachibana_gin_(kyoukaisenjou_no_horizon),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
55,I70-035365,tam_tambourine,Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
56,I70-035400,vienna_(1st_costume)_(vtuber),Character,51,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
57,I70-035436,amaterasu_(mythology),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
58,I70-035478,choppy_(precure),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
59,I70-035493,daiba_shizuma,Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
60,I70-035494,dalian_(dantalian_no_shoka),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
61,I70-035544,grey-haired_girl_(alien_stage),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
62,I70-035547,gustaf_(saga),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
63,I70-035563,hestia_happiness,Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
64,I70-035603,jr._(xenosaga),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
65,I70-035633,kobayashi_mikuru_(civilian),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
66,I70-035748,princess_juliette,Character,50,UNCERTAIN,Reviewed in fixed residual queue; identity remains insufficiently evidenced for a safe 2D-only scope decision. Kept UNCERTAIN.
67,I70-035817,symphony_rin_(2018-2019),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
68,I70-035874,xueying_wawa_(lily_of_the_valley)_(roco_kingdom:_world),Character,50,IN_2D,Resolved in MANUAL_SCOPE_BATCH_061
