cluster_id,cluster_position,semantic_bucket,generation_family,generation_role,general_root,identity_key,priority_band,is_general,is_special,general_primary_path,special_id,issue104_risk
C001,41,OTHER,,(none),(none),gape,P1_SPECIAL_OR_OVERLAP,NO,YES,,1791,NO
C001,42,OTHER,,(none),(none),garter_strap,P1_SPECIAL_OR_OVERLAP,NO,YES,,2645,NO
C001,43,OTHER,,(none),(none),gloryhole,P1_SPECIAL_OR_OVERLAP,NO,YES,,1669,NO
C001,44,OTHER,,(none),(none),grinding,P1_SPECIAL_OR_OVERLAP,NO,YES,,1643,NO
C001,45,OTHER,,(none),(none),hadaka_apron,P1_SPECIAL_OR_OVERLAP,NO,YES,,2682,NO
C001,46,OTHER,,(none),(none),hands_bound,P1_SPECIAL_OR_OVERLAP,NO,YES,,1944,NO
C001,47,OTHER,,(none),(none),hands_tied,P1_SPECIAL_OR_OVERLAP,NO,YES,,1951,NO
C001,48,OTHER,,(none),(none),hotdogging,P1_SPECIAL_OR_OVERLAP,NO,YES,,1653,NO
C001,49,OTHER,,(none),(none),implied_self-mutilation,P1_SPECIAL_OR_OVERLAP,NO,YES,,2752,NO
C001,50,OTHER,,(none),(none),implied_virgin,P1_SPECIAL_OR_OVERLAP,NO,YES,,2715,NO
C001,51,OTHER,,(none),(none),lift_shirt,P1_SPECIAL_OR_OVERLAP,NO,YES,,2755,NO
C001,52,OTHER,,(none),(none),lift_skirt,P1_SPECIAL_OR_OVERLAP,NO,YES,,2756,NO
C001,53,OTHER,,(none),(none),maebari_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,2629,NO
C001,54,OTHER,,(none),(none),male_on_top,P1_SPECIAL_OR_OVERLAP,NO,YES,,2757,NO
C001,55,OTHER,,(none),(none),male_ryona,P1_SPECIAL_OR_OVERLAP,NO,YES,,1445,NO
C001,56,OTHER,,(none),(none),missionary_position,P1_SPECIAL_OR_OVERLAP,NO,YES,,136,NO
C001,57,OTHER,,(none),(none),money_in_cleavage,P1_SPECIAL_OR_OVERLAP,NO,YES,,2602,NO
C001,58,OTHER,,(none),(none),naughty_smile,P1_SPECIAL_OR_OVERLAP,NO,YES,,1608,NO
C001,59,OTHER,,(none),(none),no_briefs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2732,NO
C001,60,OTHER,,(none),(none),nopan,P1_SPECIAL_OR_OVERLAP,NO,YES,,2124,NO
C001,61,OTHER,,(none),(none),oppai,P1_SPECIAL_OR_OVERLAP,NO,YES,,2633,NO
C001,62,OTHER,,(none),(none),pantsu,P1_SPECIAL_OR_OVERLAP,NO,YES,,2761,NO
C001,63,OTHER,,(none),(none),panty,P1_SPECIAL_OR_OVERLAP,NO,YES,,2637,NO
C001,64,OTHER,,(none),(none),panty_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2656,NO
C001,65,OTHER,,(none),(none),pantyhose_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2677,NO
C001,66,OTHER,,(none),(none),pantyhosepull,P1_SPECIAL_OR_OVERLAP,NO,YES,,2678,NO
C001,67,OTHER,,(none),(none),posterior_cleavage,P1_SPECIAL_OR_OVERLAP,NO,YES,,2540,NO
C001,68,OTHER,,(none),(none),pov_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,2660,NO
C001,69,OTHER,,(none),(none),reverse_cowgirl,P1_SPECIAL_OR_OVERLAP,NO,YES,,141,NO
C001,70,OTHER,,(none),(none),rori,P1_SPECIAL_OR_OVERLAP,NO,YES,,1576,NO
C001,71,OTHER,,(none),(none),self-mutilation,P1_SPECIAL_OR_OVERLAP,NO,YES,,2769,NO
C001,72,OTHER,,(none),(none),self_facial,P1_SPECIAL_OR_OVERLAP,NO,YES,,1673,NO
C001,73,OTHER,,(none),(none),shemale,P1_SPECIAL_OR_OVERLAP,NO,YES,,1656,NO
C001,74,OTHER,,(none),(none),shirikoki,P1_SPECIAL_OR_OVERLAP,NO,YES,,1654,NO
C001,75,OTHER,,(none),(none),shirt_up,P1_SPECIAL_OR_OVERLAP,NO,YES,,2771,NO
C001,76,OTHER,,(none),(none),shirtlift,P1_SPECIAL_OR_OVERLAP,NO,YES,,2773,NO
C001,77,OTHER,,(none),(none),skirt_up,P1_SPECIAL_OR_OVERLAP,NO,YES,,2774,NO
C001,78,OTHER,,(none),(none),skirtlift,P1_SPECIAL_OR_OVERLAP,NO,YES,,2775,NO
C001,79,OTHER,,(none),(none),slap_mark_on_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,2690,NO
C001,80,OTHER,,(none),(none),snowballing,P1_SPECIAL_OR_OVERLAP,NO,YES,,1508,NO
C001,81,OTHER,,(none),(none),somnophilia,P1_SPECIAL_OR_OVERLAP,NO,YES,,1389,NO
C001,82,OTHER,,(none),(none),sperm,P1_SPECIAL_OR_OVERLAP,NO,YES,,1250,NO
C001,83,OTHER,,(none),(none),standing_69,P1_SPECIAL_OR_OVERLAP,NO,YES,,1685,NO
C001,84,OTHER,,(none),(none),strap_on,P1_SPECIAL_OR_OVERLAP,NO,YES,,1649,NO
C001,85,OTHER,,(none),(none),strapon,P1_SPECIAL_OR_OVERLAP,NO,YES,,1396,NO
C001,86,OTHER,,(none),(none),strip,P1_SPECIAL_OR_OVERLAP,NO,YES,,2779,NO
C001,87,OTHER,,(none),(none),sumata,P1_SPECIAL_OR_OVERLAP,NO,YES,,1376,NO
C001,88,OTHER,,(none),(none),taking_off_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,2782,NO
C001,89,OTHER,,(none),(none),tamakeri,P1_SPECIAL_OR_OVERLAP,NO,YES,,624,NO
C001,90,OTHER,,(none),(none),teabagging,P1_SPECIAL_OR_OVERLAP,NO,YES,,1683,NO
C001,91,OTHER,,(none),(none),tentacle,P1_SPECIAL_OR_OVERLAP,NO,YES,,1891,NO
C001,92,OTHER,,(none),(none),tentacle_as_arm,P1_SPECIAL_OR_OVERLAP,NO,YES,,2620,NO
C001,93,OTHER,,(none),(none),tentacles_with_hands,P1_SPECIAL_OR_OVERLAP,NO,YES,,2630,NO
C001,94,OTHER,,(none),(none),tentacles_with_male,P1_SPECIAL_OR_OVERLAP,NO,YES,,2585,NO
C001,95,OTHER,,(none),(none),thighhigh,P1_SPECIAL_OR_OVERLAP,NO,YES,,2634,NO
C001,96,OTHER,,(none),(none),tits,P1_SPECIAL_OR_OVERLAP,NO,YES,,2784,NO
C001,97,OTHER,,(none),(none),undress,P1_SPECIAL_OR_OVERLAP,NO,YES,,2785,NO
C001,98,OTHER,,(none),(none),watersports,P1_SPECIAL_OR_OVERLAP,NO,YES,,1995,NO
C001,99,OTHER,,(none),(none),x_pasties,P1_SPECIAL_OR_OVERLAP,NO,YES,,2577,NO
C001,100,OTHER,,(none),(none),xray,P1_SPECIAL_OR_OVERLAP,NO,YES,,2014,NO
C002,1,OTHER,,semantic_support,(none),18+,P1_SPECIAL_OR_OVERLAP,NO,YES,,1694,NO
C002,2,OTHER,,semantic_support,(none),adult_content,P1_SPECIAL_OR_OVERLAP,NO,YES,,1695,NO
C002,3,OTHER,,semantic_support,(none),adult_toy,P1_SPECIAL_OR_OVERLAP,NO,YES,,305,NO
C002,4,OTHER,,semantic_support,(none),after_oral,P1_SPECIAL_OR_OVERLAP,NO,YES,,112,NO
C002,5,OTHER,,semantic_support,(none),after_urethral,P1_SPECIAL_OR_OVERLAP,NO,YES,,216,NO
C002,6,OTHER,,semantic_support,(none),ass_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,165,NO
C002,7,OTHER,,semantic_support,(none),ass_spread,P1_SPECIAL_OR_OVERLAP,NO,YES,,1809,NO
C002,8,OTHER,,semantic_support,(none),autoerotic_asphyxiation,P1_SPECIAL_OR_OVERLAP,NO,YES,,423,NO
C002,9,OTHER,,semantic_support,(none),bare_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,1810,NO
C002,10,OTHER,,semantic_support,(none),breeding,P1_SPECIAL_OR_OVERLAP,NO,YES,,2187,NO
C002,11,OTHER,,semantic_support,(none),breeding_kink,P1_SPECIAL_OR_OVERLAP,NO,YES,,2188,NO
C002,12,OTHER,,semantic_support,(none),childlike,P1_SPECIAL_OR_OVERLAP,NO,YES,,2352,NO
C002,13,OTHER,,semantic_support,(none),choking_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1975,NO
C002,14,OTHER,,semantic_support,(none),climaxing,P1_SPECIAL_OR_OVERLAP,NO,YES,,651,NO
C002,15,OTHER,,semantic_support,(none),coat_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2269,NO
C002,16,OTHER,,semantic_support,(none),cream_pie,P1_SPECIAL_OR_OVERLAP,NO,YES,,410,NO
C002,17,OTHER,,semantic_support,(none),creampie,P1_SPECIAL_OR_OVERLAP,NO,YES,,407,NO
C002,18,OTHER,,semantic_support,(none),cross_section_view,P1_SPECIAL_OR_OVERLAP,NO,YES,,2009,NO
C002,19,OTHER,,semantic_support,(none),crotchless_buruma,P1_SPECIAL_OR_OVERLAP,NO,YES,,2126,NO
C002,20,OTHER,,semantic_support,(none),cuntboy_with_cuntboy,P1_SPECIAL_OR_OVERLAP,NO,YES,,717,NO
C002,21,OTHER,,semantic_support,(none),cuntboy_with_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,718,NO
C002,22,OTHER,,semantic_support,(none),defecation,P1_SPECIAL_OR_OVERLAP,NO,YES,,460,NO
C002,23,OTHER,,semantic_support,(none),dismembered,P1_SPECIAL_OR_OVERLAP,NO,YES,,1782,NO
C002,24,OTHER,,semantic_support,(none),doggy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1757,NO
C002,25,OTHER,,semantic_support,(none),dubcon,P1_SPECIAL_OR_OVERLAP,NO,YES,,444,NO
C002,26,OTHER,,semantic_support,(none),ecchi,P1_SPECIAL_OR_OVERLAP,NO,YES,,1697,NO
C002,27,OTHER,,semantic_support,(none),ero,P1_SPECIAL_OR_OVERLAP,NO,YES,,1698,NO
C002,28,OTHER,,semantic_support,(none),extreme_fetish,P1_SPECIAL_OR_OVERLAP,NO,YES,,505,NO
C002,29,OTHER,,semantic_support,(none),eye_gouging,P1_SPECIAL_OR_OVERLAP,NO,YES,,475,NO
C002,30,OTHER,,semantic_support,(none),fire_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1971,NO
C002,31,OTHER,,semantic_support,(none),forced_intercourse,P1_SPECIAL_OR_OVERLAP,NO,YES,,446,NO
C002,32,OTHER,,semantic_support,(none),genital_stretching,P1_SPECIAL_OR_OVERLAP,NO,YES,,205,NO
C002,33,OTHER,,semantic_support,(none),genitalia,P1_SPECIAL_OR_OVERLAP,NO,YES,,1811,NO
C002,34,OTHER,,semantic_support,(none),golden_shower_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1998,NO
C002,35,OTHER,,semantic_support,(none),gory,P1_SPECIAL_OR_OVERLAP,NO,YES,,1784,NO
C002,36,OTHER,,semantic_support,(none),hard_fetish,P1_SPECIAL_OR_OVERLAP,NO,YES,,506,NO
C002,37,OTHER,,semantic_support,(none),hardcore,P1_SPECIAL_OR_OVERLAP,NO,YES,,1703,NO
C002,38,OTHER,,semantic_support,(none),hentai_style,P1_SPECIAL_OR_OVERLAP,NO,YES,,1706,NO
C002,39,OTHER,,semantic_support,(none),hoodie_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2270,NO
C002,40,OTHER,,semantic_support,(none),humbler,P1_SPECIAL_OR_OVERLAP,NO,YES,,1788,NO
C002,41,OTHER,,semantic_support,(none),hysterectomy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1793,NO
C002,42,OTHER,,semantic_support,(none),ice_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,1972,NO
C002,43,OTHER,,semantic_support,(none),judas_cradle,P1_SPECIAL_OR_OVERLAP,NO,YES,,1719,NO
C002,44,OTHER,,semantic_support,(none),kimono_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2272,NO
C002,45,OTHER,,semantic_support,(none),kimono_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2273,NO
C002,46,OTHER,,semantic_support,(none),lewd_content,P1_SPECIAL_OR_OVERLAP,NO,YES,,1708,NO
C002,47,OTHER,,semantic_support,(none),minor,P1_SPECIAL_OR_OVERLAP,NO,YES,,2353,NO
C002,48,OTHER,,semantic_support,(none),non-consensual,P1_SPECIAL_OR_OVERLAP,NO,YES,,441,NO
C002,49,OTHER,,semantic_support,(none),non_con,P1_SPECIAL_OR_OVERLAP,NO,YES,,447,NO
C002,50,OTHER,,semantic_support,(none),orchiectomy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1790,NO
C002,51,OTHER,,semantic_support,(none),porn,P1_SPECIAL_OR_OVERLAP,NO,YES,,1710,NO
C002,52,OTHER,,semantic_support,(none),preteen,P1_SPECIAL_OR_OVERLAP,NO,YES,,2354,NO
C002,53,OTHER,,semantic_support,(none),questionable,P1_SPECIAL_OR_OVERLAP,NO,YES,,1738,NO
C002,54,OTHER,,semantic_support,(none),r18,P1_SPECIAL_OR_OVERLAP,NO,YES,,1714,NO
C002,55,OTHER,,semantic_support,(none),rimming,P1_SPECIAL_OR_OVERLAP,NO,YES,,116,NO
C002,56,OTHER,,semantic_support,(none),scat_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,468,NO
C002,57,OTHER,,semantic_support,(none),schoolboy,P1_SPECIAL_OR_OVERLAP,NO,YES,,2379,NO
C002,58,OTHER,,semantic_support,(none),self_stimulation,P1_SPECIAL_OR_OVERLAP,NO,YES,,98,NO
C002,59,OTHER,,semantic_support,(none),shoe_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,2276,NO
C002,60,OTHER,,semantic_support,(none),soiled_diaper,P1_SPECIAL_OR_OVERLAP,NO,YES,,464,NO
C002,61,OTHER,,semantic_support,(none),teen,P1_SPECIAL_OR_OVERLAP,NO,YES,,2355,NO
C002,62,OTHER,,semantic_support,(none),teenager,P1_SPECIAL_OR_OVERLAP,NO,YES,,2356,NO
C002,63,OTHER,,semantic_support,(none),tentacle_boy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1893,NO
C002,64,OTHER,,semantic_support,(none),three_way,P1_SPECIAL_OR_OVERLAP,NO,YES,,258,NO
C002,65,OTHER,,semantic_support,(none),too_many_tentacles,P1_SPECIAL_OR_OVERLAP,NO,YES,,1860,NO
C002,66,OTHER,,semantic_support,(none),towel_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,2278,NO
C002,67,OTHER,,semantic_support,(none),uncensored_genitals,P1_SPECIAL_OR_OVERLAP,NO,YES,,1716,NO
C002,68,OTHER,,semantic_support,(none),urethra_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,222,NO
C002,69,OTHER,,semantic_support,(none),urethral_rod,P1_SPECIAL_OR_OVERLAP,NO,YES,,223,NO
C002,70,OTHER,,semantic_support,(none),urethral_sounding,P1_SPECIAL_OR_OVERLAP,NO,YES,,219,NO
C002,71,OTHER,,semantic_support,(none),urethral_strap-on,P1_SPECIAL_OR_OVERLAP,NO,YES,,215,NO
C002,72,OTHER,,semantic_support,(none),vibro,P1_SPECIAL_OR_OVERLAP,NO,YES,,308,NO
C002,73,OTHER,,semantic_support,(none),visible_genitals,P1_SPECIAL_OR_OVERLAP,NO,YES,,7,NO
C002,74,OTHER,,semantic_support,(none),womb_view,P1_SPECIAL_OR_OVERLAP,NO,YES,,2012,NO
C003,1,GENITAL,,(none),(none),alcohol_between_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,2710,NO
C003,2,GENITAL,,(none),(none),anal_beads_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,1466,NO
C003,3,GENITAL,,(none),(none),anal_creampie,P1_SPECIAL_OR_OVERLAP,NO,YES,,1316,NO
C003,4,GENITAL,,(none),(none),analbeads,P1_SPECIAL_OR_OVERLAP,NO,YES,,1629,NO
C003,5,GENITAL,,(none),(none),artificial_vagina_with_body,P1_SPECIAL_OR_OVERLAP,NO,YES,,1535,NO
C003,6,GENITAL,,(none),(none),back_boob,P1_SPECIAL_OR_OVERLAP,NO,YES,,2685,NO
C003,7,GENITAL,,(none),(none),boob_grab,P1_SPECIAL_OR_OVERLAP,NO,YES,,2646,NO
C003,8,GENITAL,,(none),(none),boob_slip,P1_SPECIAL_OR_OVERLAP,NO,YES,,2697,NO
C003,9,GENITAL,,(none),(none),breast_covering,P1_SPECIAL_OR_OVERLAP,NO,YES,,2665,NO
C003,10,GENITAL,,(none),(none),breast_cup,P1_SPECIAL_OR_OVERLAP,NO,YES,,2711,NO
C003,11,GENITAL,,(none),(none),breast_cutout,P1_SPECIAL_OR_OVERLAP,NO,YES,,2714,NO
C003,12,GENITAL,,(none),(none),breast_outside,P1_SPECIAL_OR_OVERLAP,NO,YES,,2727,NO
C003,13,GENITAL,,(none),(none),breasts_grab,P1_SPECIAL_OR_OVERLAP,NO,YES,,2648,NO
C003,14,GENITAL,,(none),(none),breasts_outside,P1_SPECIAL_OR_OVERLAP,NO,YES,,2651,NO
C003,15,GENITAL,,(none),(none),clitoris_piercing,P1_SPECIAL_OR_OVERLAP,NO,YES,,2581,NO
C003,16,GENITAL,,(none),(none),cocks,P1_SPECIAL_OR_OVERLAP,NO,YES,,1572,NO
C003,17,GENITAL,,(none),(none),covered_erect_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,1251,NO
C003,18,GENITAL,,(none),(none),covering_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,2551,NO
C003,19,GENITAL,,(none),(none),dark_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1426,NO
C003,20,GENITAL,,(none),(none),dick,P1_SPECIAL_OR_OVERLAP,NO,YES,,1247,NO
C003,21,GENITAL,,(none),(none),dickgirl,P1_SPECIAL_OR_OVERLAP,NO,YES,,1601,NO
C003,22,GENITAL,,(none),(none),erect_nipples_under_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1254,NO
C003,23,GENITAL,,(none),(none),errect_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,1255,NO
C003,24,GENITAL,,(none),(none),female_fingers_in_male_anus,P1_SPECIAL_OR_OVERLAP,NO,YES,,1461,NO
C003,25,GENITAL,,(none),(none),fingers_in_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1297,NO
C003,26,GENITAL,,(none),(none),food_in_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1444,NO
C003,27,GENITAL,,(none),(none),foot_on_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,2618,NO
C003,28,GENITAL,,(none),(none),grabbing_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,2649,NO
C003,29,GENITAL,,(none),(none),growing_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,2700,NO
C003,30,GENITAL,,(none),(none),horse_anus,P1_SPECIAL_OR_OVERLAP,NO,YES,,1009,NO
C003,31,GENITAL,,(none),(none),horse_cock,P1_SPECIAL_OR_OVERLAP,NO,YES,,1388,NO
C003,32,GENITAL,,(none),(none),large_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,1352,NO
C003,33,GENITAL,,(none),(none),magic_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1347,NO
C003,34,GENITAL,,(none),(none),nipple_censor,P1_SPECIAL_OR_OVERLAP,NO,YES,,1378,NO
C003,35,GENITAL,,(none),(none),nipple_ring,P1_SPECIAL_OR_OVERLAP,NO,YES,,1369,NO
C003,36,GENITAL,,(none),(none),nipple_sleeve,P1_SPECIAL_OR_OVERLAP,NO,YES,,1522,NO
C003,37,GENITAL,,(none),(none),nippleslip,P1_SPECIAL_OR_OVERLAP,NO,YES,,1732,NO
C003,38,GENITAL,,(none),(none),novagina,P1_SPECIAL_OR_OVERLAP,NO,YES,,1637,NO
C003,39,GENITAL,,(none),(none),open_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1299,NO
C003,40,GENITAL,,(none),(none),overboob,P1_SPECIAL_OR_OVERLAP,NO,YES,,2636,NO
C003,41,GENITAL,,(none),(none),panty_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1467,NO
C003,42,GENITAL,,(none),(none),pantyhose_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1528,NO
C003,43,GENITAL,,(none),(none),penis_bite,P1_SPECIAL_OR_OVERLAP,NO,YES,,1514,NO
C003,44,GENITAL,,(none),(none),penis_biting,P1_SPECIAL_OR_OVERLAP,NO,YES,,1515,NO
C003,45,GENITAL,,(none),(none),penis_drawing,P1_SPECIAL_OR_OVERLAP,NO,YES,,1565,NO
C003,46,GENITAL,,(none),(none),penis_kiss,P1_SPECIAL_OR_OVERLAP,NO,YES,,1412,NO
C003,47,GENITAL,,(none),(none),penis_outside,P1_SPECIAL_OR_OVERLAP,NO,YES,,1394,NO
C003,48,GENITAL,,(none),(none),penis_touching,P1_SPECIAL_OR_OVERLAP,NO,YES,,1414,NO
C003,49,GENITAL,,(none),(none),penis_under_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1439,NO
C003,50,GENITAL,,(none),(none),presenting_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1405,NO
C003,51,GENITAL,,(none),(none),puffy_nipple,P1_SPECIAL_OR_OVERLAP,NO,YES,,1296,NO
C003,52,GENITAL,,(none),(none),pussy_(symbol),P1_SPECIAL_OR_OVERLAP,NO,YES,,1551,NO
C003,53,GENITAL,,(none),(none),pussy_lick,P1_SPECIAL_OR_OVERLAP,NO,YES,,1339,NO
C003,54,GENITAL,,(none),(none),pussy_spread,P1_SPECIAL_OR_OVERLAP,NO,YES,,1300,NO
C003,55,GENITAL,,(none),(none),semen_on_breasts,P1_SPECIAL_OR_OVERLAP,NO,YES,,1292,NO
C003,56,GENITAL,,(none),(none),shared_artificial_vagina,P1_SPECIAL_OR_OVERLAP,NO,YES,,1571,NO
C003,57,GENITAL,,(none),(none),shaving_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1523,NO
C003,58,GENITAL,,(none),(none),side_boobs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2640,NO
C003,59,GENITAL,,(none),(none),sideboobs,P1_SPECIAL_OR_OVERLAP,NO,YES,,2641,NO
C003,60,GENITAL,,(none),(none),smelling_anus,P1_SPECIAL_OR_OVERLAP,NO,YES,,1475,NO
C003,61,GENITAL,,(none),(none),sock_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1531,NO
C003,62,GENITAL,,(none),(none),spreadpussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,1605,NO
C003,63,GENITAL,,(none),(none),straddle_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1375,NO
C003,64,GENITAL,,(none),(none),testicle_piercing,P1_SPECIAL_OR_OVERLAP,NO,YES,,1548,NO
C003,65,GENITAL,,(none),(none),testicles_under_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1411,NO
C003,66,GENITAL,,(none),(none),thick_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1382,NO
C003,67,GENITAL,,(none),(none),underbreast,P1_SPECIAL_OR_OVERLAP,NO,YES,,2643,NO
