identity_key,candidate_state,reason
holding_another's_finger,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_another's_foot,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_another's_tail,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_by_the_ears,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_ear,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_ears,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_feet,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_finger,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_own_ears,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_own_foot,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_own_tail,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_to_chest,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_with_feet,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_with_tail,BOUNDARY_REVIEW,body_site_x_contact_risk
holding_with_tongue,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_another's_chest,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_another's_finger,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_ear,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_finger,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_navel,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_own_finger,BOUNDARY_REVIEW,body_site_x_contact_risk
licking_own_foot,BOUNDARY_REVIEW,body_site_x_contact_risk
navel_stimulation,BOUNDARY_REVIEW,body_site_x_contact_risk
pectoral_press,BOUNDARY_REVIEW,body_site_x_contact_risk
pectoral_squeeze,BOUNDARY_REVIEW,body_site_x_contact_risk
rubbing_ears,BOUNDARY_REVIEW,body_site_x_contact_risk
tail_grab,BOUNDARY_REVIEW,body_site_x_contact_risk
tail_stimulation,BOUNDARY_REVIEW,body_site_x_contact_risk
tails_touching,BOUNDARY_REVIEW,body_site_x_contact_risk
tickling_ass,BOUNDARY_REVIEW,body_site_x_contact_risk
tickling_navel,BOUNDARY_REVIEW,body_site_x_contact_risk
womb_massage,BOUNDARY_REVIEW,body_site_x_contact_risk
