identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
breasts_on_table,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
saliva_trail,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
sperm_circle_tattoo,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
condom_between_breasts,YES,NO,ACTION_CONTACT/INTIMATE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
condom_on_ass,YES,YES,ACTION_CONTACT/INTIMATE,3068,DIRECT_COMPOSITE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
groping_motion,YES,YES,ACTION_CONTACT/INTERACTION,3029,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,SEX_ACT_RELATION,ISSUE104_REVIEWED_RISK
pointless_condom,YES,YES,OBJECT_PROP/DAILY,2994,IMPLEMENT_OBJECT,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
breast_shake,YES,YES,POSE_MOVEMENT,3086,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
sabotaged_condom,YES,YES,ACTION_CONTACT/INTIMATE,3039,IMPLEMENT_OBJECT,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
pole_between_breasts,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
perky_breasts,YES,YES,BODY_PART,2987,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
condom_wrapper_in_clothes,YES,YES,OBJECT_PROP/DAILY,3026,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
weapon_between_breasts,YES,NO,POSE_MOVEMENT,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
face_in_armpit,YES,YES,ACTION_CONTACT/INTERACTION,3073,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
holding_own_leash,YES,NO,ACTION_CONTACT/OBJECT_USE,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
legless_amputee,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,ISSUE104_REVIEWED_RISK
breast_pull,YES,YES,ACTION_CONTACT/INTIMATE,3071,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
phone_between_breasts,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
veiny_breasts,YES,YES,BODY_PART,2989,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_implants,YES,YES,BODY_PART,3084,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
knee_boobs,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_conscious,YES,NO,EXPRESSION_EMOTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_punch,YES,YES,ACTION_CONTACT/INTIMATE,3082,DAMAGE_STATE_ACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
microphone_between_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_strap,YES,NO,CLOTHING/ACCESSORY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
heart-shaped_boob_challenge,YES,NO,,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_contest,YES,NO,ACTION_CONTACT/INTIMATE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
gun_between_breasts,YES,NO,OBJECT_PROP/WEAPON,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
rope_marks,YES,YES,BODY_PART,3020,BODY_STATE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
female_fertilization,YES,YES,BODY_PART,3065,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,REPRODUCTION_PREGNANCY,ISSUE104_REVIEWED_RISK
oppai_mochi,YES,NO,ACTION_CONTACT/INTIMATE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
goggles_around_breasts,YES,NO,CLOTHING_STATE_EXPOSURE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
electrostimulation,YES,YES,ACTION_CONTACT/INTIMATE,3031,RESTRAINT_ACTION,YES,SPECIAL_CANDIDATE,SEX_DEVICE_IMPLEMENT,ISSUE104_REVIEWED_RISK
breast_massage,YES,YES,ACTION_CONTACT/INTIMATE,3049,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
large_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
buttjob_under_clothes,YES,YES,ACTION_CONTACT/INTIMATE,3051,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,SEX_ACT_RELATION,ISSUE104_REVIEWED_RISK
pink_leash,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
breast_pile,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
long-tailed_tit,YES,NO,LIVING_NATURE/CREATURE,,,YES,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
putting_on_condom,YES,YES,ACTION_CONTACT/INTIMATE,3072,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
breast_padding,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
blood_from_forehead,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,ISSUE104_REVIEWED_RISK
oppai_oppai,YES,NO,ACTION_CONTACT/INTIMATE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
hand_in_another's_panties,YES,YES,ACTION_CONTACT/INTERACTION,3000,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
compressed_breasts,YES,YES,BODY_PART,3077,BODY_STATE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
oppai_hoodie,YES,NO,CLOTHING/EVERYDAY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
animal_between_breasts,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
stethoscope_between_breasts,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
sword_between_breasts,YES,NO,ACTION_CONTACT/INTIMATE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
yaoi_(object),YES,NO,OBJECT_PROP/DAILY,,,YES,REJECT_NONCONTENT_REASON,OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
card_between_breasts,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
ink_on_breast,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
extended_downblouse,YES,YES,CLOTHING_STATE_EXPOSURE,3015,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,EXPOSURE_FETISH_CLOTHING,ISSUE104_REVIEWED_RISK
surrounded_by_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
extended_upskirt,YES,YES,CLOTHING_STATE_EXPOSURE,3050,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,EXPOSURE_FETISH_CLOTHING,ISSUE104_REVIEWED_RISK
yuri,YES,NO,ACTION_CONTACT/INTIMATE,,,YES,GENERAL_ONLY_APPROPRIATE,OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
single_handcuff,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
mouth_drool,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
sweaty_breasts,YES,YES,BODY_PART,2993,BODY_STATE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
food_between_breasts,YES,NO,ACTION_CONTACT/OBJECT_USE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
viewer_holding_leash,YES,YES,ACTION_CONTACT/OBJECT_USE,2996,RESTRAINT_ACTION,YES,SPECIAL_CANDIDATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
breasts_on_tray,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
covering_one_breast,YES,YES,CLOTHING_STATE_EXPOSURE,3006,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
looking_at_breasts,YES,NO,GAZE_ORIENTATION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
inconvenient_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
light_areolae,YES,YES,BODY_PART,3002,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
medium_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_zipper,YES,YES,CLOTHING/ACCESSORY,3013,RESTRAINT_IMPLEMENT,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
cooperative_buttjob,YES,YES,ACTION_CONTACT/INTIMATE,3041,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,SEX_ACT_RELATION,ISSUE104_REVIEWED_RISK
condom_on_tongue,YES,YES,ACTION_CONTACT/INTIMATE,3081,DIRECT_COMPOSITE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
male_with_breasts,YES,YES,BODY_PART,3009,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
slapping_breasts,YES,YES,ACTION_CONTACT/INTIMATE,3055,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
daijoubu?_oppai_momu?_(meme),YES,NO,,,,YES,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA;OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
used_condom_in_clothes,YES,YES,CLOTHING,3025,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
armpit_focus,YES,YES,COMPOSITION_CAMERA,2991,POSE_COMPOSITION,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
implied_egg_laying,YES,YES,ACTION_CONTACT/INTERACTION,3087,CONTEXT_MODIFIER,YES,SPECIAL_CANDIDATE,NONHUMAN_TENTACLE,ISSUE104_REVIEWED_RISK
hose_between_breasts,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
futa_without_balls,YES,YES,BODY_PART,3001,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
breast_drop,YES,YES,CLOTHING_STATE_EXPOSURE,3027,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
uterus_pose,YES,YES,POSE_MOVEMENT,3059,POSE_COMPOSITION,YES,SPECIAL_CANDIDATE,REPRODUCTION_PREGNANCY,ISSUE104_REVIEWED_RISK
black_saliva,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
money_between_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
dark_areolae,YES,YES,BODY_PART,3012,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
weighing_breasts,YES,YES,ACTION_CONTACT/INTERACTION,3075,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
saliva_swap,YES,YES,BODY_PART,3034,FLUID_STATE_ACTION,YES,SPECIAL_CANDIDATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
straitjacket,YES,YES,CLOTHING/EVERYDAY,3003,RESTRAINT_IMPLEMENT,YES,SPECIAL_CANDIDATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
