identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
breast_size_switch,YES,YES,BODY_PART,3070,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
pointy_breasts,YES,YES,BODY_PART,2999,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
boobs_in_book_(meme),YES,NO,STYLE_QUALITY_META,,,YES,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
huge_breasts,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_size_difference,YES,YES,BODY_PART,3032,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
oversized_breast_cup,YES,NO,CLOTHING/EVERYDAY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
fanning_breasts,YES,NO,ACTION_CONTACT/OBJECT_USE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
japan-korea_yuri_(meme),YES,NO,,,,YES,REJECT_NONCONTENT_REASON,OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
convenient_breasts,YES,NO,CLOTHING_STATE_EXPOSURE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_curtains,YES,YES,CLOTHING/EVERYDAY,2985,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breasts_on_glass,YES,YES,ACTION_CONTACT/INTERACTION,2990,DIRECT_COMPOSITE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
foot_on_another's_breast,YES,YES,ACTION_CONTACT/INTERACTION,3067,DIRECT_COMPOSITE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
standing_restraints,YES,YES,POSE_MOVEMENT,3054,RESTRAINT_ACTION,YES,SPECIAL_CANDIDATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
breast_awe,YES,NO,EXPRESSION_EMOTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
sweaty_feet,YES,YES,BODY_PART,3017,BODY_STATE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
breasts_on_another's_back,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
red_leash,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
sloppy_blowjob_devil_(meme),YES,NO,,,,YES,REJECT_NONCONTENT_REASON,SEX_ACT_RELATION,ISSUE104_REVIEWED_RISK
blood_from_ears,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,ISSUE104_REVIEWED_RISK
gunshot_wound,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,ISSUE104_REVIEWED_RISK
breast_mousepad,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
imminent_grope,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,SEX_ACT_RELATION,ISSUE104_REVIEWED_RISK
edging_underwear,YES,NO,CLOTHING_STATE_EXPOSURE,,,YES,GENERAL_ONLY_APPROPRIATE,,ISSUE104_REVIEWED_RISK
deep_wound,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,ISSUE104_REVIEWED_RISK
stained_panties,YES,YES,CLOTHING/EVERYDAY,2998,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
broken_handcuffs,YES,NO,OBJECT_PROP/DAILY,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
single_breast_curtain,YES,YES,CLOTHING/EVERYDAY,2995,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
tied_breast,YES,YES,BODY_PART,3088,RESTRAINT_IMPLEMENT,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
artificial_insemination,YES,YES,ACTION_CONTACT/INTIMATE,3076,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,REPRODUCTION_PREGNANCY,ISSUE104_REVIEWED_RISK
bottle_between_breasts,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
smelling_armpit,YES,YES,ACTION_CONTACT/INTERACTION,3036,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
chocolate_on_breasts,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
iced_latte_with_breast_milk_(meme),YES,NO,,,,YES,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
good_breasts_day,YES,NO,,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
saliva_bubble,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
sweaty_armpits,YES,YES,BODY_PART,2988,BODY_STATE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
breast_slider,YES,NO,,,,YES,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
shibarikini,YES,YES,CLOTHING/COSTUME,3078,RESTRAINT_IMPLEMENT,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
breast_milk_in_container,YES,YES,OBJECT_PROP/FOOD,3007,FLUID_STATE_ACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
tickling_breasts,YES,YES,BODY_PART,3045,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
fan_between_breasts,YES,NO,ACTION_CONTACT/OBJECT_USE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
long_breast_curtain,YES,NO,CLOTHING_STATE_EXPOSURE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
pov_breasts,YES,YES,COMPOSITION_CAMERA,3008,POSE_COMPOSITION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breasts_on_head,YES,YES,ACTION_CONTACT/INTERACTION,2997,DIRECT_COMPOSITE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
offering_leash,YES,YES,CLOTHING/ACCESSORY,3056,RESTRAINT_ACTION,YES,SPECIAL_CANDIDATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
handsfree_breast_squeeze,YES,YES,ACTION_CONTACT/INTIMATE,3005,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
areola_measuring,YES,YES,ACTION_CONTACT/INTERACTION,3062,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
yaoi,YES,NO,STYLE_QUALITY_META,,,YES,GENERAL_ONLY_APPROPRIATE,OPAQUE_ADULT_SURFACE,ISSUE104_REVIEWED_RISK
tit_(bird),YES,NO,LIVING_NATURE/CREATURE,,,YES,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
alternate_breast_size_(smaller),YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
object_on_breast,YES,NO,POSE_MOVEMENT,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
fuzzy_handcuffs,YES,NO,OBJECT_PROP,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
undersized_breast_cup,YES,NO,CLOTHING_STATE_EXPOSURE,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
carried_breast_rest,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
breast_band,YES,NO,CLOTHING/ACCESSORY,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
holding_leash,YES,NO,ACTION_CONTACT/OBJECT_USE,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
single_breast,YES,YES,BODY_PART,3060,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
shackle_piercing,YES,YES,BODY_PART,3046,RESTRAINT_IMPLEMENT,YES,SPECIAL_CANDIDATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
covering_another's_breasts,YES,YES,CLOTHING_STATE_EXPOSURE,3042,ACTION_INTERACTION,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
condom_in_ass,YES,YES,ACTION_CONTACT/INTIMATE,3080,DIRECT_COMPOSITE,YES,SPECIAL_CANDIDATE,,ISSUE104_REVIEWED_RISK
saliva_on_hand,YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,ISSUE104_REVIEWED_RISK
breast_missiles,YES,NO,OBJECT_PROP/WEAPON,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
mixed-sex_combat,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,REJECT_NONCONTENT_REASON,SEX_ACT_RELATION,ISSUE104_REVIEWED_RISK
person_between_breasts,YES,NO,POSE_MOVEMENT,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
animal_holding_leash,YES,NO,ACTION_CONTACT/INTERACTION,,,YES,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,ISSUE104_REVIEWED_RISK
alternate_breast_size_(larger),YES,NO,BODY_PART,,,YES,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,ISSUE104_REVIEWED_RISK
