identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
kidnapped,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
brushing_another's_teeth,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
winter_clothes,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
kousaka_kirino's_school_uniform,YES,NO,CLOTHING/UNIFORM,,,NO,,,BOUNDARY_GENERAL_ONLY
side-tie_vest,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
red_happi,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
gradient_cloak,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
ao_nhat_binh,YES,NO,CLOTHING/COSTUME,,,NO,,,BOUNDARY_GENERAL_ONLY
mask,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
badger_tail,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
orange_pubic_hair,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
shiranui_mai_(cosplay),YES,NO,CLOTHING/COSTUME,,,NO,,,BOUNDARY_GENERAL_ONLY
purple_pants,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
holding_tennis_racket,YES,NO,ACTION_CONTACT/OBJECT_USE,,,NO,,,BOUNDARY_GENERAL_ONLY
polyamory,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
hitting,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
tokai_teio_(umamusume)_(cosplay),YES,NO,CLOTHING/COSTUME,,,NO,,,BOUNDARY_GENERAL_ONLY
white_mittens,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
halo_behind_head,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
flat_chest,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
licking_self,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
fur-trimmed_socks,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
spine_sword,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
kamado_nezuko_(cosplay),YES,NO,CLOTHING/COSTUME,,,NO,,,BOUNDARY_GENERAL_ONLY
notched_lapels,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
flower_hairband,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
black_undershirt,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
blue_bridal_gauntlets,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
latex_skirt,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
aqua_shawl,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
tongue_scarf,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
loose_neck_ribbon,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
undone_duijin,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,BOUNDARY_GENERAL_ONLY
pinstripe_kimono,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
arm_on_another's_leg,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
unworn_mask,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,BOUNDARY_GENERAL_ONLY
text_hair_ornament,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
black_tongue,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
hoto_cocoa's_school_uniform,YES,NO,CLOTHING/UNIFORM,,,NO,,,BOUNDARY_GENERAL_ONLY
versatile_slime_penetration,NO,YES,,185,INSERTION_STRUCTURED,NO,,,BOUNDARY_SPECIAL_ONLY
audible_internal_cumshot,NO,YES,,387,FLUID_STATE_ACTION,NO,,,BOUNDARY_SPECIAL_ONLY
open-chest_straitjacket,NO,YES,,3066,RESTRAINT_IMPLEMENT,YES,SPECIAL_CANDIDATE,BDSM_RESTRAINT,BOUNDARY_SPECIAL_ONLY
cospussy,NO,YES,,3061,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,FEMALE_GENITAL;OPAQUE_ADULT_SURFACE,BOUNDARY_SPECIAL_ONLY
tenga,NO,YES,,606,IMPLEMENT_OBJECT,NO,,,BOUNDARY_SPECIAL_ONLY
sex_invitation,NO,YES,,1157,CONTEXT_MODIFIER,NO,,,BOUNDARY_SPECIAL_ONLY
unzipping_another's_clothes,NO,YES,,3053,CLOTHING_EXPOSURE,YES,SPECIAL_CANDIDATE,EXPOSURE_FETISH_CLOTHING,BOUNDARY_SPECIAL_ONLY
penis_in_another's_panties,NO,YES,,1188,CLOTHING_EXPOSURE,NO,,,BOUNDARY_SPECIAL_ONLY
nipple_stimulation_(female_on_male),NO,YES,,915,ACTION_INTERACTION,NO,,,BOUNDARY_SPECIAL_ONLY
speckled_areolae,NO,YES,,3004,BODY_ATTRIBUTE,YES,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,BOUNDARY_SPECIAL_ONLY
downturned_eyes,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
demon,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
panorama,YES,NO,COMPOSITION_CAMERA,,,NO,,,ORDINARY_GENERAL_CONTROL
>_o,YES,NO,EXPRESSION_EMOTION,,,NO,,,ORDINARY_GENERAL_CONTROL
energy_tail,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
underwater,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
cafe,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
f-16_fighting_falcon,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
loading_icon,YES,NO,TEXT_SYMBOL/TEXT,,,NO,,,ORDINARY_GENERAL_CONTROL
lofter_logo,YES,NO,TEXT_SYMBOL/SYMBOL,,,NO,,,ORDINARY_GENERAL_CONTROL
banana_print,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
flare,YES,NO,LIGHT_TIME_WEATHER,,,NO,,,ORDINARY_GENERAL_CONTROL
field,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
neon_lights,YES,NO,LIGHT_TIME_WEATHER,,,NO,,,ORDINARY_GENERAL_CONTROL
israeli_flag,YES,NO,TEXT_SYMBOL/SYMBOL,,,NO,,,ORDINARY_GENERAL_CONTROL
satin,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
transparent_butterfly,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
celestial_being,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
