identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
komakasugite_tsutawaranai_monomane_senshuken,YES,NO,,,,NO,,,UNION_FILL
negative_space_oral_(meme),YES,YES,,2442,,NO,,,UNION_FILL
uno_(game),YES,NO,,,,NO,,,UNION_FILL
grenade,YES,NO,OBJECT_PROP/WEAPON,,,NO,,,UNION_FILL
croquette,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
cigarette_butt,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
lasagne,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
fireseal,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
ganbaru_pose,YES,NO,POSE_MOVEMENT,,,NO,,,UNION_FILL
soy_sauce_bottle,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
pastel_palettes_(bang_dream!),YES,NO,,,,NO,,,UNION_FILL
happy_anniversary,YES,NO,,,,NO,,,UNION_FILL
canopy_(aircraft),YES,NO,OBJECT_PROP,,,NO,,,UNION_FILL
torpedo_launcher,YES,NO,OBJECT_PROP/WEAPON,,,NO,,,UNION_FILL
rof-mao,YES,NO,,,,NO,,,UNION_FILL
joystick,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
noah_(d.gray-man),YES,NO,,,,NO,,,UNION_FILL
banister,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
nissin_cup_noodle,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
happy_holidays,YES,NO,,,,NO,,,UNION_FILL
evidence_markers,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
siegfried_(fire_emblem),YES,NO,,,,NO,,,UNION_FILL
ikayaki,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
spinning_top,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
sig_556,YES,NO,OBJECT_PROP/WEAPON,,,NO,,,UNION_FILL
rosenburg_engel_(idolmaster),YES,NO,,,,NO,,,UNION_FILL
shake_shake_fries,YES,NO,,,,NO,,,UNION_FILL
coffee,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
ramune,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
aqua_trim,YES,NO,CLOTHING/ACCESSORY,,,NO,,,UNION_FILL
indigo_academy_school_uniform,YES,NO,CLOTHING/UNIFORM,,,NO,,,UNION_FILL
borrowed_character,YES,NO,,,,NO,,,UNION_FILL
prosthetic_leg,YES,NO,BODY_PART,,,NO,,,UNION_FILL
motor_oil,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
twitter_strip_game_parody,YES,NO,,,,NO,,,UNION_FILL
counting_money,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,UNION_FILL
bodysuit_only,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,UNION_FILL
pants_no,NO,YES,,2274,,NO,,,UNION_FILL
holographic_keyboard,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
yin_yang_hair_ornament,YES,NO,CLOTHING/ACCESSORY,,,NO,,,UNION_FILL
eating_flower,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,UNION_FILL
holding_radio,YES,NO,ACTION_CONTACT/OBJECT_USE,,,NO,,,UNION_FILL
enten_(sword),YES,NO,OBJECT_PROP/WEAPON,,,NO,,,UNION_FILL
aircraft_carrier,YES,NO,OBJECT_PROP/VEHICLE,,,NO,,,UNION_FILL
kazikli_bey_(fate/apocrypha),YES,NO,OBJECT_PROP/WEAPON,,,NO,,,UNION_FILL
fish_cake,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
ginyu_force_pose,YES,NO,POSE_MOVEMENT,,,NO,,,UNION_FILL
removing_bra,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,UNION_FILL
necklace_pull,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,UNION_FILL
deerstalker,YES,NO,CLOTHING/COSTUME,,,NO,,,UNION_FILL
currency_strap,YES,NO,CLOTHING/ACCESSORY,,,NO,,,UNION_FILL
frilled_hakama,YES,NO,CLOTHING/EVERYDAY,,,NO,,,UNION_FILL
illyasviel_von_einzbern_(cosplay),YES,NO,CLOTHING/COSTUME,,,NO,,,UNION_FILL
panties_around_feet,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,UNION_FILL
octavinelle_dorm_uniform,YES,NO,CLOTHING/UNIFORM,,,NO,,,UNION_FILL
licking_own_tail,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,UNION_FILL
white_capelet,YES,NO,CLOTHING/EVERYDAY,,,NO,,,UNION_FILL
empty_plate,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
mouse_costume,YES,NO,CLOTHING/COSTUME,,,NO,,,UNION_FILL
passionlip_(fate)_(cosplay),YES,NO,CLOTHING/COSTUME,,,NO,,,UNION_FILL
gradient_necktie,YES,NO,CLOTHING/ACCESSORY,,,NO,,,UNION_FILL
shoulder_sash,YES,NO,CLOTHING/EVERYDAY,,,NO,,,UNION_FILL
