identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
policewoman,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
grid_print,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
new_york_city,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
patterned_legwear,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
pov_hair,YES,NO,COMPOSITION_CAMERA,,,NO,,,ORDINARY_GENERAL_CONTROL
no_heterochromia,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
stuffed_squid,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
class_number,YES,NO,TEXT_SYMBOL/TEXT,,,NO,,,ORDINARY_GENERAL_CONTROL
head_only,YES,NO,COMPOSITION_CAMERA,,,NO,,,ORDINARY_GENERAL_CONTROL
argentina,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
other_with_female,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
magatama_print,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
united_kingdom,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
flipped_hair,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
clone_harem,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
colorful,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
anomalocaris,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
spider_lily,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
wet_hair,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
chameleon,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
;i,YES,NO,EXPRESSION_EMOTION,,,NO,,,ORDINARY_GENERAL_CONTROL
selfie,YES,NO,COMPOSITION_CAMERA,,,NO,,,ORDINARY_GENERAL_CONTROL
two-tone_border,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
bad_gun_anatomy,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
looking_at_food,YES,NO,GAZE_ORIENTATION,,,NO,,,ORDINARY_GENERAL_CONTROL
spiked,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
shiny_forehead,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
poi_(phrase),YES,NO,TEXT_SYMBOL/TEXT,,,NO,,,ORDINARY_GENERAL_CONTROL
lion_cub,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
big_dipper,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
clockwork,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
transparent_sword,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
humboldt_penguin,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
sepia,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
geyser,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
glowing_snowflake,YES,NO,TEXT_SYMBOL/SYMBOL,,,NO,,,ORDINARY_GENERAL_CONTROL
full-face_blush,YES,NO,EXPRESSION_EMOTION,,,NO,,,ORDINARY_GENERAL_CONTROL
tiger_boy,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
beit_(idolmaster),YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
spoken_question_mark,YES,NO,TEXT_SYMBOL/SYMBOL,,,NO,,,ORDINARY_GENERAL_CONTROL
white_java_sparrow,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
hairstyle_connection,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
butterfly,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
red_rose,YES,NO,LIVING_NATURE/PLANT,,,NO,,,ORDINARY_GENERAL_CONTROL
red_water,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
schedule,YES,NO,TEXT_SYMBOL/TEXT,,,NO,,,ORDINARY_GENERAL_CONTROL
pygmy_hippopotamus,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
pov_doorway,YES,NO,COMPOSITION_CAMERA,,,NO,,,ORDINARY_GENERAL_CONTROL
freudian_switch,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
houndstooth,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
text-only_page,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
zawa_(onomatopoeia),YES,NO,TEXT_SYMBOL/TEXT,,,NO,,,ORDINARY_GENERAL_CONTROL
deer_print,YES,NO,COLOR_APPEARANCE,,,NO,,,ORDINARY_GENERAL_CONTROL
zig-zag_part,YES,NO,HAIR_FACE,,,NO,,,ORDINARY_GENERAL_CONTROL
sad_smile,YES,NO,EXPRESSION_EMOTION,,,NO,,,ORDINARY_GENERAL_CONTROL
trout,YES,NO,LIVING_NATURE/CREATURE,,,NO,,,ORDINARY_GENERAL_CONTROL
falling_petals,YES,NO,PLACE_BACKGROUND,,,NO,,,ORDINARY_GENERAL_CONTROL
couple,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
runway_fashion,YES,NO,STYLE_QUALITY_META,,,NO,,,ORDINARY_GENERAL_CONTROL
carhop,YES,NO,PERSON_COUNT,,,NO,,,ORDINARY_GENERAL_CONTROL
loquat,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
garmentmaker_(honkai:_star_rail),YES,NO,,,,NO,,,UNION_FILL
fluffy_white_puppy_expressions_(meme),YES,NO,,,,NO,,,UNION_FILL
nashi_pear,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
share_crystal_(neptunia),YES,NO,,,,NO,,,UNION_FILL
round_bag,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
f-35_lightning_ii,YES,NO,OBJECT_PROP/VEHICLE,,,NO,,,UNION_FILL
iv_stand,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
stringer,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
folding_fan,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
memosprite,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
teasing_nipples,NO,YES,,1304,,NO,,,UNION_FILL
bugatti,YES,NO,OBJECT_PROP/VEHICLE,,,NO,,,UNION_FILL
utensil_in_mouth,YES,NO,OBJECT_PROP,,,NO,,,UNION_FILL
dshk,YES,NO,,,,NO,,,UNION_FILL
squeezer_(splatoon),YES,NO,OBJECT_PROP,,,NO,,,UNION_FILL
souffle_pancake,YES,NO,OBJECT_PROP/FOOD,,,NO,,,UNION_FILL
heart_of_string,YES,NO,OBJECT_PROP/DAILY,,,NO,,,UNION_FILL
