identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
prostitution,YES,YES,ACTION_CONTACT/INTIMATE,663,SCENE_CONTEXT,NO,,,BOUNDARY_OVERLAP
nipple_bar,YES,YES,CLOTHING/ACCESSORY,746,IMPLEMENT_OBJECT,NO,,,BOUNDARY_OVERLAP
four-finger_handjob,YES,YES,ACTION_CONTACT/INTIMATE,1126,,NO,,,BOUNDARY_OVERLAP
sadism,YES,YES,ACTION_CONTACT/INTIMATE,1959,RELATION_ROLE_CONTEXT,NO,,,BOUNDARY_OVERLAP
hand_between_own_legs,YES,YES,ACTION_CONTACT/INTERACTION,2805,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
thigh_freckles,YES,YES,BODY_PART,2917,BODY_STATE,NO,,,BOUNDARY_OVERLAP
bikini_bottom_around_leg,YES,YES,CLOTHING_STATE_EXPOSURE,2918,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
unbuttoned,YES,YES,CLOTHING_STATE_EXPOSURE,2058,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
clitoris_torture,YES,YES,ACTION_CONTACT/INTIMATE,569,RESTRAINT_ACTION,NO,,,BOUNDARY_OVERLAP
peeing_on_viewer,YES,YES,ACTION_CONTACT/INTIMATE,1981,FLUID_STATE_ACTION,NO,,,BOUNDARY_OVERLAP
holding_sex_toy,YES,YES,ACTION_CONTACT/OBJECT_USE,750,ACTION_INTERACTION,NO,,,BOUNDARY_OVERLAP
chemise,YES,YES,CLOTHING/EVERYDAY,2085,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
naked_raincoat,YES,YES,CLOTHING_STATE_EXPOSURE,2429,,NO,,,BOUNDARY_OVERLAP
bra,YES,YES,CLOTHING/EVERYDAY,2081,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
pig_penis,YES,YES,BODY_PART,1083,,NO,,,BOUNDARY_OVERLAP
enema,YES,YES,ACTION_CONTACT/INTIMATE,453,FLUID_STATE_ACTION,NO,,,BOUNDARY_OVERLAP
imminent_object_insertion,YES,YES,ACTION_CONTACT/INTIMATE,1152,CONTEXT_MODIFIER,NO,,,BOUNDARY_OVERLAP
spooning,YES,YES,ACTION_CONTACT/INTERACTION,1755,POSE_COMPOSITION,NO,,,BOUNDARY_OVERLAP
anus,YES,YES,BODY_PART,1,BODY_ATTRIBUTE,NO,,,BOUNDARY_OVERLAP
cumdrip_through_panties,YES,YES,ACTION_CONTACT/INTIMATE,2953,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
rope_gag,YES,YES,ACTION_CONTACT/INTIMATE,2513,RESTRAINT_IMPLEMENT,NO,,,BOUNDARY_OVERLAP
nipple_rings,YES,YES,CLOTHING/ACCESSORY,744,BODY_ATTRIBUTE,NO,,,BOUNDARY_OVERLAP
untying,YES,YES,CLOTHING_STATE_EXPOSURE,2261,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
cowgirl_position,YES,YES,POSE_MOVEMENT,119,POSE_COMPOSITION,NO,,,BOUNDARY_OVERLAP
unworn_gag,YES,YES,CLOTHING_STATE_EXPOSURE,2518,RESTRAINT_IMPLEMENT,NO,,,BOUNDARY_OVERLAP
naked_gloves,YES,YES,CLOTHING_STATE_EXPOSURE,2430,,NO,,,BOUNDARY_OVERLAP
body_writing,YES,YES,TEXT_SYMBOL/TEXT,1896,RESTRAINT_ACTION,NO,,,BOUNDARY_OVERLAP
penis_on_tongue,YES,YES,ACTION_CONTACT/INTIMATE,1161,DIRECT_COMPOSITE,NO,,,BOUNDARY_OVERLAP
cum_on_self,YES,YES,ACTION_CONTACT/INTIMATE,379,FLUID_STATE_ACTION,NO,,,BOUNDARY_OVERLAP
fellatio_gesture,YES,YES,ACTION_CONTACT/INTIMATE,745,CONTEXT_MODIFIER,NO,,,BOUNDARY_OVERLAP
peeing,YES,YES,ACTION_CONTACT/INTIMATE,1980,FLUID_STATE_ACTION,NO,,,BOUNDARY_OVERLAP
riding_machine,YES,YES,ACTION_CONTACT/INTERACTION,311,MACHINE_STRUCTURED,NO,,,BOUNDARY_OVERLAP
bouncing_testicles,YES,YES,POSE_MOVEMENT,845,BODY_ATTRIBUTE,NO,,,BOUNDARY_OVERLAP
rectum,YES,YES,BODY_PART,2767,BODY_ATTRIBUTE,NO,,,BOUNDARY_OVERLAP
smelling_pantyhose,YES,YES,ACTION_CONTACT/INTERACTION,2335,ACTION_INTERACTION,NO,,,BOUNDARY_OVERLAP
cupless_bikini,YES,YES,CLOTHING_STATE_EXPOSURE,2096,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
food_on_penis,YES,YES,ACTION_CONTACT/OBJECT_USE,1017,DIRECT_COMPOSITE,NO,,,BOUNDARY_OVERLAP
erect_clitoris,YES,YES,BODY_PART,522,BODY_ATTRIBUTE,NO,,,BOUNDARY_OVERLAP
spanking,YES,YES,ACTION_CONTACT/INTERACTION,1966,RESTRAINT_ACTION,NO,,,BOUNDARY_OVERLAP
nursing_paizuri,YES,YES,ACTION_CONTACT/INTIMATE,1202,,NO,,,BOUNDARY_OVERLAP
two-handed_handjob,YES,YES,BODY_PART,63,ACTION_INTERACTION,NO,,,BOUNDARY_OVERLAP
castration,YES,YES,BODY_PART,1789,DAMAGE_STATE_ACTION,NO,,,BOUNDARY_OVERLAP
no_panties,YES,YES,CLOTHING_STATE_EXPOSURE,2111,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
licking_nipple,YES,YES,ACTION_CONTACT/INTIMATE,751,ACTION_INTERACTION,NO,,,BOUNDARY_OVERLAP
frogtie,YES,YES,CLOTHING/ACCESSORY,1914,RESTRAINT_ACTION,NO,,,BOUNDARY_OVERLAP
naked_boots,YES,YES,CLOTHING_STATE_EXPOSURE,2420,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
handjob_gesture,YES,YES,ACTION_CONTACT/INTIMATE,790,CONTEXT_MODIFIER,NO,,,BOUNDARY_OVERLAP
tentacle_between_breasts,YES,YES,ACTION_CONTACT/INTIMATE,2459,NONHUMAN_INTERACTION,NO,,,BOUNDARY_OVERLAP
piercing,YES,YES,BODY_PART,1833,RESTRAINT_IMPLEMENT,NO,,,BOUNDARY_OVERLAP
nipple-to-nipple,YES,YES,ACTION_CONTACT/INTIMATE,804,,NO,,,BOUNDARY_OVERLAP
condom,YES,YES,OBJECT_PROP/DAILY,2143,IMPLEMENT_OBJECT,NO,,,BOUNDARY_OVERLAP
gigantic_breasts,YES,YES,BODY_PART,2819,BODY_STATE,NO,,,BOUNDARY_OVERLAP
holding_own_leg_back,YES,YES,ACTION_CONTACT/INTERACTION,2971,POSE_COMPOSITION,NO,,,BOUNDARY_OVERLAP
underwater_sex,YES,YES,ACTION_CONTACT/INTERACTION,64,ACTION_INTERACTION,NO,,,BOUNDARY_OVERLAP
rabbit_vibrator,YES,YES,OBJECT_PROP/DAILY,283,IMPLEMENT_OBJECT,NO,,,BOUNDARY_OVERLAP
anal_object_insertion,YES,YES,ACTION_CONTACT/INTIMATE,149,INSERTION_STRUCTURED,NO,,,BOUNDARY_OVERLAP
giving_birth,YES,YES,ACTION_CONTACT/INTERACTION,2184,REPRO_BODY_STATE,NO,,,BOUNDARY_OVERLAP
open_pants,YES,YES,CLOTHING_STATE_EXPOSURE,2233,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
powerful_penis,YES,YES,BODY_PART,1061,,NO,,,BOUNDARY_OVERLAP
swimsuit_around_one_leg,YES,YES,CLOTHING_STATE_EXPOSURE,2979,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
cum_bubble,YES,YES,ACTION_CONTACT/INTIMATE,807,FLUID_STATE_ACTION,NO,,,BOUNDARY_OVERLAP
pantyhose_around_one_leg,YES,YES,CLOTHING_STATE_EXPOSURE,2907,CLOTHING_EXPOSURE,NO,,,BOUNDARY_OVERLAP
vibrator_on_nipple,YES,YES,ACTION_CONTACT/INTERACTION,265,IMPLEMENT_OBJECT,NO,,,BOUNDARY_OVERLAP
stuffed_gag,YES,YES,OBJECT_PROP/DAILY,2902,RESTRAINT_IMPLEMENT,NO,,,BOUNDARY_OVERLAP
nipple_clamps,YES,YES,OBJECT_PROP,1723,RESTRAINT_IMPLEMENT,NO,,,BOUNDARY_OVERLAP
covered_pussy,YES,YES,CLOTHING_STATE_EXPOSURE,517,BODY_ATTRIBUTE,NO,,,BOUNDARY_OVERLAP
