identity_key,is_general,is_special,general_primary_path,special_id,generation_family,issue104_reviewed,issue104_product_fit_decision,issue104_adult_domains,sample_stratum
spiked_necklace,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
print_skirt,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
flower-trimmed_sleeves,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
latex_bikini,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
ear_scrunchie,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
torn_paper,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,BOUNDARY_GENERAL_ONLY
scarab,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
pectoral_lift,YES,NO,CLOTHING_STATE_EXPOSURE,,,NO,,,BOUNDARY_GENERAL_ONLY
bra_in_mouth,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
alternate_uniform,YES,NO,CLOTHING/UNIFORM,,,NO,,,BOUNDARY_GENERAL_ONLY
mikagura_uniform,YES,NO,CLOTHING/UNIFORM,,,NO,,,BOUNDARY_GENERAL_ONLY
gazelle_horns,YES,NO,BODY_PART,,,NO,,,BOUNDARY_GENERAL_ONLY
holding_broom,YES,NO,ACTION_CONTACT/OBJECT_USE,,,NO,,,BOUNDARY_GENERAL_ONLY
patting_belly,YES,NO,ACTION_CONTACT/INTERACTION,,,NO,,,BOUNDARY_GENERAL_ONLY
bloomers,YES,NO,CLOTHING/EVERYDAY,,,NO,,,BOUNDARY_GENERAL_ONLY
pendant,YES,NO,CLOTHING/ACCESSORY,,,NO,,,BOUNDARY_GENERAL_ONLY
