identity_key,boundary_reason,candidate_state
argyle_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
arm_wrap,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
arts_shirt_(fate),,CLEAN_FOR_FRESH_HOLDOUT_V12_3
ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asian_indian_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_eyewear,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
asymmetrical_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
aviator_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
aviator_glasses,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
aviator_goggles,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
aviator_sunglasses,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
aztec_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
back-seamed_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
backwards_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
baggy_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
baggy_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
baggy_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
balaclava,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
ballet_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
ballet_class_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
ballet_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
ballet_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
banbi,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
band_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
barber_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
baseball_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
basketball_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bat_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bath_yukata,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bathrobe,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
beanie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bear_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bear_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bear_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bear_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bearskin_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
beer_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
beizi_(clothing),,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bell-bottoms,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bell_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
belt_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
belt_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
belted_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
belted_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
belted_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
beoseon,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
beret,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bib,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bijia,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bike_jersey,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bike_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
biker_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bikesuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bird_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bird_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bird_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
biretta,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_bodice,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_changpao,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_chaps,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_chemise,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_coat_(kingdom_hearts),,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_coif,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_culottes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_gorget,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hanbok,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_romper,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_scapular,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_singlet,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_swim_trunks,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_tailcoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_track_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_turban,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_unitard,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
black_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blanket_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blazer,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
block_heels,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blouse,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_bike_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hanbok,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_happi,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_jingasa,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_raincoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_romper,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_surcoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_swim_trunks,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_track_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_unitard,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
blue_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boar_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boar_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bobby_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bodice,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bolo_tie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bomber_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
book_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boonie_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
borrowed_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bow_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bow_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bow_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bow_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bow_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bowl_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bowler_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boxer_briefs,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boxers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boxing_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boxing_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boyfriend's_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
boyfriend's_shirt_(tokimeki_no_mirai_chizu),,CLEAN_FOR_FRESH_HOLDOUT_V12_3
braided_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
breeches,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bridal_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
briefs,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
broken_helmet,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
broken_high_heel,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
broken_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brooklyn_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_bandana,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_bonnet,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_hakama,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_hanfu,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_headscarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_leggings,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_sandals,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_tabard,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_veil,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
brown_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
bruce_lee's_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_3
