cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-054731,shirahama_kamome,Artist,209,白浜鴎,,NEEDS_EXTERNAL_CHECK,KEEP,白浜鴎,,PUBLISHER_CREDIT,HIGH,https://www.kodansha.co.jp/comic/products/0000420256,Kodansha author page credits 白浜 鴎.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-054771,katsurai_yoshiaki,Artist,208,桂井よしあき,,NEEDS_EXTERNAL_CHECK,KEEP,桂井よしあき,,PUBLISHER_CREDIT,HIGH,https://www.kadokawa.co.jp/product/201279000174/,KADOKAWA credits illustration to 桂井よしあき.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055006,kobayashi_hiyoko,Artist,205,こばやしひよこ,,NEEDS_EXTERNAL_CHECK,KEEP,こばやしひよこ,,PUBLISHER_CREDIT,HIGH,https://www.kodansha.co.jp/comic/products/0000014298,Kodansha author listing confirms こばやし ひよこ.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055009,kusakihara_toshiyuki,Artist,205,草木原俊行,,NEEDS_EXTERNAL_CHECK,KEEP,草木原俊行,,OFFICIAL_CREDIT,HIGH,https://www.ndw.jp/fefuuka-03/,Developer interview identifies Intelligent Systems' 草木原俊行 in the character-design context.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055073,nishiya_futoshi,Artist,204,西屋太志,,NEEDS_EXTERNAL_CHECK,KEEP,西屋太志,,OFFICIAL_CREDIT,HIGH,https://www.kyotoanimation.co.jp/works/free/,Kyoto Animation official staff credits list 西屋太志 as character designer.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055222,mino_tarou,Artist,202,箕星太朗,,NEEDS_EXTERNAL_CHECK,KEEP,箕星太朗,,OFFICIAL_CREDIT,HIGH,https://www.konami.com/games/loveplus/every/,Konami official LovePlus page credits イラストレーション／箕星 太朗.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055280,hakua_ugetsu,Artist,201,白亜右月,,NEEDS_EXTERNAL_CHECK,KEEP,白亜右月,,PUBLISHER_CREDIT,HIGH,https://www.kadokawa.co.jp/product/200502000263/,KADOKAWA lists 白亜右月 as author of the artist's works collection.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055292,komowata_haruka,Artist,201,こもわた遙華,,NEEDS_EXTERNAL_CHECK,KEEP,こもわた遙華,,PUBLISHER_CREDIT,HIGH,https://www.kadokawa.co.jp/product/322512001407/,KADOKAWA author listing confirms こもわた遙華.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055506,itou_hachi,Artist,198,伊藤ハチ,,NEEDS_EXTERNAL_CHECK,KEEP,伊藤ハチ,,PUBLISHER_CREDIT,HIGH,https://data.ichijinsha.co.jp/detail/75807730,Ichijinsha official book listing credits 伊藤ハチ.,PROPOSED
cycle-0003,5,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-055523,morisawa_haruyuki,Artist,198,森沢晴行,,NEEDS_EXTERNAL_CHECK,KEEP,森沢晴行,,PUBLISHER_CREDIT,HIGH,https://www.kadokawa.co.jp/product/322410001329/,KADOKAWA credits illustration to 森沢晴行.,PROPOSED
