identity_key,candidate_cluster,candidate_state,human_intent,review_note
see-through_breast_curtains,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ANATOMY+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
vertical-striped_panties,GENERAL_ONLY|CLOTHING|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
virgin_killer_outfit,GENERAL_ONLY|CLOTHING|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
vertical-striped_bikini,GENERAL_ONLY|CLOTHING|SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
vertical-striped_bodysuit,GENERAL_ONLY|CLOTHING|SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
vertical-striped_leotard,GENERAL_ONLY|CLOTHING|SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
vertical-striped_one-piece_swimsuit,GENERAL_ONLY|CLOTHING|SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
open_cuffs,GENERAL_ONLY|OBJECT_PROP/DAILY|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
pregnancy_test,GENERAL_ONLY|OBJECT_PROP/DAILY|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
blacked_male,GENERAL_ONLY|PERSON_COUNT|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
presenting_bra,GENERAL_ONLY|POSE_MOVEMENT|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
weapon_in_garters,GENERAL_ONLY|POSE_MOVEMENT|SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
bad_ass,GENERAL_ONLY|STYLE_QUALITY_META|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
game_controller_nipples_(meme),OVERLAP|(none)|(none)|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
nipple_guessing_game_(meme),OVERLAP|(none)|(none)|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
jinki-style_restrained,OVERLAP|(none)|(none)|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
fat_mons,OVERLAP|(none)|BODY_ATTRIBUTE|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
personality_excrement,OVERLAP|(none)|FLUID_STATE_ACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
love_train,OVERLAP|(none)|MULTI_ACTOR_INTERACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
shimaidon,OVERLAP|(none)|MULTI_ACTOR_INTERACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
kankaku_shadan,OVERLAP|(none)|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
mindflayer,OVERLAP|(none)|NONHUMAN_INTERACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
suspended_congress,OVERLAP|(none)|POSE_COMPOSITION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
suspension,OVERLAP|(none)|RESTRAINT_ACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
cleavage_cutout_tug,OVERLAP|ACTION_CONTACT|(none)|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
spread_cleavage,OVERLAP|ACTION_CONTACT|(none)|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
group_incest,OVERLAP|ACTION_CONTACT|(none)|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
mutual_impregnation,OVERLAP|ACTION_CONTACT|(none)|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
requesting_impregnation,OVERLAP|ACTION_CONTACT|(none)|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
smelling_underwear,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
holding_pregnancy_test,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
breasts_squeezed_together,OVERLAP|ACTION_CONTACT|BODY_STATE|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
gaping,OVERLAP|ACTION_CONTACT|BODY_STATE|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
after_birth,OVERLAP|ACTION_CONTACT|BODY_STATE|REPRO,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
penis_in_panties,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY+EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
nude_modeling,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
rear_naked_choke,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
collar_grab,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
collar_tug,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
implied_incest,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
skull_fucking,OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
decapitation,OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
necrophilia,OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
used_condom_on_penis,OVERLAP|ACTION_CONTACT|DIRECT_COMPOSITE|ADULT_ROLE_DEVICE+ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
penis_in_swimsuit,OVERLAP|ACTION_CONTACT|DIRECT_COMPOSITE|ANATOMY+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
bukkake,OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
condom_on_nipples,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ADULT_ROLE_DEVICE+ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
condom_on_penis,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ADULT_ROLE_DEVICE+ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
anal_beads,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
anal_tail,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
onahole_job,OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
anal_fingering,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY+EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
fingering,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
urethral_fingering,OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
milking_machine,OVERLAP|ACTION_CONTACT|MACHINE_STRUCTURED|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
riding_machine,OVERLAP|ACTION_CONTACT|MACHINE_STRUCTURED|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
cooperative_footjob,OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
mutual_fingering,OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
pussy_tentacle,OVERLAP|ACTION_CONTACT|NONHUMAN_INTERACTION|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
tentacle_on_penis,OVERLAP|ACTION_CONTACT|NONHUMAN_INTERACTION|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
piledriver_(sex),OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
dominator_(bdsm),OVERLAP|ACTION_CONTACT|RELATION_ROLE_CONTEXT|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
breast_bondage,OVERLAP|ACTION_CONTACT|RESTRAINT_ACTION|ANATOMY+RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
anal_hook,OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
clitoris_clamp,OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
clitoris_leash,OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
blood_from_vagina,OVERLAP|BODY_PART|(none)|ANATOMY+INJURY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
labia_clamps,OVERLAP|BODY_PART|(none)|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
anal,OVERLAP|BODY_PART|ACTION_INTERACTION|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
full_cleavage,OVERLAP|BODY_PART|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
toe_cleavage,OVERLAP|BODY_PART|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
